INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2020-04-30T11:00:00-00:00,2020-04-30T12:00:00-00:00,2020-04-30,5,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,18.35048,1
2020-05-01T04:00:00-00:00,2020-05-01T05:00:00-00:00,2020-04-30,22,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,26.88852,1
2020-04-30T21:00:00-00:00,2020-04-30T22:00:00-00:00,2020-04-30,15,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,9.86258,1
2020-04-30T07:00:00-00:00,2020-04-30T08:00:00-00:00,2020-04-30,1,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,20.26487,1
2020-04-30T09:00:00-00:00,2020-04-30T10:00:00-00:00,2020-04-30,3,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,16.49815,1
2020-04-30T17:00:00-00:00,2020-04-30T18:00:00-00:00,2020-04-30,11,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,11.53422,1
2020-05-01T00:00:00-00:00,2020-05-01T01:00:00-00:00,2020-04-30,18,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,15.46108,1
2020-04-30T12:00:00-00:00,2020-04-30T13:00:00-00:00,2020-04-30,6,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,20.86802,1
2020-04-30T10:00:00-00:00,2020-04-30T11:00:00-00:00,2020-04-30,4,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,16.09562,1
2020-04-30T19:00:00-00:00,2020-04-30T20:00:00-00:00,2020-04-30,13,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,10.00635,1
2020-04-30T20:00:00-00:00,2020-04-30T21:00:00-00:00,2020-04-30,14,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,10.01514,1
2020-05-01T01:00:00-00:00,2020-05-01T02:00:00-00:00,2020-04-30,19,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,26.33281,1
2020-05-01T02:00:00-00:00,2020-05-01T03:00:00-00:00,2020-04-30,20,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,37.85981,1
2020-05-01T05:00:00-00:00,2020-05-01T06:00:00-00:00,2020-04-30,23,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,23.11988,1
2020-04-30T13:00:00-00:00,2020-04-30T14:00:00-00:00,2020-04-30,7,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,22.50938,1
2020-04-30T15:00:00-00:00,2020-04-30T16:00:00-00:00,2020-04-30,9,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,10.6059,1
2020-04-30T22:00:00-00:00,2020-04-30T23:00:00-00:00,2020-04-30,16,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,9.64251,1
