INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2021-10-20T21:00:00-00:00,2021-10-20T22:00:00-00:00,2021-10-20,15,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,73.64837,1
2021-10-21T03:00:00-00:00,2021-10-21T04:00:00-00:00,2021-10-20,21,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,80.26,1
2021-10-20T10:00:00-00:00,2021-10-20T11:00:00-00:00,2021-10-20,4,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,54,1
2021-10-20T15:00:00-00:00,2021-10-20T16:00:00-00:00,2021-10-20,9,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,72.01278,1
2021-10-21T02:00:00-00:00,2021-10-21T03:00:00-00:00,2021-10-20,20,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,87.24,1
2021-10-20T14:00:00-00:00,2021-10-20T15:00:00-00:00,2021-10-20,8,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,92.18455,1
2021-10-21T06:00:00-00:00,2021-10-21T07:00:00-00:00,2021-10-20,24,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,63.98,1
2021-10-20T07:00:00-00:00,2021-10-20T08:00:00-00:00,2021-10-20,1,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,57,1
2021-10-20T11:00:00-00:00,2021-10-20T12:00:00-00:00,2021-10-20,5,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,55.93,1
2021-10-21T04:00:00-00:00,2021-10-21T05:00:00-00:00,2021-10-20,22,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,76.8,1
2021-10-21T05:00:00-00:00,2021-10-21T06:00:00-00:00,2021-10-20,23,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,68.54413,1
2021-10-21T00:00:00-00:00,2021-10-21T01:00:00-00:00,2021-10-20,18,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,81.58749,1
2021-10-20T08:00:00-00:00,2021-10-20T09:00:00-00:00,2021-10-20,2,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,55.13331,1
2021-10-20T09:00:00-00:00,2021-10-20T10:00:00-00:00,2021-10-20,3,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,54.13848,1
2021-10-20T20:00:00-00:00,2021-10-20T21:00:00-00:00,2021-10-20,14,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,73.71839,1
2021-10-20T23:00:00-00:00,2021-10-21T00:00:00-00:00,2021-10-20,17,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,73.66624,1
