INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2021-08-25T11:00:00-00:00,2021-08-25T12:00:00-00:00,2021-08-25,5,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,45.81297,1
2021-08-26T02:00:00-00:00,2021-08-26T03:00:00-00:00,2021-08-25,20,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,77.83686,1
2021-08-26T03:00:00-00:00,2021-08-26T04:00:00-00:00,2021-08-25,21,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,65.08084,1
2021-08-26T01:00:00-00:00,2021-08-26T02:00:00-00:00,2021-08-25,19,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,77.34219,1
2021-08-26T00:00:00-00:00,2021-08-26T01:00:00-00:00,2021-08-25,18,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,60.19258,1
2021-08-25T23:00:00-00:00,2021-08-26T00:00:00-00:00,2021-08-25,17,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,56.12999,1
2021-08-25T22:00:00-00:00,2021-08-25T23:00:00-00:00,2021-08-25,16,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,53.71118,1
2021-08-25T19:00:00-00:00,2021-08-25T20:00:00-00:00,2021-08-25,13,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,46.3978,1
2021-08-25T17:00:00-00:00,2021-08-25T18:00:00-00:00,2021-08-25,11,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,43.58243,1
2021-08-25T15:00:00-00:00,2021-08-25T16:00:00-00:00,2021-08-25,9,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,44.80338,1
2021-08-25T18:00:00-00:00,2021-08-25T19:00:00-00:00,2021-08-25,12,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,44.86294,1
2021-08-25T16:00:00-00:00,2021-08-25T17:00:00-00:00,2021-08-25,10,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,45.21847,1
2021-08-25T09:00:00-00:00,2021-08-25T10:00:00-00:00,2021-08-25,3,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,47.0219,1
