INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2020-08-01T01:00:00-00:00,2020-08-01T02:00:00-00:00,2020-07-31,19,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,77.75356,1
2020-07-31T16:00:00-00:00,2020-07-31T17:00:00-00:00,2020-07-31,10,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,24.00158,1
2020-08-01T03:00:00-00:00,2020-08-01T04:00:00-00:00,2020-07-31,21,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,56.71693,1
2020-07-31T11:00:00-00:00,2020-07-31T12:00:00-00:00,2020-07-31,5,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,23.96213,1
2020-07-31T13:00:00-00:00,2020-07-31T14:00:00-00:00,2020-07-31,7,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,29.28788,1
2020-07-31T14:00:00-00:00,2020-07-31T15:00:00-00:00,2020-07-31,8,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,24.92859,1
2020-07-31T21:00:00-00:00,2020-07-31T22:00:00-00:00,2020-07-31,15,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,33.44475,1
2020-08-01T06:00:00-00:00,2020-08-01T07:00:00-00:00,2020-07-31,24,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,30.52832,1
2020-08-01T02:00:00-00:00,2020-08-01T03:00:00-00:00,2020-07-31,20,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,113.67619,1
2020-07-31T07:00:00-00:00,2020-07-31T08:00:00-00:00,2020-07-31,1,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,26.44864,1
2020-08-01T05:00:00-00:00,2020-08-01T06:00:00-00:00,2020-07-31,23,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,33.51864,1
2020-07-31T22:00:00-00:00,2020-07-31T23:00:00-00:00,2020-07-31,16,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,36.43536,1
2020-07-31T18:00:00-00:00,2020-07-31T19:00:00-00:00,2020-07-31,12,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,27.23537,1
2020-07-31T17:00:00-00:00,2020-07-31T18:00:00-00:00,2020-07-31,11,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,25.69974,1
2020-08-01T04:00:00-00:00,2020-08-01T05:00:00-00:00,2020-07-31,22,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,40.25065,1
2020-07-31T23:00:00-00:00,2020-08-01T00:00:00-00:00,2020-07-31,17,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,39.10187,1
2020-07-31T09:00:00-00:00,2020-07-31T10:00:00-00:00,2020-07-31,3,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,24.46951,1
2020-07-31T15:00:00-00:00,2020-07-31T16:00:00-00:00,2020-07-31,9,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,21.89443,1
2020-07-31T19:00:00-00:00,2020-07-31T20:00:00-00:00,2020-07-31,13,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,33.07289,1
2020-07-31T10:00:00-00:00,2020-07-31T11:00:00-00:00,2020-07-31,4,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,24.21376,1
2020-07-31T12:00:00-00:00,2020-07-31T13:00:00-00:00,2020-07-31,6,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,25.3816,1
2020-08-01T00:00:00-00:00,2020-08-01T01:00:00-00:00,2020-07-31,18,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,48.25923,1
2020-07-31T20:00:00-00:00,2020-07-31T21:00:00-00:00,2020-07-31,14,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,33.02911,1
2020-07-31T08:00:00-00:00,2020-07-31T09:00:00-00:00,2020-07-31,2,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,LMP,LMP_PRC,BAYSHOR2_1_N001,ALL,1,25.52936,1
2020-08-01T05:00:00-00:00,2020-08-01T06:00:00-00:00,2020-07-31,23,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,MCC,LMP_CONG_PRC,BAYSHOR2_1_N001,ALL,1,-0.1535,2
2020-07-31T07:00:00-00:00,2020-07-31T08:00:00-00:00,2020-07-31,1,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,MCC,LMP_CONG_PRC,BAYSHOR2_1_N001,ALL,1,-1.27482,2
2020-07-31T08:00:00-00:00,2020-07-31T09:00:00-00:00,2020-07-31,2,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,MCC,LMP_CONG_PRC,BAYSHOR2_1_N001,ALL,1,-0.89422,2
2020-07-31T19:00:00-00:00,2020-07-31T20:00:00-00:00,2020-07-31,13,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,MCC,LMP_CONG_PRC,BAYSHOR2_1_N001,ALL,1,0,2
2020-07-31T18:00:00-00:00,2020-07-31T19:00:00-00:00,2020-07-31,12,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,MCC,LMP_CONG_PRC,BAYSHOR2_1_N001,ALL,1,0,2
2020-07-31T12:00:00-00:00,2020-07-31T13:00:00-00:00,2020-07-31,6,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,MCC,LMP_CONG_PRC,BAYSHOR2_1_N001,ALL,1,-0.60651,2
2020-07-31T09:00:00-00:00,2020-07-31T10:00:00-00:00,2020-07-31,3,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,MCC,LMP_CONG_PRC,BAYSHOR2_1_N001,ALL,1,-1.29353,2
2020-07-31T10:00:00-00:00,2020-07-31T11:00:00-00:00,2020-07-31,4,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,MCC,LMP_CONG_PRC,BAYSHOR2_1_N001,ALL,1,-0.51384,2
2020-08-01T04:00:00-00:00,2020-08-01T05:00:00-00:00,2020-07-31,22,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,MCC,LMP_CONG_PRC,BAYSHOR2_1_N001,ALL,1,-3.78734,2
2020-08-01T00:00:00-00:00,2020-08-01T01:00:00-00:00,2020-07-31,18,0,BAYSHOR2_1_N001,BAYSHOR2_1_N001,BAYSHOR2_1_N001,DAM,MCC,LMP_CONG_PRC,BAYSHOR2_1_N001,ALL,1,-28.391,2
