date,Restaurant_Recreaction,Grocery_Pharmacy,Retail
2020-09-19,144513.0,47365.0,261826.0
2020-09-20,120070.0,41039.0,212404.0
2020-09-21,108475.0,40665.0,213414.0
2020-09-22,123932.0,44143.0,238568.0
2020-09-23,132509.0,47301.0,254803.0
2020-09-24,134851.0,46903.0,256964.0
2020-09-25,154435.0,51174.0,289085.0
2020-09-26,155662.0,49760.0,276654.0
2020-09-27,133734.0,45138.0,235067.0
2020-09-28,122059.0,46004.0,238891.0
2020-09-29,122168.0,44444.0,237002.0
2020-09-30,127097.0,45830.0,245486.0
2020-10-01,126584.0,45369.0,242948.0
2020-10-02,146174.0,49014.0,273939.0
2020-10-03,149539.0,48499.0,269618.0
2020-10-04,121734.0,42347.0,216642.0
2020-10-05,117449.0,43676.0,230498.0
2020-10-06,120682.0,43144.0,232677.0
2020-10-07,130817.0,45618.0,250138.0
2020-10-08,136578.0,46742.0,259695.0
2020-10-09,150617.0,49182.0,281186.0
2020-10-10,158157.0,48967.0,282329.0
2020-10-11,134469.0,43415.0,235022.0
2020-10-12,124043.0,45913.0,242958.0
2020-10-13,128119.0,45046.0,246724.0
2020-10-14,131247.0,45058.0,249984.0
2020-10-15,133306.0,45504.0,254051.0
2020-10-16,152540.0,48643.0,283372.0
2020-10-17,157101.0,47845.0,277604.0
2020-10-18,130428.0,42990.0,229579.0
2020-10-19,119956.0,44844.0,234849.0
2020-10-20,122228.0,44231.0,237330.0
2020-10-21,126742.0,44304.0,243275.0
2020-10-22,130094.0,45192.0,249490.0
2020-10-23,147072.0,48296.0,275938.0
2020-10-24,151740.0,48252.0,272179.0
2020-10-25,126396.0,42999.0,226162.0
2020-10-26,116919.0,44510.0,234802.0
2020-10-27,121063.0,44045.0,238621.0
2020-10-28,129437.0,45914.0,252011.0
2020-10-29,130259.0,46929.0,253850.0
2020-10-30,146931.0,50854.0,280727.0
2020-10-31,142978.0,49338.0,261350.0
2020-11-01,128682.0,41957.0,226527.0
2020-11-02,124948.0,48226.0,244457.0
2020-11-03,124267.0,45149.0,236430.0
2020-11-04,119956.0,40748.0,227028.0
2020-11-05,123552.0,41198.0,230847.0
2020-11-06,141548.0,43828.0,258255.0
2020-11-07,130503.0,43855.0,241547.0
2020-11-08,112599.0,39622.0,206093.0
2020-11-09,113173.0,41258.0,218574.0
2020-11-10,117227.0,43922.0,231312.0
2020-11-11,136749.0,47510.0,262035.0
2020-11-12,128899.0,45901.0,247183.0
2020-11-13,146730.0,49541.0,277094.0
2020-11-14,149501.0,48805.0,271044.0
2020-11-15,125871.0,42353.0,222638.0
2020-11-16,122151.0,43484.0,227949.0
2020-11-17,121115.0,43479.0,230439.0
2020-11-18,125537.0,44301.0,235274.0
2020-11-19,129448.0,45457.0,240811.0
2020-11-20,142834.0,47735.0,262278.0
2020-11-21,147094.0,47760.0,259890.0
2020-11-22,127227.0,43056.0,221614.0
2020-11-30,110476.0,42656.0,220487.0
2020-12-01,115092.0,42498.0,225672.0
2020-12-02,114034.0,42625.0,226450.0
2020-12-03,116445.0,43797.0,231050.0
2020-12-04,129452.0,45940.0,252613.0
2020-12-05,129692.0,46657.0,245991.0
2020-12-06,109290.0,41044.0,204503.0
2020-12-07,105390.0,42499.0,215903.0
2020-12-08,107888.0,42295.0,219004.0
2020-12-09,108518.0,41235.0,217074.0
2020-12-10,108238.0,41892.0,219253.0
2020-12-11,124909.0,45045.0,246710.0
2020-12-12,124423.0,45352.0,239785.0
2020-12-13,103763.0,39463.0,198377.0
2020-12-14,106895.0,43019.0,219963.0
2020-12-15,109704.0,42390.0,223730.0
2020-12-16,111707.0,42026.0,224817.0
2020-12-17,112432.0,42170.0,226066.0
2020-12-18,125950.0,46318.0,251071.0
2020-12-19,127737.0,45803.0,246622.0
2020-12-20,111682.0,42109.0,213730.0
2020-12-21,114172.0,45741.0,234613.0
2020-12-22,123622.0,49606.0,253838.0
2020-12-23,130480.0,54121.0,267513.0
2020-12-24,105443.0,46631.0,214645.0
2020-12-25,62239.0,15269.0,95717.0
2020-12-26,110401.0,36639.0,205836.0
2020-12-27,99724.0,33709.0,180573.0
2020-12-28,94153.0,35210.0,190063.0
2020-12-29,115463.0,43511.0,230127.0
2020-12-30,120357.0,46910.0,237520.0
2020-12-31,113223.0,46183.0,220215.0
2021-01-01,81115.0,23689.0,139519.0
2021-01-02,110481.0,37930.0,205955.0
2021-01-03,97110.0,34466.0,178711.0
2021-01-04,99538.0,41073.0,205422.0
2021-01-05,101839.0,40034.0,207185.0
2021-01-06,106458.0,40102.0,211914.0
2021-01-07,105721.0,40425.0,212017.0
2021-01-08,115368.0,42532.0,228174.0
2021-01-09,116388.0,41836.0,220253.0
2021-01-10,96350.0,37484.0,181279.0
2021-01-11,104253.0,38859.0,200639.0
2021-01-12,103233.0,37615.0,197658.0
2021-01-13,108293.0,38593.0,204054.0
2021-01-14,108266.0,37670.0,202911.0
2021-01-15,121520.0,40364.0,225575.0
2021-01-16,122277.0,39522.0,215193.0
2021-01-17,107434.0,34853.0,180449.0
2021-01-18,80141.0,29336.0,153232.0
2021-01-19,75440.0,27167.0,148612.0
2021-01-20,76925.0,26326.0,146979.0
2021-01-21,81207.0,27389.0,154693.0
2021-01-22,87435.0,29529.0,167168.0
2021-01-23,77785.0,27111.0,147326.0
2021-01-24,73239.0,25646.0,133080.0
2021-01-25,68979.0,27840.0,140390.0
2021-01-26,77748.0,28898.0,152272.0
2021-01-27,77191.0,28932.0,152055.0
2021-01-28,73184.0,26948.0,144034.0
2021-01-29,79574.0,27531.0,153393.0
2021-01-30,96127.0,30577.0,172819.0
2021-01-31,80840.0,26842.0,141999.0
2021-02-01,101931.0,37464.0,201306.0
2021-02-02,105166.0,36821.0,203672.0
2021-02-03,111791.0,38997.0,214508.0
2021-02-04,114114.0,38921.0,217776.0
2021-02-05,129821.0,41674.0,242219.0
2021-02-06,137021.0,42376.0,241930.0
2021-02-07,101383.0,35794.0,180915.0
2021-02-08,107396.0,38091.0,210348.0
2021-02-09,107192.0,38219.0,209338.0
2021-02-10,111619.0,38365.0,214272.0
2021-02-11,115383.0,39018.0,221121.0
2021-02-12,133803.0,42822.0,252863.0
2021-02-13,142227.0,44546.0,256678.0
2021-02-14,130284.0,38538.0,222415.0
2021-02-15,115026.0,38327.0,218389.0
2021-02-16,112557.0,38447.0,217755.0
2021-02-17,118080.0,38753.0,224254.0
2021-02-18,121641.0,38945.0,228604.0
2021-02-19,138652.0,41596.0,254743.0
2021-02-20,149691.0,42197.0,262136.0
2021-02-21,129674.0,37776.0,222194.0
2021-02-22,115604.0,39154.0,220534.0
2021-02-23,121763.0,39263.0,226964.0
2021-02-24,123336.0,39073.0,230549.0
2021-02-25,124806.0,38999.0,233496.0
2021-02-26,148114.0,42247.0,264590.0
2021-02-27,154055.0,42339.0,266461.0
2021-02-28,131782.0,37907.0,225554.0
2021-03-01,120758.0,40510.0,229780.0
2021-03-02,101756.0,34439.0,196216.0
2021-03-03,87538.0,29848.0,169099.0
2021-03-04,128350.0,40142.0,239145.0
2021-03-05,147191.0,42755.0,266236.0
2021-03-06,157301.0,43024.0,271167.0
2021-03-07,128083.0,37897.0,220506.0
2021-03-08,119686.0,41726.0,231846.0
2021-03-09,122113.0,40386.0,233858.0
2021-03-10,113443.0,39084.0,222437.0
2021-03-11,122649.0,40292.0,236011.0
2021-03-12,141785.0,42591.0,264192.0
2021-03-13,94142.0,28528.0,169052.0
2021-03-14,131054.0,38138.0,226039.0
2021-03-15,113402.0,39375.0,221060.0
2021-03-16,127509.0,40899.0,239860.0
2021-03-17,133573.0,40468.0,246547.0
2021-03-18,134236.0,40207.0,247254.0
2021-03-19,153095.0,42774.0,275369.0
2021-03-20,160887.0,41868.0,277518.0
2021-03-21,140327.0,38239.0,237505.0
2021-03-22,123649.0,39806.0,232195.0
2021-03-23,129653.0,40061.0,239923.0
2021-03-24,129937.0,39637.0,239352.0
2021-03-25,130689.0,39145.0,240066.0
2021-03-26,155862.0,42863.0,278820.0
2021-03-27,160337.0,41365.0,274678.0
2021-03-28,142619.0,38267.0,238762.0
2021-03-29,130120.0,40820.0,242364.0
2021-03-30,136426.0,41001.0,249793.0
2021-03-31,143291.0,41898.0,260836.0
2021-04-01,146649.0,42722.0,264001.0
2021-04-02,164198.0,47463.0,294605.0
2021-04-03,166470.0,48418.0,290917.0
2021-04-04,124278.0,35010.0,196679.0
2021-04-05,133604.0,40747.0,248133.0
2021-04-06,138145.0,40474.0,252418.0
2021-04-07,141774.0,41017.0,257660.0
2021-04-08,144260.0,42379.0,263974.0
2021-04-09,160653.0,43947.0,288119.0
2021-04-10,152498.0,39505.0,261757.0
2021-04-11,141028.0,37964.0,236339.0
2021-04-12,127099.0,40533.0,236238.0
2021-04-13,128302.0,38934.0,235380.0
2021-04-14,134143.0,39798.0,243375.0
2021-04-15,137667.0,39297.0,247569.0
2021-04-16,158894.0,42301.0,278763.0
2021-04-17,168259.0,41470.0,280329.0
2021-04-18,144907.0,37988.0,239750.0
2021-04-19,127503.0,39715.0,235382.0
2021-04-20,122319.0,36521.0,222339.0
2021-04-21,132679.0,39274.0,241207.0
2021-04-22,136573.0,39972.0,247337.0
2021-04-23,158713.0,42468.0,279660.0
2021-04-24,169551.0,42624.0,282995.0
2021-04-25,144333.0,38431.0,239649.0
2021-04-26,130786.0,40310.0,240148.0
2021-04-27,134685.0,40234.0,246340.0
2021-04-28,138421.0,40299.0,251037.0
2021-04-29,141519.0,41108.0,259782.0
2021-04-30,163226.0,44109.0,290516.0
2021-05-01,169595.0,43050.0,287313.0
2021-05-02,144301.0,38123.0,242813.0
2021-05-03,131118.0,41605.0,242208.0
2021-05-04,134614.0,40540.0,244475.0
2021-05-05,138385.0,40384.0,248607.0
2021-05-06,141859.0,41612.0,255626.0
2021-05-07,164195.0,45691.0,290936.0
2021-05-08,178124.0,48471.0,303978.0
2021-05-09,149200.0,38712.0,243248.0
2021-05-10,131923.0,39507.0,239262.0
2021-05-11,136366.0,39917.0,246059.0
2021-05-12,139096.0,40007.0,248940.0
2021-05-13,148401.0,41388.0,262453.0
2021-05-14,169251.0,44812.0,293960.0
2021-05-15,178710.0,42672.0,292280.0
2021-05-16,149479.0,39549.0,247390.0
