Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
06/07/2020 00:00,CAPITL,61757,18.56,0.33,-12.15
06/07/2020 00:00,CENTRL,61754,7.77,0.06,-1.62
06/07/2020 00:00,DUNWOD,61760,15.77,0.65,-9.04
06/07/2020 00:00,GENESE,61753,7.05,-0.18,-1.15
06/07/2020 00:00,H Q,61844,5.90,-0.18,0.00
06/07/2020 00:00,HUD VL,61758,15.61,0.55,-8.97
06/07/2020 00:00,LONGIL,61762,20.80,0.90,-13.81
06/07/2020 00:00,MHK VL,61756,7.99,0.16,-1.74
06/07/2020 00:00,MILLWD,61759,15.80,0.60,-9.12
06/07/2020 00:00,N.Y.C.,61761,15.83,0.69,-9.05
06/07/2020 00:00,NORTH,61755,5.86,-0.22,0.00
06/07/2020 00:00,NPX,61845,17.00,0.43,-10.49
06/07/2020 00:00,O H,61846,7.08,-0.38,-1.38
06/07/2020 00:00,PJM,61847,11.84,0.22,-5.54
06/07/2020 00:00,WEST,61752,7.34,-0.23,-1.49
06/07/2020 01:00,CAPITL,61757,16.14,0.30,-10.29
06/07/2020 01:00,CENTRL,61754,6.98,0.06,-1.38
06/07/2020 01:00,DUNWOD,61760,13.81,0.60,-7.66
06/07/2020 01:00,GENESE,61753,6.37,-0.15,-0.97
06/07/2020 01:00,H Q,61844,5.39,-0.16,0.00
06/07/2020 01:00,HUD VL,61758,13.66,0.51,-7.60
06/07/2020 01:00,LONGIL,61762,17.22,0.83,-10.85
06/07/2020 01:00,MHK VL,61756,7.17,0.14,-1.48
06/07/2020 01:00,MILLWD,61759,13.83,0.56,-7.72
06/07/2020 01:00,N.Y.C.,61761,13.86,0.64,-7.67
06/07/2020 01:00,NORTH,61755,5.34,-0.21,0.00
06/07/2020 01:00,NPX,61845,14.83,0.40,-8.88
06/07/2020 01:00,O H,61846,6.42,-0.29,-1.17
06/07/2020 01:00,PJM,61847,10.46,0.22,-4.69
06/07/2020 01:00,WEST,61752,6.64,-0.17,-1.26
