Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
06/01/2020 00:00,CAPITL,61757,17.71,0.30,-12.71
06/01/2020 00:00,CENTRL,61754,6.41,0.05,-1.67
06/01/2020 00:00,DUNWOD,61760,14.58,0.44,-9.45
06/01/2020 00:00,GENESE,61753,5.85,-0.08,-1.24
06/01/2020 00:00,H Q,61844,4.55,-0.14,0.00
06/01/2020 00:00,HUD VL,61758,14.43,0.37,-9.38
06/01/2020 00:00,LONGIL,61762,20.22,0.67,-14.87
06/01/2020 00:00,MHK VL,61756,6.50,0.12,-1.70
06/01/2020 00:00,MILLWD,61759,14.62,0.40,-9.53
06/01/2020 00:00,N.Y.C.,61761,14.62,0.47,-9.46
06/01/2020 00:00,NORTH,61755,4.50,-0.18,0.00
06/01/2020 00:00,NPX,61845,16.00,0.35,-10.97
06/01/2020 00:00,O H,61846,6.03,-0.17,-1.52
06/01/2020 00:00,PJM,61847,10.75,0.18,-5.89
06/01/2020 00:00,WEST,61752,6.25,-0.08,-1.64
06/01/2020 01:00,CAPITL,61757,15.98,0.29,-11.00
06/01/2020 01:00,CENTRL,61754,6.16,0.04,-1.45
06/01/2020 01:00,DUNWOD,61760,13.29,0.43,-8.18
06/01/2020 01:00,GENESE,61753,5.64,-0.11,-1.07
06/01/2020 01:00,H Q,61844,4.55,-0.13,0.00
06/01/2020 01:00,HUD VL,61758,13.15,0.36,-8.12
06/01/2020 01:00,LONGIL,61762,17.18,0.66,-11.84
06/01/2020 01:00,MHK VL,61756,6.25,0.10,-1.47
06/01/2020 01:00,MILLWD,61759,13.33,0.40,-8.25
06/01/2020 01:00,N.Y.C.,61761,13.34,0.47,-8.19
06/01/2020 01:00,NORTH,61755,4.50,-0.18,0.00
06/01/2020 01:00,NPX,61845,14.51,0.34,-9.49
06/01/2020 01:00,O H,61846,5.79,-0.20,-1.31
06/01/2020 01:00,PJM,61847,9.94,0.16,-5.10
06/01/2020 01:00,WEST,61752,5.99,-0.11,-1.42
06/01/2020 02:00,CAPITL,61757,14.60,0.29,-9.65
06/01/2020 02:00,CENTRL,61754,5.96,0.02,-1.27
06/01/2020 02:00,DUNWOD,61760,12.26,0.42,-7.17
06/01/2020 02:00,GENESE,61753,5.48,-0.13,-0.94
06/01/2020 02:00,H Q,61844,4.55,-0.12,0.00
06/01/2020 02:00,HUD VL,61758,12.14,0.35,-7.12
06/01/2020 02:00,LONGIL,61762,18.38,0.65,-13.06
06/01/2020 02:00,MHK VL,61756,6.05,0.09,-1.29
06/01/2020 02:00,MILLWD,61759,12.29,0.39,-7.24
06/01/2020 02:00,N.Y.C.,61761,12.31,0.46,-7.18
06/01/2020 02:00,NORTH,61755,4.50,-0.17,0.00
06/01/2020 02:00,NPX,61845,13.33,0.34,-8.32
06/01/2020 02:00,O H,61846,5.60,-0.22,-1.15
06/01/2020 02:00,PJM,61847,9.29,0.15,-4.47
06/01/2020 02:00,WEST,61752,5.78,-0.13,-1.25
06/01/2020 03:00,CAPITL,61757,14.62,0.29,-9.66
06/01/2020 03:00,CENTRL,61754,5.98,0.03,-1.27
06/01/2020 03:00,DUNWOD,61760,12.27,0.42,-7.18
06/01/2020 03:00,GENESE,61753,5.50,-0.12,-0.94
06/01/2020 03:00,H Q,61844,4.55,-0.12,0.00
06/01/2020 03:00,HUD VL,61758,12.15,0.35,-7.12
06/01/2020 03:00,LONGIL,61762,18.57,0.65,-13.25
06/01/2020 03:00,MHK VL,61756,6.06,0.09,-1.29
06/01/2020 03:00,MILLWD,61759,12.30,0.39,-7.24
06/01/2020 03:00,N.Y.C.,61761,12.32,0.46,-7.19
06/01/2020 03:00,NORTH,61755,4.50,-0.17,0.00
06/01/2020 03:00,NPX,61845,13.35,0.35,-8.33
06/01/2020 03:00,O H,61846,5.62,-0.20,-1.15
06/01/2020 03:00,PJM,61847,9.31,0.16,-4.47
06/01/2020 03:00,WEST,61752,5.81,-0.11,-1.25
06/01/2020 04:00,CAPITL,61757,14.42,0.30,-9.45
06/01/2020 04:00,CENTRL,61754,5.96,0.04,-1.24
06/01/2020 04:00,DUNWOD,61760,12.12,0.42,-7.02
06/01/2020 04:00,GENESE,61753,5.49,-0.11,-0.92
06/01/2020 04:00,H Q,61844,4.55,-0.13,0.00
06/01/2020 04:00,HUD VL,61758,12.00,0.36,-6.97
06/01/2020 04:00,LONGIL,61762,18.04,0.65,-12.71
06/01/2020 04:00,MHK VL,61756,6.04,0.10,-1.26
06/01/2020 04:00,MILLWD,61759,12.15,0.39,-7.08
06/01/2020 04:00,N.Y.C.,61761,12.16,0.45,-7.03
06/01/2020 04:00,NORTH,61755,4.50,-0.17,0.00
06/01/2020 04:00,NPX,61845,14.20,0.35,-9.18
06/01/2020 04:00,O H,61846,5.61,-0.19,-1.13
06/01/2020 04:00,PJM,61847,9.21,0.16,-4.38
