Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
04/06/2018 00:00,CAPITL,61757,27.54,1.58,0.00
04/06/2018 00:00,CENTRL,61754,26.37,0.41,0.00
04/06/2018 00:00,DUNWOD,61760,28.48,2.52,0.00
04/06/2018 00:00,GENESE,61753,25.93,-0.03,0.00
04/06/2018 00:00,H Q,61844,25.16,-0.80,0.00
04/06/2018 00:00,HUD VL,61758,28.25,2.29,0.00
04/06/2018 00:00,LONGIL,61762,29.57,3.58,-0.02
04/06/2018 00:00,MHK VL,61756,26.48,0.52,0.00
04/06/2018 00:00,MILLWD,61759,28.45,2.49,0.00
04/06/2018 00:00,N.Y.C.,61761,29.29,3.32,0.00
04/06/2018 00:00,NORTH,61755,24.74,-1.22,0.00
04/06/2018 00:00,NPX,61845,50.00,1.74,-22.30
04/06/2018 00:00,O H,61846,25.81,-0.15,0.00
04/06/2018 00:00,PJM,61847,27.08,1.12,0.00
04/06/2018 00:00,WEST,61752,26.51,0.55,0.00
04/06/2018 01:00,CAPITL,61757,25.64,1.45,0.00
04/06/2018 01:00,CENTRL,61754,24.62,0.44,0.00
04/06/2018 01:00,DUNWOD,61760,26.60,2.42,0.00
04/06/2018 01:00,GENESE,61753,24.23,0.05,0.00
04/06/2018 01:00,H Q,61844,23.41,-0.77,0.00
04/06/2018 01:00,HUD VL,61758,26.39,2.20,0.00
04/06/2018 01:00,LONGIL,61762,27.62,3.41,-0.02
04/06/2018 01:00,MHK VL,61756,24.64,0.46,0.00
04/06/2018 01:00,MILLWD,61759,26.58,2.39,0.00
04/06/2018 01:00,N.Y.C.,61761,27.34,3.14,-0.01
04/06/2018 01:00,NORTH,61755,23.00,-1.18,0.00
04/06/2018 01:00,NPX,61845,49.23,1.65,-23.40
04/06/2018 01:00,O H,61846,24.26,0.07,0.00
04/06/2018 01:00,PJM,61847,25.37,1.18,0.00
04/06/2018 01:00,WEST,61752,24.91,0.72,0.00
04/06/2018 02:00,CAPITL,61757,25.46,1.49,-1.75
04/06/2018 02:00,CENTRL,61754,22.99,0.56,-0.21
04/06/2018 02:00,DUNWOD,61760,26.00,2.51,-1.26
04/06/2018 02:00,GENESE,61753,22.56,0.18,-0.16
04/06/2018 02:00,H Q,61844,15.17,-0.91,6.14
04/06/2018 02:00,HUD VL,61758,25.77,2.29,-1.25
04/06/2018 02:00,LONGIL,61762,26.91,3.42,-1.26
04/06/2018 02:00,MHK VL,61756,22.91,0.47,-0.22
04/06/2018 02:00,MILLWD,61759,25.99,2.49,-1.28
04/06/2018 02:00,N.Y.C.,61761,26.68,3.18,-1.27
04/06/2018 02:00,NORTH,61755,20.83,-1.40,0.00
04/06/2018 02:00,NPX,61845,47.84,1.67,-23.95
04/06/2018 02:00,O H,61846,22.75,0.31,-0.21
04/06/2018 02:00,PJM,61847,24.38,1.42,-0.73
04/06/2018 02:00,WEST,61752,23.34,0.91,-0.21
04/06/2018 03:00,CAPITL,61757,24.96,1.51,-1.87
04/06/2018 03:00,CENTRL,61754,22.34,0.54,-0.23
04/06/2018 03:00,DUNWOD,61760,25.32,2.39,-1.35
04/06/2018 03:00,GENESE,61753,21.94,0.19,-0.17
04/06/2018 03:00,H Q,61844,15.17,-0.89,5.52
04/06/2018 03:00,HUD VL,61758,25.12,2.20,-1.33
04/06/2018 03:00,LONGIL,61762,26.16,3.24,-1.35
04/06/2018 03:00,MHK VL,61756,22.27,0.45,-0.23
04/06/2018 03:00,MILLWD,61759,25.31,2.37,-1.36
04/06/2018 03:00,N.Y.C.,61761,25.96,3.02,-1.36
04/06/2018 03:00,NORTH,61755,20.22,-1.36,0.00
04/06/2018 03:00,NPX,61845,44.89,1.64,-21.67
04/06/2018 03:00,O H,61846,22.13,0.32,-0.23
04/06/2018 03:00,PJM,61847,23.74,1.38,-0.78
04/06/2018 03:00,WEST,61752,22.68,0.89,-0.22
04/06/2018 04:00,CAPITL,61757,24.58,1.65,0.00
04/06/2018 04:00,CENTRL,61754,23.59,0.67,0.00
04/06/2018 04:00,DUNWOD,61760,25.47,2.54,0.00
04/06/2018 04:00,GENESE,61753,23.27,0.34,0.00
04/06/2018 04:00,H Q,61844,16.94,-0.96,5.03
04/06/2018 04:00,HUD VL,61758,25.24,2.31,0.00
04/06/2018 04:00,LONGIL,61762,26.35,3.42,0.00
04/06/2018 04:00,MHK VL,61756,23.46,0.53,0.00
04/06/2018 04:00,MILLWD,61759,25.43,2.50,0.00
04/06/2018 04:00,N.Y.C.,61761,26.12,3.19,-0.01
04/06/2018 04:00,NORTH,61755,21.49,-1.44,0.00
04/06/2018 04:00,NPX,61845,46.61,1.77,-21.91
04/06/2018 04:00,O H,61846,23.48,0.55,0.00
04/06/2018 04:00,PJM,61847,24.49,1.56,0.00
04/06/2018 04:00,WEST,61752,24.10,1.17,0.00
04/06/2018 05:00,CAPITL,61757,27.31,1.79,0.00
04/06/2018 05:00,CENTRL,61754,26.34,0.82,0.00
04/06/2018 05:00,DUNWOD,61760,28.28,2.76,0.00
04/06/2018 05:00,GENESE,61753,26.18,0.66,0.00
04/06/2018 05:00,H Q,61844,19.44,-1.05,5.03
04/06/2018 05:00,HUD VL,61758,28.00,2.47,0.00
04/06/2018 05:00,LONGIL,61762,29.30,3.78,0.00
