Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
06/06/2020 00:00,CAPITL,61757,21.00,0.59,-10.98
06/06/2020 00:00,CENTRL,61754,11.00,0.10,-1.47
06/06/2020 00:00,DUNWOD,61760,18.54,0.98,-8.14
06/06/2020 00:00,GENESE,61753,10.24,-0.25,-1.07
06/06/2020 00:00,H Q,61844,9.15,-0.27,0.00
06/06/2020 00:00,HUD VL,61758,18.35,0.84,-8.08
06/06/2020 00:00,LONGIL,61762,20.82,1.36,-10.04
06/06/2020 00:00,MHK VL,61756,11.13,0.25,-1.45
06/06/2020 00:00,MILLWD,61759,18.54,0.90,-8.22
06/06/2020 00:00,N.Y.C.,61761,18.64,1.07,-8.14
06/06/2020 00:00,NORTH,61755,9.07,-0.36,0.00
06/06/2020 00:00,NPX,61845,19.53,0.63,-9.48
06/06/2020 00:00,O H,61846,10.12,-0.61,-1.31
06/06/2020 00:00,PJM,61847,14.82,0.33,-5.07
06/06/2020 00:00,WEST,61752,10.47,-0.37,-1.41
06/06/2020 01:00,CAPITL,61757,19.39,0.36,-13.19
06/06/2020 01:00,CENTRL,61754,7.67,0.06,-1.76
06/06/2020 01:00,DUNWOD,61760,16.23,0.61,-9.77
06/06/2020 01:00,GENESE,61753,6.98,-0.15,-1.28
06/06/2020 01:00,H Q,61844,5.68,-0.17,0.00
06/06/2020 01:00,HUD VL,61758,16.07,0.52,-9.70
06/06/2020 01:00,LONGIL,61762,16.83,0.85,-10.13
06/06/2020 01:00,MHK VL,61756,7.74,0.15,-1.74
06/06/2020 01:00,MILLWD,61759,16.28,0.56,-9.87
06/06/2020 01:00,N.Y.C.,61761,16.29,0.67,-9.77
06/06/2020 01:00,NORTH,61755,5.63,-0.22,0.00
06/06/2020 01:00,NPX,61845,17.62,0.40,-11.37
06/06/2020 01:00,O H,61846,7.08,-0.33,-1.57
06/06/2020 01:00,PJM,61847,12.16,0.22,-6.09
06/06/2020 01:00,WEST,61752,7.34,-0.20,-1.69
06/06/2020 02:00,CAPITL,61757,18.45,0.28,-13.49
06/06/2020 02:00,CENTRL,61754,6.53,0.05,-1.80
06/06/2020 02:00,DUNWOD,61760,15.14,0.47,-9.99
06/06/2020 02:00,GENESE,61753,5.87,-0.13,-1.31
06/06/2020 02:00,H Q,61844,4.55,-0.13,0.00
06/06/2020 02:00,HUD VL,61758,15.02,0.41,-9.93
06/06/2020 02:00,LONGIL,61762,15.37,0.67,-10.02
06/06/2020 02:00,MHK VL,61756,6.57,0.10,-1.78
06/06/2020 02:00,MILLWD,61759,15.22,0.44,-10.10
06/06/2020 02:00,N.Y.C.,61761,15.19,0.51,-9.99
06/06/2020 02:00,NORTH,61755,4.50,-0.18,0.00
06/06/2020 02:00,NPX,61845,16.64,0.32,-11.64
06/06/2020 02:00,O H,61846,6.03,-0.25,-1.60
06/06/2020 02:00,PJM,61847,11.08,0.17,-6.23
06/06/2020 02:00,WEST,61752,6.27,-0.15,-1.73
06/06/2020 03:00,CAPITL,61757,18.16,0.28,-13.21
06/06/2020 03:00,CENTRL,61754,6.48,0.04,-1.76
06/06/2020 03:00,DUNWOD,61760,14.92,0.47,-9.78
06/06/2020 03:00,GENESE,61753,5.82,-0.14,-1.28
06/06/2020 03:00,H Q,61844,4.55,-0.13,0.00
06/06/2020 03:00,HUD VL,61758,14.80,0.41,-9.72
06/06/2020 03:00,LONGIL,61762,15.13,0.67,-9.79
06/06/2020 03:00,MHK VL,61756,6.52,0.10,-1.75
06/06/2020 03:00,MILLWD,61759,15.00,0.44,-9.88
06/06/2020 03:00,N.Y.C.,61761,14.97,0.51,-9.78
06/06/2020 03:00,NORTH,61755,4.50,-0.18,0.00
06/06/2020 03:00,NPX,61845,16.39,0.32,-11.39
