Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
05/26/2018 00:00,CAPITL,61757,26.13,0.38,-20.33
05/26/2018 00:00,CENTRL,61754,15.44,0.11,-9.92
05/26/2018 00:00,DUNWOD,61760,24.47,0.67,-18.38
05/26/2018 00:00,GENESE,61753,14.82,-0.04,-9.45
05/26/2018 00:00,H Q,61844,6.47,-0.16,-1.21
05/26/2018 00:00,HUD VL,61758,24.40,0.61,-18.37
05/26/2018 00:00,LONGIL,61762,26.15,0.83,-19.89
05/26/2018 00:00,MHK VL,61756,15.16,0.13,-9.61
05/26/2018 00:00,MILLWD,61759,24.49,0.64,-18.43
05/26/2018 00:00,N.Y.C.,61761,24.54,0.74,-18.38
05/26/2018 00:00,NORTH,61755,7.52,-0.28,-2.38
05/26/2018 00:00,NPX,61845,25.28,0.46,-19.41
05/26/2018 00:00,O H,61846,15.26,-0.05,-9.90
05/26/2018 00:00,PJM,61847,20.39,0.36,-14.61
05/26/2018 00:00,WEST,61752,15.26,0.04,-9.80
05/26/2018 01:00,CAPITL,61757,23.26,0.47,-16.37
05/26/2018 01:00,CENTRL,61754,10.27,0.13,-3.72
05/26/2018 01:00,DUNWOD,61760,20.91,0.75,-13.73
05/26/2018 01:00,GENESE,61753,9.50,-0.04,-3.12
05/26/2018 01:00,H Q,61844,6.47,-0.19,-0.23
05/26/2018 01:00,HUD VL,61758,20.83,0.69,-13.72
05/26/2018 01:00,LONGIL,61762,21.10,0.95,-13.72
05/26/2018 01:00,MHK VL,61756,10.38,0.15,-3.80
05/26/2018 01:00,MILLWD,61759,20.95,0.73,-13.79
05/26/2018 01:00,N.Y.C.,61761,20.99,0.84,-13.73
05/26/2018 01:00,NORTH,61755,6.57,-0.31,-0.45
05/26/2018 01:00,NPX,61845,22.06,0.53,-15.10
05/26/2018 01:00,O H,61846,10.00,-0.04,-3.61
05/26/2018 01:00,PJM,61847,16.05,0.42,-9.20
05/26/2018 01:00,WEST,61752,10.01,0.08,-3.50
05/26/2018 02:00,CAPITL,61757,21.06,0.47,-14.06
05/26/2018 02:00,CENTRL,61754,9.48,0.13,-2.83
05/26/2018 02:00,DUNWOD,61760,18.97,0.74,-11.70
05/26/2018 02:00,GENESE,61753,8.79,-0.03,-2.30
05/26/2018 02:00,H Q,61844,6.47,-0.19,-0.13
05/26/2018 02:00,HUD VL,61758,18.91,0.69,-11.69
05/26/2018 02:00,LONGIL,61762,19.09,0.86,-11.70
05/26/2018 02:00,MHK VL,61756,9.59,0.14,-2.93
05/26/2018 02:00,MILLWD,61759,19.00,0.71,-11.76
05/26/2018 02:00,N.Y.C.,61761,19.04,0.82,-11.70
05/26/2018 02:00,NORTH,61755,6.46,-0.33,-0.27
05/26/2018 02:00,NPX,61845,19.99,0.54,-12.93
05/26/2018 02:00,O H,61846,9.26,0.00,-2.73
05/26/2018 02:00,PJM,61847,14.64,0.42,-7.69
05/26/2018 02:00,WEST,61752,9.28,0.12,-2.64
05/26/2018 03:00,CAPITL,61757,19.74,0.48,-12.72
05/26/2018 03:00,CENTRL,61754,9.20,0.13,-2.53
05/26/2018 03:00,DUNWOD,61760,17.83,0.71,-10.58
05/26/2018 03:00,GENESE,61753,8.57,-0.02,-2.04
05/26/2018 03:00,H Q,61844,6.47,-0.19,-0.12
05/26/2018 03:00,HUD VL,61758,17.78,0.67,-10.57
05/26/2018 03:00,LONGIL,61762,17.94,0.82,-10.57
05/26/2018 03:00,MHK VL,61756,9.29,0.13,-2.62
05/26/2018 03:00,MILLWD,61759,17.87,0.69,-10.63
05/26/2018 03:00,N.Y.C.,61761,17.91,0.79,-10.58
05/26/2018 03:00,NORTH,61755,6.45,-0.32,-0.23
05/26/2018 03:00,NPX,61845,18.77,0.54,-11.69
05/26/2018 03:00,O H,61846,9.00,0.02,-2.44
05/26/2018 03:00,PJM,61847,13.90,0.42,-6.93
05/26/2018 03:00,WEST,61752,9.04,0.14,-2.35
05/26/2018 04:00,CAPITL,61757,19.40,0.49,-12.24
05/26/2018 04:00,CENTRL,61754,8.58,0.13,-1.79
05/26/2018 04:00,DUNWOD,61760,17.41,0.73,-10.02
05/26/2018 04:00,GENESE,61753,7.92,-0.03,-1.29
05/26/2018 04:00,H Q,61844,6.47,-0.19,0.00
05/26/2018 04:00,HUD VL,61758,17.35,0.68,-10.01
05/26/2018 04:00,LONGIL,61762,17.50,0.82,-10.01
05/26/2018 04:00,MHK VL,61756,8.72,0.13,-1.92
05/26/2018 04:00,MILLWD,61759,17.43,0.70,-10.07
05/26/2018 04:00,N.Y.C.,61761,17.49,0.81,-10.02
05/26/2018 04:00,NORTH,61755,6.34,-0.32,0.00
05/26/2018 04:00,NPX,61845,18.39,0.55,-11.17
05/26/2018 04:00,O H,61846,8.38,0.03,-1.69
05/26/2018 04:00,PJM,61847,13.38,0.43,-6.29
05/26/2018 04:00,WEST,61752,8.42,0.15,-1.60
05/26/2018 05:00,CAPITL,61757,22.84,0.47,-15.71
05/26/2018 05:00,CENTRL,61754,9.14,0.13,-2.36
05/26/2018 05:00,DUNWOD,61760,20.30,0.77,-12.87
05/26/2018 05:00,GENESE,61753,8.33,-0.04,-1.72
05/26/2018 05:00,H Q,61844,6.47,-0.19,-0.01
05/26/2018 05:00,HUD VL,61758,20.22,0.71,-12.86
05/26/2018 05:00,LONGIL,61762,20.54,1.01,-12.88
05/26/2018 05:00,MHK VL,61756,9.29,0.11,-2.53
05/26/2018 05:00,MILLWD,61759,20.33,0.74,-12.94
05/26/2018 05:00,N.Y.C.,61761,20.38,0.85,-12.87
05/26/2018 05:00,NORTH,61755,6.33,-0.34,-0.02
05/26/2018 05:00,NPX,61845,21.54,0.54,-14.34
05/26/2018 05:00,O H,61846,8.89,0.01,-2.23
05/26/2018 05:00,PJM,61847,15.21,0.45,-8.11
05/26/2018 05:00,WEST,61752,8.90,0.13,-2.12
05/26/2018 06:00,CAPITL,61757,21.57,0.40,-15.42
05/26/2018 06:00,CENTRL,61754,13.21,0.11,-7.34
05/26/2018 06:00,DUNWOD,61760,20.32,0.68,-13.89
05/26/2018 06:00,GENESE,61753,12.66,-0.06,-6.98
05/26/2018 06:00,H Q,61844,6.47,-0.17,-0.89
05/26/2018 06:00,HUD VL,61758,20.26,0.63,-13.88
05/26/2018 06:00,LONGIL,61762,26.48,0.89,-19.83
05/26/2018 06:00,MHK VL,61756,13.00,0.13,-7.12
05/26/2018 06:00,MILLWD,61759,20.33,0.65,-13.93
05/26/2018 06:00,N.Y.C.,61761,20.39,0.75,-13.90
05/26/2018 06:00,NORTH,61755,7.22,-0.28,-1.75
05/26/2018 06:00,NPX,61845,20.94,0.49,-14.69
05/26/2018 06:00,O H,61846,13.02,-0.05,-7.32
05/26/2018 06:00,PJM,61847,17.09,0.37,-10.97
05/26/2018 06:00,WEST,61752,13.05,0.05,-7.25
05/26/2018 07:00,CAPITL,61757,22.62,0.38,-16.93
05/26/2018 07:00,CENTRL,61754,15.41,0.11,-9.98
05/26/2018 07:00,DUNWOD,61760,21.74,0.66,-15.76
05/26/2018 07:00,GENESE,61753,14.92,-0.08,-9.68
05/26/2018 07:00,H Q,61844,6.47,-0.15,-1.31
05/26/2018 07:00,HUD VL,61758,21.65,0.61,-15.72
05/26/2018 07:00,LONGIL,61762,26.29,0.83,-20.13
05/26/2018 07:00,MHK VL,61756,15.05,0.13,-9.60
05/26/2018 07:00,MILLWD,61759,21.71,0.63,-15.76
05/26/2018 07:00,N.Y.C.,61761,21.92,0.72,-15.88
05/26/2018 07:00,NORTH,61755,7.63,-0.26,-2.58
05/26/2018 07:00,NPX,61845,22.14,0.46,-16.37
05/26/2018 07:00,O H,61846,15.22,-0.10,-10.00
05/26/2018 07:00,PJM,61847,18.87,0.36,-13.20
05/26/2018 07:00,WEST,61752,15.25,0.00,-9.93
05/26/2018 08:00,CAPITL,61757,24.47,0.41,-18.46
05/26/2018 08:00,CENTRL,61754,21.96,0.10,-16.26
