Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
09/30/2017 00:00,CAPITL,61757,15.92,0.70,-3.53
09/30/2017 00:00,CENTRL,61754,12.05,0.09,-0.26
09/30/2017 00:00,DUNWOD,61760,15.04,1.25,-2.09
09/30/2017 00:00,GENESE,61753,11.67,-0.22,-0.21
09/30/2017 00:00,H Q,61844,5.21,-0.40,6.08
09/30/2017 00:00,HUD VL,61758,14.94,1.13,-2.12
09/30/2017 00:00,LONGIL,61762,17.39,1.72,-3.98
09/30/2017 00:00,MHK VL,61756,11.14,0.29,0.85
09/30/2017 00:00,MILLWD,61759,15.04,1.23,-2.12
09/30/2017 00:00,N.Y.C.,61761,15.19,1.40,-2.10
09/30/2017 00:00,NORTH,61755,2.07,-0.53,9.10
09/30/2017 00:00,NPX,61845,15.33,0.94,-2.71
09/30/2017 00:00,O H,61846,11.71,-0.27,-0.29
09/30/2017 00:00,PJM,61847,13.60,0.62,-1.29
09/30/2017 00:00,WEST,61752,11.89,-0.07,-0.27
09/30/2017 01:00,CAPITL,61757,13.41,0.59,-3.04
09/30/2017 01:00,CENTRL,61754,10.09,0.08,-0.23
09/30/2017 01:00,DUNWOD,61760,12.66,1.06,-1.82
09/30/2017 01:00,GENESE,61753,9.77,-0.20,-0.18
09/30/2017 01:00,H Q,61844,5.21,-0.33,4.24
09/30/2017 01:00,HUD VL,61758,12.59,0.96,-1.84
09/30/2017 01:00,LONGIL,61762,14.43,1.42,-3.22
09/30/2017 01:00,MHK VL,61756,9.37,0.24,0.66
09/30/2017 01:00,MILLWD,61759,12.67,1.04,-1.84
09/30/2017 01:00,N.Y.C.,61761,12.78,1.17,-1.82
09/30/2017 01:00,NORTH,61755,2.07,-0.44,7.28
09/30/2017 01:00,NPX,61845,12.92,0.78,-2.35
09/30/2017 01:00,O H,61846,9.82,-0.22,-0.25
09/30/2017 01:00,PJM,61847,11.42,0.52,-1.12
09/30/2017 01:00,WEST,61752,9.95,-0.07,-0.23
09/30/2017 02:00,CAPITL,61757,12.85,0.54,-3.38
09/30/2017 02:00,CENTRL,61754,9.26,0.06,-0.26
09/30/2017 02:00,DUNWOD,61760,11.93,0.94,-2.05
09/30/2017 02:00,GENESE,61753,8.94,-0.20,-0.20
09/30/2017 02:00,H Q,61844,5.21,-0.30,3.42
09/30/2017 02:00,HUD VL,61758,11.87,0.86,-2.08
09/30/2017 02:00,LONGIL,61762,13.07,1.28,-2.86
09/30/2017 02:00,MHK VL,61756,8.55,0.21,0.60
09/30/2017 02:00,MILLWD,61759,11.94,0.92,-2.08
09/30/2017 02:00,N.Y.C.,61761,12.04,1.04,-2.06
09/30/2017 02:00,NORTH,61755,1.52,-0.40,7.01
09/30/2017 02:00,NPX,61845,12.29,0.71,-2.65
