Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
05/31/2020 00:00,CAPITL,61757,17.56,0.45,-10.11
05/31/2020 00:00,CENTRL,61754,8.35,0.01,-1.35
05/31/2020 00:00,DUNWOD,61760,15.07,0.66,-7.40
05/31/2020 00:00,GENESE,61753,7.68,-0.29,-0.97
05/31/2020 00:00,H Q,61844,6.17,-0.15,0.67
05/31/2020 00:00,HUD VL,61758,14.93,0.59,-7.35
05/31/2020 00:00,LONGIL,61762,21.50,0.94,-13.57
05/31/2020 00:00,MHK VL,61756,8.16,0.14,-1.02
05/31/2020 00:00,MILLWD,61759,15.09,0.63,-7.47
05/31/2020 00:00,N.Y.C.,61761,15.12,0.71,-7.41
05/31/2020 00:00,NORTH,61755,4.00,-0.26,2.74
05/31/2020 00:00,NPX,61845,16.06,0.47,-8.60
05/31/2020 00:00,O H,61846,7.67,-0.51,-1.18
05/31/2020 00:00,PJM,61847,11.79,0.19,-4.61
05/31/2020 00:00,WEST,61752,7.89,-0.39,-1.28
05/31/2020 01:00,CAPITL,61757,16.70,0.40,-9.97
05/31/2020 01:00,CENTRL,61754,7.67,0.00,-1.34
05/31/2020 01:00,DUNWOD,61760,14.29,0.61,-7.35
05/31/2020 01:00,GENESE,61753,7.02,-0.27,-0.96
05/31/2020 01:00,H Q,61844,5.93,-0.13,0.27
05/31/2020 01:00,HUD VL,61758,14.16,0.54,-7.30
05/31/2020 01:00,LONGIL,61762,17.96,0.87,-10.77
05/31/2020 01:00,MHK VL,61756,7.65,0.12,-1.21
05/31/2020 01:00,MILLWD,61759,14.32,0.58,-7.42
05/31/2020 01:00,N.Y.C.,61761,14.35,0.66,-7.36
05/31/2020 01:00,NORTH,61755,5.00,-0.23,1.09
05/31/2020 01:00,NPX,61845,15.30,0.44,-8.54
05/31/2020 01:00,O H,61846,7.04,-0.46,-1.18
05/31/2020 01:00,PJM,61847,11.07,0.17,-4.57
05/31/2020 01:00,WEST,61752,7.24,-0.36,-1.27
05/31/2020 02:00,CAPITL,61757,15.25,0.41,-8.17
05/31/2020 02:00,CENTRL,61754,7.76,0.00,-1.09
05/31/2020 02:00,DUNWOD,61760,13.31,0.64,-6.01
05/31/2020 02:00,GENESE,61753,7.18,-0.27,-0.79
05/31/2020 02:00,H Q,61844,6.17,-0.14,0.35
05/31/2020 02:00,HUD VL,61758,13.19,0.56,-5.96
05/31/2020 02:00,LONGIL,61762,19.03,0.88,-11.49
05/31/2020 02:00,MHK VL,61756,7.71,0.12,-0.92
05/31/2020 02:00,MILLWD,61759,13.33,0.61,-6.06
05/31/2020 02:00,N.Y.C.,61761,13.37,0.69,-6.02
05/31/2020 02:00,NORTH,61755,5.00,-0.24,1.42
05/31/2020 02:00,NPX,61845,14.10,0.46,-6.98
05/31/2020 02:00,O H,61846,7.15,-0.47,-0.96
05/31/2020 02:00,PJM,61847,10.59,0.19,-3.74
05/31/2020 02:00,WEST,61752,7.34,-0.36,-1.04
05/31/2020 03:00,CAPITL,61757,14.64,0.40,-7.79
05/31/2020 03:00,CENTRL,61754,7.49,-0.01,-1.05
05/31/2020 03:00,DUNWOD,61760,12.83,0.61,-5.77
05/31/2020 03:00,GENESE,61753,6.94,-0.26,-0.76
05/31/2020 03:00,H Q,61844,6.31,-0.14,0.00
05/31/2020 03:00,HUD VL,61758,12.71,0.53,-5.73
05/31/2020 03:00,LONGIL,61762,18.00,0.84,-10.72
05/31/2020 03:00,MHK VL,61756,7.60,0.11,-1.05
05/31/2020 03:00,MILLWD,61759,12.85,0.58,-5.82
05/31/2020 03:00,N.Y.C.,61761,12.89,0.66,-5.78
05/31/2020 03:00,NORTH,61755,6.21,-0.23,0.00
05/31/2020 03:00,NPX,61845,13.60,0.45,-6.70
05/31/2020 03:00,O H,61846,6.93,-0.44,-0.92
05/31/2020 03:00,PJM,61847,10.22,0.18,-3.59
