Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
06/02/2020 00:00,CAPITL,61757,18.69,0.28,-13.73
06/02/2020 00:00,CENTRL,61754,6.55,0.05,-1.83
06/02/2020 00:00,DUNWOD,61760,15.32,0.43,-10.22
06/02/2020 00:00,GENESE,61753,5.87,-0.12,-1.32
06/02/2020 00:00,H Q,61844,4.55,-0.12,0.00
06/02/2020 00:00,HUD VL,61758,15.17,0.36,-10.14
06/02/2020 00:00,LONGIL,61762,18.10,0.62,-12.81
06/02/2020 00:00,MHK VL,61756,6.63,0.11,-1.84
06/02/2020 00:00,MILLWD,61759,15.38,0.40,-10.31
06/02/2020 00:00,N.Y.C.,61761,15.37,0.47,-10.23
06/02/2020 00:00,NORTH,61755,4.53,-0.14,0.00
06/02/2020 00:00,NPX,61845,16.85,0.32,-11.86
06/02/2020 00:00,O H,61846,5.40,-0.21,-0.94
06/02/2020 00:00,PJM,61847,11.20,0.17,-6.36
06/02/2020 00:00,WEST,61752,6.29,-0.12,-1.74
06/02/2020 01:00,CAPITL,61757,16.08,0.27,-11.15
06/02/2020 01:00,CENTRL,61754,6.17,0.02,-1.49
06/02/2020 01:00,DUNWOD,61760,13.37,0.42,-8.30
06/02/2020 01:00,GENESE,61753,5.58,-0.15,-1.08
06/02/2020 01:00,H Q,61844,4.55,-0.11,0.00
06/02/2020 01:00,HUD VL,61758,13.24,0.35,-8.23
06/02/2020 01:00,LONGIL,61762,14.81,0.61,-9.54
06/02/2020 01:00,MHK VL,61756,6.25,0.09,-1.50
06/02/2020 01:00,MILLWD,61759,13.42,0.40,-8.37
06/02/2020 01:00,N.Y.C.,61761,13.42,0.46,-8.31
06/02/2020 01:00,NORTH,61755,4.52,-0.14,0.00
06/02/2020 01:00,NPX,61845,14.60,0.32,-9.63
06/02/2020 01:00,O H,61846,5.00,-0.24,-0.59
06/02/2020 01:00,PJM,61847,9.97,0.15,-5.16
06/02/2020 01:00,WEST,61752,5.92,-0.15,-1.41
06/02/2020 02:00,CAPITL,61757,15.07,0.27,-10.15
06/02/2020 02:00,CENTRL,61754,6.02,0.01,-1.35
06/02/2020 02:00,DUNWOD,61760,12.62,0.41,-7.55
06/02/2020 02:00,GENESE,61753,5.46,-0.17,-0.98
06/02/2020 02:00,H Q,61844,4.55,-0.10,0.00
06/02/2020 02:00,HUD VL,61758,12.49,0.35,-7.49
06/02/2020 02:00,LONGIL,61762,16.14,0.60,-10.88
06/02/2020 02:00,MHK VL,61756,6.11,0.09,-1.36
06/02/2020 02:00,MILLWD,61759,12.66,0.39,-7.62
06/02/2020 02:00,N.Y.C.,61761,12.67,0.45,-7.56
06/02/2020 02:00,NORTH,61755,4.53,-0.13,0.00
06/02/2020 02:00,NPX,61845,13.73,0.32,-8.77
06/02/2020 02:00,O H,61846,5.40,-0.26,-1.01
06/02/2020 02:00,PJM,61847,9.50,0.14,-4.70
06/02/2020 02:00,WEST,61752,5.76,-0.18,-1.29
06/02/2020 03:00,CAPITL,61757,14.39,0.27,-9.47
06/02/2020 03:00,CENTRL,61754,5.93,0.01,-1.26
06/02/2020 03:00,DUNWOD,61760,12.11,0.41,-7.05
06/02/2020 03:00,GENESE,61753,5.40,-0.17,-0.91
06/02/2020 03:00,H Q,61844,4.55,-0.11,0.00
06/02/2020 03:00,HUD VL,61758,12.00,0.35,-6.99
06/02/2020 03:00,LONGIL,61762,16.01,0.60,-10.75
06/02/2020 03:00,MHK VL,61756,6.03,0.10,-1.27
06/02/2020 03:00,MILLWD,61759,12.16,0.39,-7.11
06/02/2020 03:00,N.Y.C.,61761,12.16,0.45,-7.06
06/02/2020 03:00,NORTH,61755,4.53,-0.13,0.00
06/02/2020 03:00,NPX,61845,13.16,0.32,-8.18
06/02/2020 03:00,O H,61846,5.40,-0.26,-1.00
06/02/2020 03:00,PJM,61847,9.19,0.14,-4.38
06/02/2020 03:00,WEST,61752,5.69,-0.17,-1.20
06/02/2020 04:00,CAPITL,61757,14.21,0.27,-9.28
06/02/2020 04:00,CENTRL,61754,5.93,0.03,-1.24
06/02/2020 04:00,DUNWOD,61760,11.98,0.41,-6.90
06/02/2020 04:00,GENESE,61753,5.41,-0.14,-0.89
06/02/2020 04:00,H Q,61844,4.55,-0.11,0.00
06/02/2020 04:00,HUD VL,61758,11.86,0.35,-6.85
06/02/2020 04:00,LONGIL,61762,15.54,0.60,-10.28
06/02/2020 04:00,MHK VL,61756,6.01,0.11,-1.24
06/02/2020 04:00,MILLWD,61759,12.01,0.38,-6.97
06/02/2020 04:00,N.Y.C.,61761,12.02,0.45,-6.91
06/02/2020 04:00,NORTH,61755,4.53,-0.14,0.00
06/02/2020 04:00,NPX,61845,13.00,0.33,-8.01
06/02/2020 04:00,O H,61846,5.16,-0.23,-0.73
06/02/2020 04:00,PJM,61847,9.11,0.15,-4.29
06/02/2020 04:00,WEST,61752,5.69,-0.14,-1.18
06/02/2020 05:00,CAPITL,61757,15.07,0.29,-10.11
06/02/2020 05:00,CENTRL,61754,6.07,0.05,-1.35
06/02/2020 05:00,DUNWOD,61760,12.61,0.41,-7.52
06/02/2020 05:00,GENESE,61753,5.54,-0.11,-0.98
06/02/2020 05:00,H Q,61844,4.55,-0.13,0.00
06/02/2020 05:00,HUD VL,61758,12.48,0.35,-7.46
06/02/2020 05:00,LONGIL,61762,13.57,0.61,-8.29
06/02/2020 05:00,MHK VL,61756,6.15,0.12,-1.36
06/02/2020 05:00,MILLWD,61759,12.65,0.38,-7.59
06/02/2020 05:00,N.Y.C.,61761,12.66,0.45,-7.53
06/02/2020 05:00,NORTH,61755,4.53,-0.14,0.00
06/02/2020 05:00,NPX,61845,13.73,0.33,-8.73
06/02/2020 05:00,O H,61846,5.00,-0.21,-0.53
06/02/2020 05:00,PJM,61847,9.52,0.16,-4.68
06/02/2020 05:00,WEST,61752,5.85,-0.11,-1.28
06/02/2020 06:00,CAPITL,61757,15.07,0.43,-7.43
06/02/2020 06:00,CENTRL,61754,8.29,0.09,-0.99
06/02/2020 06:00,DUNWOD,61760,13.37,0.65,-5.51
06/02/2020 06:00,GENESE,61753,7.72,-0.19,-0.71
06/02/2020 06:00,H Q,61844,7.01,-0.19,0.00
06/02/2020 06:00,HUD VL,61758,13.22,0.54,-5.47
06/02/2020 06:00,LONGIL,61762,15.69,0.94,-7.54
06/02/2020 06:00,MHK VL,61756,8.35,0.23,-0.91
06/02/2020 06:00,MILLWD,61759,13.37,0.60,-5.57
06/02/2020 06:00,N.Y.C.,61761,13.44,0.71,-5.52
06/02/2020 06:00,NORTH,61755,6.98,-0.22,0.00
06/02/2020 06:00,NPX,61845,14.11,0.51,-6.40
06/02/2020 06:00,O H,61846,4.50,-0.39,2.32
06/02/2020 06:00,PJM,61847,10.87,0.24,-3.43
06/02/2020 06:00,WEST,61752,7.91,-0.23,-0.94
06/02/2020 07:00,CAPITL,61757,15.91,0.50,-7.55
06/02/2020 07:00,CENTRL,61754,9.01,0.14,-1.00
06/02/2020 07:00,DUNWOD,61760,14.19,0.72,-5.60
06/02/2020 07:00,GENESE,61753,8.42,-0.17,-0.72
06/02/2020 07:00,H Q,61844,7.63,-0.24,0.00
06/02/2020 07:00,HUD VL,61758,14.00,0.57,-5.56
06/02/2020 07:00,LONGIL,61762,15.73,1.05,-6.80
06/02/2020 07:00,MHK VL,61756,9.06,0.27,-0.92
06/02/2020 07:00,MILLWD,61759,14.20,0.68,-5.65
06/02/2020 07:00,N.Y.C.,61761,14.26,0.79,-5.60
06/02/2020 07:00,NORTH,61755,7.57,-0.30,0.00
06/02/2020 07:00,NPX,61845,14.92,0.56,-6.50
06/02/2020 07:00,O H,61846,7.68,-0.39,-0.20
06/02/2020 07:00,PJM,61847,11.63,0.28,-3.48
