Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
08/31/2017 00:00,CAPITL,61757,18.65,0.87,-5.34
08/31/2017 00:00,CENTRL,61754,13.26,0.22,-0.60
08/31/2017 00:00,DUNWOD,61760,18.11,1.50,-4.17
08/31/2017 00:00,GENESE,61753,13.03,0.11,-0.48
08/31/2017 00:00,H Q,61844,11.49,-0.51,0.44
08/31/2017 00:00,HUD VL,61758,18.04,1.42,-4.18
08/31/2017 00:00,LONGIL,61762,18.55,1.93,-4.18
08/31/2017 00:00,MHK VL,61756,13.28,0.25,-0.59
08/31/2017 00:00,MILLWD,61759,18.10,1.47,-4.19
08/31/2017 00:00,N.Y.C.,61761,18.29,1.68,-4.17
08/31/2017 00:00,NORTH,61755,11.61,-0.83,0.00
08/31/2017 00:00,NPX,61845,18.31,1.08,-4.79
08/31/2017 00:00,O H,61846,13.04,-0.06,-0.66
08/31/2017 00:00,PJM,61847,15.05,0.60,-2.01
08/31/2017 00:00,WEST,61752,13.32,0.25,-0.63
08/31/2017 01:00,CAPITL,61757,17.76,0.79,-6.62
08/31/2017 01:00,CENTRL,61754,11.30,0.21,-0.74
08/31/2017 01:00,DUNWOD,61760,16.67,1.15,-5.16
08/31/2017 01:00,GENESE,61753,11.11,0.16,-0.60
08/31/2017 01:00,H Q,61844,9.92,-0.43,0.00
08/31/2017 01:00,HUD VL,61758,16.63,1.10,-5.18
08/31/2017 01:00,LONGIL,61762,16.81,1.29,-5.17
08/31/2017 01:00,MHK VL,61756,11.29,0.20,-0.73
08/31/2017 01:00,MILLWD,61759,16.67,1.12,-5.19
08/31/2017 01:00,N.Y.C.,61761,16.81,1.28,-5.17
08/31/2017 01:00,NORTH,61755,9.64,-0.71,0.00
08/31/2017 01:00,NPX,61845,17.16,0.88,-5.93
08/31/2017 01:00,O H,61846,11.22,0.05,-0.81
08/31/2017 01:00,PJM,61847,13.35,0.51,-2.49
08/31/2017 01:00,WEST,61752,11.43,0.30,-0.78
08/31/2017 02:00,CAPITL,61757,16.89,0.61,-8.26
08/31/2017 02:00,CENTRL,61754,9.10,0.16,-0.92
08/31/2017 02:00,DUNWOD,61760,15.34,0.88,-6.45
08/31/2017 02:00,GENESE,61753,8.88,0.12,-0.75
08/31/2017 02:00,H Q,61844,7.68,-0.34,0.00
08/31/2017 02:00,HUD VL,61758,15.33,0.85,-6.47
08/31/2017 02:00,LONGIL,61762,15.42,0.95,-6.45
08/31/2017 02:00,MHK VL,61756,9.08,0.14,-0.92
08/31/2017 02:00,MILLWD,61759,15.37,0.87,-6.49
08/31/2017 02:00,N.Y.C.,61761,15.46,0.99,-6.45
08/31/2017 02:00,NORTH,61755,7.47,-0.55,0.00
08/31/2017 02:00,NPX,61845,16.10,0.68,-7.40
08/31/2017 02:00,O H,61846,9.08,0.05,-1.02
08/31/2017 02:00,PJM,61847,11.53,0.40,-3.11
08/31/2017 02:00,WEST,61752,9.23,0.24,-0.97
08/31/2017 03:00,CAPITL,61757,15.75,0.59,-7.44
08/31/2017 03:00,CENTRL,61754,8.70,0.15,-0.83
08/31/2017 03:00,DUNWOD,61760,14.36,0.83,-5.80
08/31/2017 03:00,GENESE,61753,8.49,0.10,-0.67
08/31/2017 03:00,H Q,61844,7.40,-0.32,0.00
08/31/2017 03:00,HUD VL,61758,14.34,0.80,-5.82
08/31/2017 03:00,LONGIL,61762,14.52,1.00,-5.81
08/31/2017 03:00,MHK VL,61756,8.69,0.15,-0.83
08/31/2017 03:00,MILLWD,61759,14.38,0.82,-5.84
08/31/2017 03:00,N.Y.C.,61761,14.46,0.93,-5.81
08/31/2017 03:00,NORTH,61755,7.21,-0.51,0.00
08/31/2017 03:00,NPX,61845,15.04,0.66,-6.66
08/31/2017 03:00,O H,61846,8.66,0.03,-0.91
08/31/2017 03:00,PJM,61847,10.89,0.37,-2.80
08/31/2017 03:00,WEST,61752,8.80,0.21,-0.88
08/31/2017 04:00,CAPITL,61757,16.68,0.48,-9.81
08/31/2017 04:00,CENTRL,61754,7.57,0.09,-1.09
08/31/2017 04:00,DUNWOD,61760,14.73,0.69,-7.65
08/31/2017 04:00,GENESE,61753,7.29,0.02,-0.88
08/31/2017 04:00,H Q,61844,6.15,-0.24,0.00
08/31/2017 04:00,HUD VL,61758,14.73,0.66,-7.67
08/31/2017 04:00,LONGIL,61762,14.85,0.81,-7.66
08/31/2017 04:00,MHK VL,61756,7.61,0.13,-1.09
08/31/2017 04:00,MILLWD,61759,14.76,0.68,-7.70
08/31/2017 04:00,N.Y.C.,61761,14.81,0.77,-7.65
08/31/2017 04:00,NORTH,61755,6.04,-0.35,0.00
08/31/2017 04:00,NPX,61845,15.71,0.54,-8.78
08/31/2017 04:00,O H,61846,7.56,-0.04,-1.20
08/31/2017 04:00,PJM,61847,10.36,0.27,-3.69
08/31/2017 04:00,WEST,61752,7.65,0.10,-1.15
08/31/2017 05:00,CAPITL,61757,17.53,0.65,-8.39
08/31/2017 05:00,CENTRL,61754,9.57,0.14,-0.93
08/31/2017 05:00,DUNWOD,61760,15.96,0.92,-6.54
08/31/2017 05:00,GENESE,61753,9.31,0.05,-0.76
08/31/2017 05:00,H Q,61844,8.17,-0.33,0.00
08/31/2017 05:00,HUD VL,61758,15.94,0.88,-6.56
08/31/2017 05:00,LONGIL,61762,16.57,1.19,-6.88
08/31/2017 05:00,MHK VL,61756,9.61,0.18,-0.93
08/31/2017 05:00,MILLWD,61759,15.97,0.89,-6.58
08/31/2017 05:00,N.Y.C.,61761,16.06,1.01,-6.54
08/31/2017 05:00,NORTH,61755,7.99,-0.51,0.00
08/31/2017 05:00,NPX,61845,16.72,0.71,-7.51
08/31/2017 05:00,O H,61846,9.47,-0.06,-1.03
08/31/2017 05:00,PJM,61847,12.01,0.36,-3.16
08/31/2017 05:00,WEST,61752,9.63,0.14,-0.99
08/31/2017 06:00,CAPITL,61757,19.62,0.94,-6.43
08/31/2017 06:00,CENTRL,61754,13.18,0.22,-0.72
08/31/2017 06:00,DUNWOD,61760,18.58,1.32,-5.02
08/31/2017 06:00,GENESE,61753,12.86,0.04,-0.58
08/31/2017 06:00,H Q,61844,11.75,-0.49,0.00
08/31/2017 06:00,HUD VL,61758,18.53,1.25,-5.03
08/31/2017 06:00,LONGIL,61762,18.77,1.51,-5.02
08/31/2017 06:00,MHK VL,61756,13.26,0.31,-0.71
08/31/2017 06:00,MILLWD,61759,18.56,1.27,-5.05
08/31/2017 06:00,N.Y.C.,61761,18.71,1.44,-5.02
08/31/2017 06:00,NORTH,61755,11.47,-0.77,0.00
08/31/2017 06:00,NPX,61845,19.02,1.02,-5.76
08/31/2017 06:00,O H,61846,12.80,-0.23,-0.79
08/31/2017 06:00,PJM,61847,15.13,0.47,-2.42
08/31/2017 06:00,WEST,61752,13.05,0.05,-0.76
08/31/2017 07:00,CAPITL,61757,18.77,1.11,-1.98
08/31/2017 07:00,CENTRL,61754,16.18,0.28,-0.22
08/31/2017 07:00,DUNWOD,61760,19.17,1.94,-1.55
08/31/2017 07:00,GENESE,61753,15.89,0.03,-0.18
08/31/2017 07:00,H Q,61844,15.31,-0.66,-0.29
08/31/2017 07:00,HUD VL,61758,19.01,1.79,-1.55
08/31/2017 07:00,LONGIL,61762,20.60,2.54,-2.39
08/31/2017 07:00,MHK VL,61756,16.29,0.39,-0.22
08/31/2017 07:00,MILLWD,61759,19.08,1.85,-1.56
08/31/2017 07:00,N.Y.C.,61761,19.41,2.13,-1.60
08/31/2017 07:00,NORTH,61755,14.56,-1.11,0.00
08/31/2017 07:00,NPX,61845,19.38,1.39,-2.31
08/31/2017 07:00,O H,61846,16.00,-0.46,-0.78
08/31/2017 07:00,PJM,61847,17.58,0.61,-1.30
08/31/2017 07:00,WEST,61752,15.80,-0.11,-0.23
08/31/2017 08:00,CAPITL,61757,22.17,1.52,-0.39
08/31/2017 08:00,CENTRL,61754,20.63,0.32,-0.04
08/31/2017 08:00,DUNWOD,61760,23.18,2.61,-0.30
08/31/2017 08:00,GENESE,61753,20.13,-0.16,-0.03
08/31/2017 08:00,H Q,61844,17.62,-0.87,1.77
08/31/2017 08:00,HUD VL,61758,22.96,2.39,-0.30
08/31/2017 08:00,LONGIL,61762,24.61,3.40,-0.94
08/31/2017 08:00,MHK VL,61756,20.81,0.51,-0.04
08/31/2017 08:00,MILLWD,61759,23.06,2.49,-0.30
08/31/2017 08:00,N.Y.C.,61761,23.80,2.86,-0.68
08/31/2017 08:00,NORTH,61755,18.74,-1.52,0.00
08/31/2017 08:00,NPX,61845,21.94,1.86,0.19
08/31/2017 08:00,O H,61846,18.92,-0.85,0.49
08/31/2017 08:00,PJM,61847,20.61,0.65,0.30
08/31/2017 08:00,WEST,61752,19.94,-0.36,-0.05
08/31/2017 09:00,CAPITL,61757,21.77,1.56,-0.20
08/31/2017 09:00,CENTRL,61754,20.35,0.34,0.00
08/31/2017 09:00,DUNWOD,61760,24.80,2.66,-2.13
08/31/2017 09:00,GENESE,61753,19.99,-0.02,0.00
08/31/2017 09:00,H Q,61844,18.16,-0.86,0.99
08/31/2017 09:00,HUD VL,61758,24.18,2.44,-1.73
08/31/2017 09:00,LONGIL,61762,26.15,3.44,-2.70
08/31/2017 09:00,MHK VL,61756,20.67,0.54,-0.12
08/31/2017 09:00,MILLWD,61759,24.63,2.54,-2.08
08/31/2017 09:00,N.Y.C.,61761,25.07,2.90,-2.16
08/31/2017 09:00,NORTH,61755,18.57,-1.44,0.00
08/31/2017 09:00,NPX,61845,22.90,1.88,-1.01
08/31/2017 09:00,O H,61846,19.41,-0.60,0.00
08/31/2017 09:00,PJM,61847,21.58,0.80,-0.76
08/31/2017 09:00,WEST,61752,19.97,-0.04,0.00
08/31/2017 10:00,CAPITL,61757,22.54,1.59,-0.32
08/31/2017 10:00,CENTRL,61754,21.01,0.37,0.00
08/31/2017 10:00,DUNWOD,61760,26.82,2.70,-3.48
08/31/2017 10:00,GENESE,61753,20.66,0.02,0.00
08/31/2017 10:00,H Q,61844,19.17,-0.87,0.59
08/31/2017 10:00,HUD VL,61758,25.93,2.47,-2.83
08/31/2017 10:00,LONGIL,61762,27.87,3.53,-3.71
08/31/2017 10:00,MHK VL,61756,21.43,0.60,-0.20
08/31/2017 10:00,MILLWD,61759,26.59,2.56,-3.40
08/31/2017 10:00,N.Y.C.,61761,27.10,2.97,-3.50
08/31/2017 10:00,NORTH,61755,19.23,-1.40,0.00
08/31/2017 10:00,NPX,61845,24.17,1.88,-1.66
08/31/2017 10:00,O H,61846,19.99,-0.64,0.01
08/31/2017 10:00,PJM,61847,22.68,0.80,-1.25
08/31/2017 10:00,WEST,61752,20.64,-0.02,-0.03
08/31/2017 11:00,CAPITL,61757,24.59,1.76,-0.29
08/31/2017 11:00,CENTRL,61754,23.09,0.41,-0.14
