DeliveryDate,HourEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West,SystemTotal,Model,InUseFlag,DSTFlag
02/20/2021,3:00,11625.1465,2207.8843,3804.0483,1158.7751,16833.5078,8731.7422,3038.186,1450.1442,48849.4344,A3,N,N
02/20/2021,3:00,11737.8506,2488.7144,3691.8894,1162.6001,17220.0234,8289.2324,3469.8918,1637.7346,49697.9367,A6,N,N
02/20/2021,3:00,11948,2348,3689,1253,14999,7328,3339,1660,46564,E,N,N
02/20/2021,3:00,10931,1901,3558,1020,13448,7136,3044,1526,42564,E1,N,N
02/20/2021,3:00,9312,2171,3575,1137,16205,7370,3651,1787,45208,E2,N,N
02/20/2021,3:00,11482,1902,3537,1094,15272,7456,3488,1856,46087,E3,N,N
02/20/2021,3:00,11005.0186,2118.8606,3620.5061,1143.3469,15404.1885,7521.9678,3379.7732,1697.7681,45891.4298,M,Y,N
02/20/2021,4:00,11587.2529,2243.0984,3791.9915,1175.5474,16872.7246,9098.6729,3057.1111,1486.1139,49312.5127,A3,N,N
02/20/2021,4:00,11832.0566,2482.604,3678.0273,1166.2904,17338.7578,8407.501,3486.9985,1665.79,50058.0256,A6,N,N
02/20/2021,4:00,11938,2373,3682,1258,15202,7333,3374,1677,46837,E,N,N
02/20/2021,4:00,10957,1895,3541,1034,14091,7059,3234,1572,43383,E1,N,N
02/20/2021,4:00,9492,2147,3571,1159,16592,7497,3536,1788,45782,E2,N,N
02/20/2021,4:00,11486,1965,3551,1078,15494,7508,3340,1880,46302,E3,N,N
02/20/2021,4:00,11047.0313,2138.5122,3617.624,1149.9434,15692.4658,7604.209,3348.8889,1718.5142,46317.1888,M,Y,N
02/20/2021,5:00,11594.3057,2299.7568,3803.4634,1197.5155,17269.7148,9225.252,3105.5195,1520.0702,50015.5979,A3,N,N
02/20/2021,5:00,11964.5938,2522.3193,3675.7834,1178.9448,17753.2871,8592.0605,3570.7881,1703.6588,50961.4358,A6,N,N
02/20/2021,5:00,11956,2380,3684,1281,15705,7417,3414,1708,47545,E,N,N
02/20/2021,5:00,11300,1903,3631,1060,14353,7216,3217,1473,44153,E1,N,N
02/20/2021,5:00,9215,2109,3582,1172,16767,7545,3543,1793,45726,E2,N,N
02/20/2021,5:00,11661,1883,3554,1101,15499,7674,3416,1818,46606,E3,N,N
02/20/2021,5:00,11069.7881,2118.3447,3634.3079,1170.6895,15945.5898,7714.1563,3383.5649,1703.8838,46740.325,M,Y,N
02/20/2021,6:00,11705.3359,2324.5684,3818.5647,1224.5959,17330.5488,9396.6914,3191.6472,1543.1335,50535.0858,A3,N,N
02/20/2021,6:00,12238.4268,2588.8948,3691.0789,1199.1244,17887.3867,8787.8379,3693.7573,1727.4531,51813.9599,A6,N,N
02/20/2021,6:00,12342,2426,3711,1304,16454,7979,3508,1824,49548,E,N,N
02/20/2021,6:00,11385,1896,3601,1087,14800,7261,3361,1635,45026,E1,N,N
02/20/2021,6:00,9722,2204,3619,1197,16709,7736,3628,1805,46620,E2,N,N
02/20/2021,6:00,11741,1976,3591,1142,16186,7902,3636,1961,48135,E3,N,N
02/20/2021,6:00,11337.542,2179.071,3657.6956,1199.6995,16353.5684,7986.4614,3512.0811,1794.7667,48020.8857,M,Y,N
02/20/2021,7:00,11890.0654,2361.5974,3855.2246,1243.7579,17328.1992,9627.667,3286.1465,1568.0227,51160.6807,A3,N,N
02/20/2021,7:00,12506.2148,2616.7559,3725.491,1215.5057,17895.0859,8971.5527,3827.9309,1755.7476,52514.2845,A6,N,N
02/20/2021,7:00,12653,2499,3764,1352,17671,8650,3697,1943,52229,E,N,N
02/20/2021,7:00,11830,1955,3587,1113,14969,7456,3437,1702,46049,E1,N,N
02/20/2021,7:00,10215,2293,3655,1237,17510,7858,3826,1907,48501,E2,N,N
02/20/2021,7:00,12046,2031,3631,1186,16877,8251,3800,2023,49845,E3,N,N
02/20/2021,7:00,11693.5078,2245.3247,3692.7781,1238.3447,17051.6504,8325.209,3671.1433,1877.0028,49794.9608,M,Y,N
02/20/2021,8:00,11943.8613,2390.6438,3877.1646,1259.7686,17593.459,9674.3828,3247.1211,1580.598,51566.9992,A3,N,N
02/20/2021,8:00,12542.0313,2627.6277,3740.5212,1235.46,18116.7227,9056.4619,3809.6184,1786.6572,52915.1004,A6,N,N
02/20/2021,8:00,12595,2481,3783,1340,18026,8771,3757,1952,52705,E,N,N
02/20/2021,8:00,11949,2011,3732,1145,15505,7590,3378,1717,47027,E1,N,N
02/20/2021,8:00,10224,2346,3695,1265,17698,8179,3968,1947,49322,E2,N,N
02/20/2021,8:00,12290,2112,3664,1193,17307,8287,3987,1935,50775,E3,N,N
02/20/2021,8:00,11763.8574,2284.9556,3736.6455,1250.0961,17395.0586,8467.2979,3756.1401,1870.6997,50524.7509,M,Y,N
02/20/2021,9:00,11812.959,2413.4165,3889.6636,1262.6819,17550.9609,9470.7871,3273.5427,1557.3171,51231.3288,A3,N,N
02/20/2021,9:00,12495.8408,2664.0754,3755.9663,1233.1816,17993.8965,8969.2871,3844.9951,1788.2936,52745.5364,A6,N,N
02/20/2021,9:00,12704,2498,3760,1355,17613,8349,3757,1900,51936,E,N,N
02/20/2021,9:00,11950,2163,3727,1166,16151,7680,3262,1746,47845,E1,N,N
02/20/2021,9:00,10321,2312,3605,1273,16973,8079,3931,1845,48339,E2,N,N
02/20/2021,9:00,12404,2102,3638,1225,17132,8316,3831,1958,50606,E3,N,N
02/20/2021,9:00,11827.6201,2300.052,3702.833,1266.8352,17142.2461,8329.8486,3696.6929,1838.6647,50104.7926,M,Y,N
02/20/2021,10:00,11585.4443,2384.7244,3878.7302,1235.8,17347.2168,9077.2227,3221.4165,1479.8851,50210.44,A3,N,N
02/20/2021,10:00,12245.9385,2601.0422,3776.6167,1227.7512,17696.8438,8686.3799,3789.7178,1723.6222,51747.9123,A6,N,N
02/20/2021,10:00,12137,2475,3756,1469,17243,7706,3602,1794,50182,E,N,N
02/20/2021,10:00,12238,2155,3585,1200,16548,7800,3297,1723,48546,E1,N,N
02/20/2021,10:00,10000,2131,3642,1241,17009,7672,3678,1749,47122,E2,N,N
02/20/2021,10:00,12254,2016,3645,1230,16939,7909,3632,1864,49489,E3,N,N
02/20/2021,10:00,11575.6807,2222.9656,3693.7163,1289.475,17034.6523,7931.4028,3542.802,1752.1106,49042.8053,M,Y,N
02/20/2021,11:00,11372.9082,2313.9038,3792.4014,1175.3733,16754.1328,8531.8135,3070.7966,1393.5326,48404.8622,A3,N,N
02/20/2021,11:00,11834.6445,2500.7158,3688.9873,1193.5121,17041.248,8210.3916,3563.9204,1598.537,49631.9567,A6,N,N
02/20/2021,11:00,11620,2293,3690,1360,16384,6950,3408,1656,47361,E,N,N
02/20/2021,11:00,12106,2108,3569,1196,16349,7484,3293,1681,47786,E1,N,N
02/20/2021,11:00,9624,2054,3579,1222,16695,7342,3502,1667,45685,E2,N,N
02/20/2021,11:00,12080,1903,3558,1208,16510,7531,3515,1717,48022,E3,N,N
02/20/2021,11:00,11265.8633,2115.238,3626.9253,1243.9216,16535.1406,7457.7266,3401.7246,1644.3167,47290.8567,M,Y,N
02/20/2021,12:00,11142.4131,2168.1306,3725.0759,1085.5604,15869.3789,7856.5933,2920.7568,1312.7745,46080.6835,A3,N,N
02/20/2021,12:00,11171.3799,2422.1887,3661.6738,1121.615,16016.8252,7293.3423,3271.8638,1432.6354,46391.5241,A6,N,N
02/20/2021,12:00,11076,2083,3605,1259,15282,6178,3266,1518,44267,E,N,N
02/20/2021,12:00,12026,2010,3540,1196,15829,6999,3175,1594,46369,E1,N,N
02/20/2021,12:00,9388,1926,3513,1191,15940,6853,3362,1577,43750,E2,N,N
02/20/2021,12:00,11935,1824,3537,1163,15933,7007,3354,1616,46369,E3,N,N
02/20/2021,12:00,10995.8018,1980.5164,3571.8845,1188.4451,15751.0469,6866.4492,3257.4697,1541.0968,45152.7104,M,Y,N
02/20/2021,13:00,10899.792,2027.3369,3669.5818,1004.278,14907.1787,7271.5796,2835.0037,1233.4458,43848.1965,A3,N,N
02/20/2021,13:00,11009.5078,2286.8557,3575.1377,1044.8317,15004.2529,6654.3701,3020.6118,1321.4034,43916.9711,A6,N,N
02/20/2021,13:00,10787,1948,3542,1203,14015,5780,3137,1424,41836,E,N,N
02/20/2021,13:00,11691,1957,3462,1136,15212,6558,3079,1467,44562,E1,N,N
02/20/2021,13:00,9518,1799,3521,1133,15214,6207,3179,1544,42115,E2,N,N
02/20/2021,13:00,11633,1725,3458,1121,15412,6672,3211,1537,44769,E3,N,N
02/20/2021,13:00,10808.3496,1866.0421,3521.6978,1131.7847,14925.1475,6393.4473,3121.0005,1463.8057,43231.2752,M,Y,N
02/20/2021,14:00,10728.9717,1886.418,3629.0925,941.1284,13998.2236,6837.686,2799.2,1178.7294,41999.4496,A3,N,N
02/20/2021,14:00,10799.6533,2175.946,3529.5488,988.9849,13959.5605,5980.3779,2864.7488,1252.3624,41551.1826,A6,N,N
02/20/2021,14:00,10570,1828,3483,1155,13143,5374,3084,1349,39986,E,N,N
02/20/2021,14:00,11450,1900,3434,1112,14995,6587,3047,1392,43917,E1,N,N
02/20/2021,14:00,9682,1682,3526,1116,14257,5908,2988,1423,40582,E2,N,N
02/20/2021,14:00,11607,1680,3436,1071,15087,6555,3125,1458,44019,E3,N,N
02/20/2021,14:00,10737.1211,1770.8022,3494.1367,1092.1411,14245.9023,6137.3359,3030.0249,1378.8412,41886.3054,M,Y,N
02/20/2021,15:00,10580.2783,1780.4258,3606.1702,897.5181,12839.918,6425.9727,2760.3438,1143.4779,40034.1048,A3,N,N
02/20/2021,15:00,10651.9619,2075.2827,3502.636,930.3224,12688.2676,6003.6875,2813.7595,1199.1593,39865.0769,A6,N,N
02/20/2021,15:00,10399,1735,3450,1115,12399,5168,3061,1300,38627,E,N,N
02/20/2021,15:00,11509,1852,3400,1087,14179,6388,2975,1367,42757,E1,N,N
02/20/2021,15:00,9634,1595,3489,1087,14045,5744,2856,1357,39807,E2,N,N
02/20/2021,15:00,11566,1611,3380,1025,14428,6406,3076,1421,42913,E3,N,N
02/20/2021,15:00,10660.9102,1689.3032,3455.5212,1054.8147,13595.3652,5931.2466,2965.168,1333.3098,40685.6389,M,Y,N
02/20/2021,16:00,10541.2705,1712.4843,3581.3555,888.9885,12404.4463,6226.2397,2719.186,1131.345,39205.3158,A3,N,N
02/20/2021,16:00,10603.9199,2059.5833,3469.2148,905.7477,12130.9756,5920.7261,2744.2058,1180.6093,39014.9825,A6,N,N
02/20/2021,16:00,10238,1740,3419,1084,11979,5118,3056,1301,37935,E,N,N
02/20/2021,16:00,11314,1896,3332,1052,14076,6150,3009,1407,42236,E1,N,N
02/20/2021,16:00,9664,1540,3484,1043,13523,5492,2821,1400,38967,E2,N,N
02/20/2021,16:00,11468,1547,3384,1017,13904,6432,3087,1421,42260,E3,N,N
02/20/2021,16:00,10574.4082,1657.8105,3435.9194,1028.6235,13161.5557,5807.5303,2957.0232,1347.7931,39970.6639,M,Y,N
02/20/2021,17:00,10546.1152,1682.3829,3574.2764,880.3897,12416.4053,6188.9883,2749.1133,1139.5667,39177.2378,A3,N,N
02/20/2021,17:00,10665.9688,2055.8721,3459.7827,891.9772,12167.3418,5857.5967,2780.8948,1174.0287,39053.4628,A6,N,N
02/20/2021,17:00,10177,1733,3397,1035,11958,5228,3108,1343,37979,E,N,N
02/20/2021,17:00,11187,1922,3353,1073,14090,6253,3065,1352,42295,E1,N,N
02/20/2021,17:00,9746,1567,3490,1013,13092,5606,2765,1393,38672,E2,N,N
02/20/2021,17:00,11694,1591,3368,1039,14225,6297,3160,1441,42815,E3,N,N
02/20/2021,17:00,10620.8896,1673.2979,3429.6597,1015.9237,13132.0508,5837.9985,2985.0142,1355.6958,40050.5302,M,Y,N
02/20/2021,18:00,10647.3486,1679.7646,3563.6111,886.2969,12638.6338,6423.4287,2784.376,1175.6168,39799.0765,A3,N,N
02/20/2021,18:00,10870.0908,2092.1343,3466.5515,925.2285,12552.4844,5919.5347,2831.1211,1191.0313,39848.1766,A6,N,N
02/20/2021,18:00,10226,1807,3409,983,12864,5602,3077,1441,39409,E,N,N
02/20/2021,18:00,11257,1947,3373,1058,14361,6344,3044,1409,42793,E1,N,N
02/20/2021,18:00,9842,1670,3383,983,13552,5781,2835,1440,39486,E2,N,N
02/20/2021,18:00,11517,1621,3376,1050,13933,6482,3097,1492,42568,E3,N,N
02/20/2021,18:00,10634.293,1727.8456,3409.0764,997.0371,13462.2041,6062.1787,2980.7969,1416.3271,40689.7589,M,Y,N
02/20/2021,19:00,10919.3105,1714.7983,3578.6497,913.5392,13331.0889,6507.9937,2762.4553,1213.3364,40941.172,A3,N,N
02/20/2021,19:00,11121.9385,2137.552,3488.8252,973.7631,13496.9404,5960.79,2880.4568,1187.5688,41247.8348,A6,N,N
02/20/2021,19:00,10551,1903,3447,988,13696,5937,3028,1561,41111,E,N,N
02/20/2021,19:00,11462,1943,3409,1099,14912,6590,3043,1547,44005,E1,N,N
02/20/2021,19:00,9947,1802,3382,1046,14656,6369,3052,1570,41824,E2,N,N
02/20/2021,19:00,11664,1688,3414,1077,14632,6622,3173,1574,43844,E3,N,N
02/20/2021,19:00,10838.1641,1805.4749,3434.2061,1029.3174,14276.3867,6369.249,3038.9319,1521.292,42313.0221,M,Y,N
02/20/2021,20:00,10969.7207,1744.7559,3638.959,925.6648,13922.3086,6606.9668,2794.6721,1236.6746,41839.7225,A3,N,N
02/20/2021,20:00,11066.752,2145.2803,3534.8984,990.3862,14183.6143,6096.2441,2935.8904,1201.7308,42154.7965,A6,N,N
02/20/2021,20:00,10914,1975,3522,1056,14402,6351,3204,1681,43105,E,N,N
02/20/2021,20:00,11709,1946,3456,1107,14733,6640,3126,1590,44307,E1,N,N
02/20/2021,20:00,9918,1795,3517,1069,14933,6671,3220,1655,42778,E2,N,N
02/20/2021,20:00,11748,1719,3476,1066,14991,6782,3231,1642,44655,E3,N,N
02/20/2021,20:00,10979.8398,1833.5945,3515.6199,1051.8331,14663.4141,6606.8711,3153.834,1597.8344,43402.8409,M,Y,N
02/20/2021,21:00,10814.3867,1739.714,3618.7637,927.2885,14074.957,6653.3154,2772.7793,1229.9485,41831.1531,A3,N,N
02/20/2021,21:00,10855.7695,2177.9365,3497.9092,995.2798,14434.874,6022.0483,2925.0125,1180.3132,42089.143,A6,N,N
02/20/2021,21:00,10869,1955,3580,1081,14201,6541,3194,1640,43061,E,N,N
02/20/2021,21:00,11603,1901,3526,1100,14725,6744,3095,1613,44307,E1,N,N
02/20/2021,21:00,9544,1821,3510,1073,15036,6700,3274,1639,42597,E2,N,N
02/20/2021,21:00,11757,1714,3516,1074,14708,6657,3228,1683,44337,E3,N,N
02/20/2021,21:00,10844.6738,1827.5892,3544.5955,1060.4111,14586.2441,6649.1646,3157.4724,1595.8685,43266.0192,M,Y,N
02/20/2021,22:00,10687.2754,1737.8186,3596.6921,913.9028,13933.6152,6638.3159,2729.0471,1216.8914,41453.5585,A3,N,N
02/20/2021,22:00,10691.6504,2147.4492,3456.9165,982.3304,14389.0225,5844.8633,2889.0493,1169.0641,41570.3457,A6,N,N
02/20/2021,22:00,10753,1945,3576,1055,13820,6275,3159,1604,42187,E,N,N
02/20/2021,22:00,11107,1854,3510,1071,14711,6597,3089,1661,43600,E1,N,N
02/20/2021,22:00,9170,1816,3505,1085,14604,6534,3197,1644,41555,E2,N,N
02/20/2021,22:00,11414,1729,3511,1063,14560,6545,3204,1675,43701,E3,N,N
02/20/2021,22:00,10558.5342,1821.4773,3536.3364,1048.8628,14326.5771,6492.9146,3117.2559,1590.4865,42492.4448,M,Y,N
02/20/2021,23:00,10434.6777,1732.6528,3573.2317,895.2433,13781.917,6565.7407,2645.6389,1205.1477,40834.2498,A3,N,N
02/20/2021,23:00,10370.1162,2160.8398,3416.4038,964.3815,14227.3164,5697.2441,2806.6802,1166.4143,40809.3963,A6,N,N
02/20/2021,23:00,10620,1899,3581,1004,13101,6227,3037,1578,41047,E,N,N
02/20/2021,23:00,10801,1802,3531,1037,14375,6395,3015,1647,42603,E1,N,N
02/20/2021,23:00,8704,1779,3511,1038,13952,6316,3128,1552,39980,E2,N,N
02/20/2021,23:00,11210,1684,3514,1031,13874,6383,3127,1652,42475,E3,N,N
02/20/2021,23:00,10287.96,1782.3315,3539.5288,1009.7804,13751.3652,6351.5928,3030.5798,1552.0184,41305.1569,M,Y,N
02/20/2021,24:00,10147.4434,1724.33,3580.9185,910.7798,13724.0703,6531.7334,2569.4646,1187.3944,40376.1344,A3,N,N
02/20/2021,24:00,10029.9922,2135.6174,3416.8828,977.0715,14239.1885,5959.834,2739.4719,1171.7041,40669.7624,A6,N,N
02/20/2021,24:00,10389,1849,3585,969,12688,6000,2923,1519,39922,E,N,N
02/20/2021,24:00,10495,1750,3552,1003,14039,6192,2940,1632,41603,E1,N,N
02/20/2021,24:00,8416,1714,3524,992,13428,6142,3016,1560,38792,E2,N,N
02/20/2021,24:00,10955,1590,3531,997,13474,6185,2971,1571,41274,E3,N,N
02/20/2021,24:00,10020.3057,1722.5413,3551.6147,978.7225,13367.8838,6172.2168,2916.1831,1514.9243,40244.3922,M,Y,N
02/21/2021,1:00,10212.0693,1750.8444,3819.052,904.4733,14701.5889,6806.0317,2577.0815,1184.1377,41955.2788,A3,N,N
02/21/2021,1:00,9827.1396,2148.8142,3658.5039,993.5339,15337.3906,7141.6523,2696.5444,1262.7347,43066.3136,A6,N,N
02/21/2021,1:00,10368,1803,3595,1031,12542,6023,2744,1489,39595,E,N,N
02/21/2021,1:00,9957,1642,3577,950,13123,5754,2731,1555,39289,E1,N,N
02/21/2021,1:00,8213,1679,3543,964,13072,6026,2904,1557,37958,E2,N,N
02/21/2021,1:00,10784,1544,3530,984,13122,6044,2830,1513,40351,E3,N,N
02/21/2021,1:00,9862.3838,1680.6055,3591.5063,976.5591,13162.0742,6093.2539,2783.0103,1482.1422,39631.5353,M,Y,N
02/21/2021,2:00,10055.4463,1792.7174,3835.6545,914.5524,14550.2695,6977.4326,2515.1125,1199.272,41840.4572,A3,N,N
02/21/2021,2:00,9765.7842,2155.7783,3684.1162,1008.6484,15634.0273,7304.8857,2624.1653,1317.8716,43495.277,A6,N,N
02/21/2021,2:00,10150,1814,3596,1039,12405,6032,2663,1481,39180,E,N,N
02/21/2021,2:00,9565,1557,3559,935,12339,5534,2550,1453,37492,E1,N,N
02/21/2021,2:00,8073,1663,3558,961,12961,5894,2794,1585,37489,E2,N,N
02/21/2021,2:00,10625,1540,3478,985,12967,5917,2685,1510,39707,E3,N,N
02/21/2021,2:00,9664.5557,1672.9646,3582.3318,977.444,12944.4082,6024.6792,2668.6392,1475.5339,39010.5566,M,Y,N
02/21/2021,3:00,9971.0342,1807.6576,3854.6577,920.4336,14334.9063,7051.9585,2476.6616,1216.2474,41633.5569,A3,N,N
02/21/2021,3:00,9768.9961,2133.4722,3737.925,1009.4872,15534.6572,7414.2974,2628.6646,1350.6172,43578.1169,A6,N,N
02/21/2021,3:00,10038,1829,3616,1055,12422,6188,2610,1482,39240,E,N,N
02/21/2021,3:00,9214,1499,3587,918,12111,5199,2410,1432,36370,E1,N,N
02/21/2021,3:00,8012,1654,3553,976,12742,5922,2738,1585,37182,E2,N,N
02/21/2021,3:00,10475,1512,3504,984,12499,5815,2698,1531,39018,E3,N,N
02/21/2021,3:00,9529.3789,1662.0823,3598.4573,983.5542,12721.4883,6012.6201,2622.3328,1480.531,38610.4449,M,Y,N
02/21/2021,4:00,9950.9258,1839.719,3890.4722,921.6266,14212.7861,7345.8584,2462.4661,1210.1222,41833.9764,A3,N,N
02/21/2021,4:00,9787.3535,2131.2493,3761.1924,1016.1793,15498.0527,7534.5615,2685.2317,1340.2144,43754.0348,A6,N,N
02/21/2021,4:00,10004,1851,3633,1046,12453,6180,2598,1491,39256,E,N,N
02/21/2021,4:00,9134,1538,3577,929,11990,5057,2402,1435,36062,E1,N,N
02/21/2021,4:00,7893,1674,3578,947,12892,5843,2684,1569,37080,E2,N,N
02/21/2021,4:00,10445,1548,3545,951,12549,5762,2583,1509,38892,E3,N,N
02/21/2021,4:00,9471.1152,1690.4648,3622.4341,967.3284,12748.8477,5996.6074,2574.3081,1472.8903,38543.996,M,Y,N
02/21/2021,5:00,9985.4199,1865.684,3892.2639,918.4871,14279.585,7438.1138,2493.9746,1235.0696,42108.5979,A3,N,N
02/21/2021,5:00,9957.5244,2160.792,3747.5945,1020.7533,15510.5869,7669.2412,2779.3186,1376.5186,44222.3295,A6,N,N
02/21/2021,5:00,9972,1854,3641,1055,12833,6241,2603,1523,39722,E,N,N
02/21/2021,5:00,9264,1552,3668,930,12145,5257,2391,1300,36507,E1,N,N
02/21/2021,5:00,8102,1661,3538,953,12823,5941,2712,1601,37331,E2,N,N
02/21/2021,5:00,10399,1540,3537,968,12508,5843,2582,1478,38855,E3,N,N
02/21/2021,5:00,9524.4277,1690.9604,3624.033,975.0609,12844.0732,6093.1392,2584.8718,1467.3837,38803.9499,M,Y,N
02/21/2021,6:00,10074.457,1890.1373,3887.3831,911.6598,14279.7285,7556.5181,2554.0928,1261.5076,42415.4842,A3,N,N
02/21/2021,6:00,10041.9365,2189.3784,3748.6589,1029.3047,15326.1162,7710.0498,2897.5503,1411.2429,44354.2377,A6,N,N
02/21/2021,6:00,10161,1893,3682,1055,13277,6549,2616,1616,40849,E,N,N
02/21/2021,6:00,9483,1586,3676,936,12596,5350,2421,1474,37522,E1,N,N
02/21/2021,6:00,8136,1677,3567,974,13030,6060,2725,1676,37845,E2,N,N
02/21/2021,6:00,10430,1578,3521,998,12852,5908,2667,1604,39558,E3,N,N
02/21/2021,6:00,9626.4316,1721.5171,3637.9229,987.7075,13149.2158,6242.5645,2623.8867,1565.9385,39555.1846,M,Y,N
02/21/2021,7:00,10247.9883,1907.1851,3895.0835,913.9197,14391.8555,7775.0864,2601.4514,1291.4485,43024.0184,A3,N,N
02/21/2021,7:00,10161.6729,2210.4702,3760.98,1045.5544,15269.2715,7889.646,2978.9502,1438.0243,44754.5695,A6,N,N
02/21/2021,7:00,10333,1947,3731,1072,14156,6887,2706,1722,42554,E,N,N
02/21/2021,7:00,9892,1655,3676,959,12619,5452,2462,1561,38276,E1,N,N
02/21/2021,7:00,8424,1737,3593,1001,13506,6009,2741,1690,38701,E2,N,N
02/21/2021,7:00,10626,1642,3561,1009,13310,6087,2745,1614,40594,E3,N,N
02/21/2021,7:00,9863.248,1776.7732,3667.6355,1004.615,13619.3574,6399.1357,2680.9314,1613.056,40624.7522,M,Y,N
02/21/2021,8:00,10309.3525,1940.0746,3926.4763,929.5621,14631.3389,8044.1587,2649.8132,1305.6565,43736.4328,A3,N,N
02/21/2021,8:00,10129.1611,2233.4348,3788.5371,1069.3083,15337.7744,8044.5391,3016.5706,1451.8052,45071.1306,A6,N,N
02/21/2021,8:00,10285,1977,3777,1056,14593,7108,2739,1741,43276,E,N,N
02/21/2021,8:00,10141,1724,3728,1005,13607,5718,2493,1565,39981,E1,N,N
02/21/2021,8:00,8680,1803,3612,1035,13931,6443,2928,1728,40160,E2,N,N
02/21/2021,8:00,10822,1711,3550,1047,13816,6339,2838,1627,41750,E3,N,N
02/21/2021,8:00,10003.0439,1830.7593,3691.5596,1026.3203,14114.793,6692.7695,2769.1016,1632.832,41761.1792,M,Y,N
02/21/2021,9:00,10501.7334,1986.5283,3930.6736,946.1927,15110.5957,8279.6582,2735.3962,1287.3335,44778.1116,A3,N,N
02/21/2021,9:00,10166.21,2306.6606,3804.7705,1083.165,15629.9316,8188.2485,3085.7295,1441.5762,45706.2919,A6,N,N
02/21/2021,9:00,10572,2059,3755,1095,14844,7251,2846,1698,44120,E,N,N
02/21/2021,9:00,10394,1787,3656,1051,13763,6026,2634,1586,40897,E1,N,N
02/21/2021,9:00,8887,1832,3617,1070,13599,6575,2935,1693,40208,E2,N,N
02/21/2021,9:00,10995,1676,3570,1077,13866,6477,2861,1595,42117,E3,N,N
02/21/2021,9:00,10225.4668,1863.441,3683.8342,1060.1492,14186.4492,6863.957,2831.6746,1605.6667,42320.6387,M,Y,N
02/21/2021,10:00,10751.4385,1950.7662,3923.6353,962.7567,15406.0703,8460.1104,2796.9617,1265.4934,45517.2325,A3,N,N
02/21/2021,10:00,10400.0381,2334.6775,3800.353,1099.1924,15843.9678,8407.1035,3128.5498,1423.2603,46437.1424,A6,N,N
02/21/2021,10:00,10745,2020,3771,1193,14358,7041,2948,1608,43684,E,N,N
02/21/2021,10:00,10656,1790,3607,1090,14048,6213,2752,1549,41705,E1,N,N
02/21/2021,10:00,8937,1766,3631,1078,13529,6392,2959,1573,39865,E2,N,N
02/21/2021,10:00,11162,1660,3567,1113,13706,6294,2907,1480,41889,E3,N,N
02/21/2021,10:00,10386.9297,1829.0957,3683.5793,1102.5946,14080.0088,6765.8887,2897.1201,1517.0616,42262.2785,M,Y,N
02/21/2021,11:00,10789.5391,1881.2061,3893.0195,947.3618,15446.0127,8526.5654,2832.1096,1234.7877,45550.6019,A3,N,N
02/21/2021,11:00,10522.3271,2313.1421,3705.6519,1097.0682,15853.9668,8478.6162,3097.8484,1362.1819,46430.8026,A6,N,N
02/21/2021,11:00,10506,1900,3695,1114,13646,6812,2982,1504,42159,E,N,N
02/21/2021,11:00,10897,1766,3587,1060,13795,6147,2856,1466,41574,E1,N,N
02/21/2021,11:00,8928,1683,3580,1058,13367,6217,3017,1473,39323,E2,N,N
02/21/2021,11:00,11185,1589,3529,1089,13381,6197,2934,1423,41327,E3,N,N
02/21/2021,11:00,10365.5674,1748.9008,3636.0024,1066.1702,13753.627,6640.6958,2944.2637,1437.5984,41592.8257,M,Y,N
02/21/2021,12:00,10741.3291,1761.1669,3901.8357,913.3989,15042.0693,8355.7539,2801.5911,1187.3893,44704.5342,A3,N,N
02/21/2021,12:00,10530.5098,2274.8821,3695.4209,1049.183,15401.2744,8385.9717,2990.9185,1317.8386,45645.999,A6,N,N
02/21/2021,12:00,10488,1800,3636,1047,12845,6406,2985,1412,40619,E,N,N
02/21/2021,12:00,10965,1687,3545,1020,13071,6010,2881,1375,40554,E1,N,N
02/21/2021,12:00,8933,1581,3531,1026,12874,5957,2998,1373,38273,E2,N,N
02/21/2021,12:00,11229,1524,3512,1036,12906,6085,2946,1331,40569,E3,N,N
02/21/2021,12:00,10375.791,1657.2709,3600.6045,1018.9249,13170.3838,6407.7192,2942.5737,1349.2986,40522.5666,M,Y,N
02/21/2021,13:00,10607.9082,1718.3297,3867.9746,873.6098,14499.5215,8087.4502,2791.7788,1144.9701,43591.5429,A3,N,N
02/21/2021,13:00,10505.1816,2231.3621,3692.6628,997.6864,14501.3809,8043.5669,2932.1868,1259.9135,44163.941,A6,N,N
02/21/2021,13:00,10628,1757,3570,1026,12188,6254,2973,1347,39743,E,N,N
02/21/2021,13:00,10899,1620,3496,982,12573,5864,2927,1318,39679,E1,N,N
02/21/2021,13:00,9093,1488,3544,984,12159,5734,2962,1304,37268,E2,N,N
02/21/2021,13:00,11231,1451,3479,1017,12524,5972,2954,1318,39946,E3,N,N
02/21/2021,13:00,10426.3633,1591.2913,3568.7468,988.7012,12601.8154,6233.9312,2937.0974,1300.1213,39648.0679,M,Y,N
02/21/2021,14:00,10538.1982,1631.3888,3834.8679,831.975,13838.957,7838.9302,2802.0454,1118.2218,42434.5843,A3,N,N
02/21/2021,14:00,10523.8486,2159.5544,3683.5,949.4965,13658.4922,7646.5791,2885.3074,1211.6443,42718.4225,A6,N,N
02/21/2021,14:00,10610,1717,3546,983,11605,6106,2972,1292,38831,E,N,N
02/21/2021,14:00,11033,1591,3517,945,12093,5887,2997,1261,39324,E1,N,N
