DeliveryDate,HourEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West,SystemTotal,Model,InUseFlag,DSTFlag
02/21/2021,14:00,9445,1417,3553,979,11597,5576,2951,1270,36788,E2,N,N
02/21/2021,14:00,11294,1437,3464,983,12123,5916,3010,1284,39511,E3,N,N
02/21/2021,14:00,10533.6504,1545.5486,3559.7334,958.3719,12072.7441,6115.2412,2958.1306,1258.9027,39002.3229,M,Y,N
02/21/2021,15:00,10453.2998,1603.3505,3809.9841,814.194,13260.0254,7474.1025,2793.4253,1093.3132,41301.6948,A3,N,N
02/21/2021,15:00,10555.6436,2105.6628,3690.1528,919.2514,12771.3018,7352.5049,2867.9954,1163.3717,41425.8844,A6,N,N
02/21/2021,15:00,10485,1687,3492,962,10981,5920,3035,1283,37845,E,N,N
02/21/2021,15:00,11100,1577,3451,924,11701,5821,3089,1216,38879,E1,N,N
02/21/2021,15:00,9541,1385,3522,939,11359,5499,2924,1253,36422,E2,N,N
02/21/2021,15:00,11316,1377,3421,965,11635,5930,3067,1230,38941,E3,N,N
02/21/2021,15:00,10529.6621,1509.7938,3516.373,933.7743,11613.8779,5999.1377,2991.8032,1230.1642,38324.5862,M,Y,N
02/21/2021,16:00,10407.0996,1589.6992,3776.2429,804.5189,12868.7861,7328.6489,2770.1816,1097.7012,40642.8784,A3,N,N
02/21/2021,16:00,10575.6494,2073.4475,3669.5608,889.0727,12214.2031,7117.4521,2826.7095,1152.0878,40518.1829,A6,N,N
02/21/2021,16:00,10366,1690,3458,926,10691,5851,3098,1284,37364,E,N,N
02/21/2021,16:00,11289,1526,3409,883,11438,5901,3139,1246,38831,E1,N,N
02/21/2021,16:00,9482,1338,3545,905,10660,5363,2926,1288,35507,E2,N,N
02/21/2021,16:00,11072,1366,3403,926,11365,5933,3107,1238,38410,E3,N,N
02/21/2021,16:00,10442.0127,1487.9624,3499.6553,900.1899,11217.3477,5940.4561,3021.3977,1245.4626,37754.4844,M,Y,N
02/21/2021,17:00,10423.1572,1609.7858,3754.6543,808.8899,12874.9658,7393.9712,2773.1746,1112.4275,40751.0263,A3,N,N
02/21/2021,17:00,10669.5928,2074.6643,3661.1782,895.9387,12069.0303,7030.8516,2855.5398,1145.614,40402.4097,A6,N,N
02/21/2021,17:00,10314,1668,3425,910,10960,5924,3160,1309,37670,E,N,N
02/21/2021,17:00,11067,1532,3437,882,11444,5895,3108,1288,38653,E1,N,N
02/21/2021,17:00,9551,1351,3454,902,10908,5426,2886,1310,35788,E2,N,N
02/21/2021,17:00,11234,1384,3409,921,11633,5946,3109,1252,38888,E3,N,N
02/21/2021,17:00,10461.0195,1493.4731,3470.9568,894.6112,11415.1211,5985.1211,3023.897,1267.8035,38012.0033,M,Y,N
02/21/2021,18:00,10524.2627,1649.947,3759.6401,819.0953,13193.2656,7828.1787,2801.02,1142.4105,41717.8199,A3,N,N
02/21/2021,18:00,10879.3711,2105.3518,3692.6057,929.938,12306.2988,7119.437,2895.7683,1153.2225,41081.9932,A6,N,N
02/21/2021,18:00,10282,1731,3448,854,11498,6109,3144,1362,38428,E,N,N
02/21/2021,18:00,11010,1602,3419,876,11960,5980,3100,1339,39286,E1,N,N
02/21/2021,18:00,9414,1424,3439,886,11224,5634,2872,1366,36259,E2,N,N
02/21/2021,18:00,11269,1431,3429,934,11768,6073,3082,1334,39320,E3,N,N
02/21/2021,18:00,10433.0332,1552.9934,3476.3301,880.3869,11766.6582,6180.0225,3012.1274,1325.6763,38627.228,M,Y,N
02/21/2021,19:00,10796.7031,1710.056,3796.5029,864.5006,13781.7285,8198.1924,2827.7231,1179.6675,43155.0741,A3,N,N
02/21/2021,19:00,11109.9736,2133.6951,3732.1995,991.9533,13017.0898,7297.0073,2970.1418,1152.3497,42404.4101,A6,N,N
02/21/2021,19:00,10539,1807,3496,875,12688,6306,3064,1460,40235,E,N,N
02/21/2021,19:00,11386,1663,3477,919,12576,6306,3099,1469,40895,E1,N,N
02/21/2021,19:00,9571,1500,3385,935,12086,5961,2998,1447,37883,E2,N,N
02/21/2021,19:00,11592,1511,3442,964,12419,6369,3133,1400,40830,E3,N,N
02/21/2021,19:00,10698.3379,1626.1321,3489.938,916.4376,12592.9658,6472.0239,3039.5903,1407.8335,40243.2591,M,Y,N
02/21/2021,20:00,10849.0498,1740.7898,3862.8101,890.8511,14050.4707,8485.1016,2884.1843,1210.2499,43973.5073,A3,N,N
02/21/2021,20:00,11002.1777,2121.6326,3769.5105,1022.3382,13353.8574,7407.6187,3045.606,1185.0554,42907.7965,A6,N,N
02/21/2021,20:00,10828,1818,3580,948,13471,6530,3240,1624,42039,E,N,N
02/21/2021,20:00,11401,1679,3514,992,12839,6464,3179,1462,41530,E1,N,N
02/21/2021,20:00,9555,1526,3558,967,12639,6151,3123,1519,39038,E2,N,N
02/21/2021,20:00,11657,1524,3494,986,13020,6456,3207,1465,41809,E3,N,N
02/21/2021,20:00,10791.2559,1644.4738,3580.1013,960.6064,13143.6836,6652.8877,3150.3979,1486.0313,41409.4379,M,Y,N
02/21/2021,21:00,10765.0967,1754.989,3883.0977,898.9696,14094.7051,8615.6797,2891.8721,1184.8644,44089.2743,A3,N,N
02/21/2021,21:00,10771.0039,2085.2925,3747.9602,1024.6902,13396.9551,7446.8779,3108.0181,1159.5299,42740.3278,A6,N,N
02/21/2021,21:00,10749,1783,3610,977,13336,6563,3215,1573,41806,E,N,N
02/21/2021,21:00,11252,1686,3587,991,12969,6304,3099,1481,41369,E1,N,N
02/21/2021,21:00,9360,1552,3577,969,12888,6097,3118,1516,39077,E2,N,N
02/21/2021,21:00,11577,1519,3524,1000,13028,6276,3153,1460,41537,E3,N,N
02/21/2021,21:00,10673.6367,1643.6237,3611.5122,972.7462,13195.9629,6598.96,3120.3589,1470.483,41287.2836,M,Y,N
02/21/2021,22:00,10575.4736,1749.8145,3893.3284,897.442,14106.8623,8588.3184,2870.2649,1152.6598,43834.1639,A3,N,N
02/21/2021,22:00,10516.7197,2050.9021,3723.1665,1014.6725,13380.0068,7441.4492,3166.1624,1129.9043,42422.9835,A6,N,N
02/21/2021,22:00,10552,1743,3611,967,13161,6411,3117,1540,41102,E,N,N
02/21/2021,22:00,10674,1614,3567,959,12655,6034,2992,1458,39953,E1,N,N
02/21/2021,22:00,9125,1545,3549,988,12781,5996,3073,1525,38582,E2,N,N
02/21/2021,22:00,11316,1505,3512,1004,12854,6103,3103,1431,40828,E3,N,N
02/21/2021,22:00,10404.4336,1618.7268,3600.541,971.8052,13044.2324,6455.29,3056.0332,1450.3325,40601.3947,M,Y,N
02/21/2021,23:00,10256.4668,1726.2687,3859.2754,878.8513,13726.6982,8335.8203,2781.3088,1128.6643,42693.3538,A3,N,N
02/21/2021,23:00,10099.1406,1966.9028,3665.9602,982.9438,13279.8701,7200.3369,3126.1321,1108.811,41430.0975,A6,N,N
02/21/2021,23:00,10324,1649,3589,915,12323,6091,2952,1490,39333,E,N,N
02/21/2021,23:00,10354,1580,3575,948,12381,5847,2901,1446,39032,E1,N,N
02/21/2021,23:00,8697,1494,3569,951,12299,5718,2975,1463,37166,E2,N,N
02/21/2021,23:00,10912,1429,3514,986,12220,5776,2928,1452,39217,E3,N,N
02/21/2021,23:00,10059.5586,1556.2836,3597.2844,941.3564,12473.9629,6169.1025,2924.0386,1423.083,39144.67,M,Y,N
02/21/2021,24:00,9885.2217,1721.8239,3822.6174,869.9976,13480.585,8123.7813,2652.6265,1115.088,41671.7414,A3,N,N
02/21/2021,24:00,9715.4502,1917.7263,3619.2739,970.4111,13135.2549,7070.6294,3044.4807,1123.6272,40596.8537,A6,N,N
02/21/2021,24:00,9938,1545,3567,879,11391,5677,2764,1402,37163,E,N,N
02/21/2021,24:00,10033,1547,3582,937,12107,5661,2809,1433,38109,E1,N,N
02/21/2021,24:00,8287,1432,3548,932,11795,5398,2788,1441,35621,E2,N,N
02/21/2021,24:00,10491,1364,3517,955,11686,5451,2741,1371,37576,E3,N,N
02/21/2021,24:00,9668.7773,1493.853,3583.5771,917.3747,11916.4482,5854.5977,2755.9534,1372.011,37562.5924,M,Y,N
