t_formated,genout_coal_interp,genout_ng_interp,genout_nuclear_interp,genout_solar_interp,genout_wind_interp
15-Feb-2021 15:40:00,3809.52381,25875.36857,1332.700624,1199.112979,18299.05032
15-Feb-2021 15:50:00,3809.52381,25928.76186,1328.320802,1093.08197,18426.06516
15-Feb-2021 16:00:00,3809.52381,26045.99735,1328.320802,1012.531328,18426.06516
15-Feb-2021 16:10:00,3809.52381,26062.42629,1328.320802,1012.531328,18426.06516
15-Feb-2021 16:20:00,3809.52381,26162.54177,1328.320802,1012.531328,18426.06516
15-Feb-2021 16:30:00,3809.52381,26205.91921,1328.320802,1012.531328,18426.06516
15-Feb-2021 16:40:00,3809.52381,26261.72048,1328.320802,1012.531328,18421.43349
15-Feb-2021 16:50:00,3809.52381,26277.77778,1328.320802,1012.531328,18354.89766
15-Feb-2021 17:00:00,3809.52381,26317.44803,1328.320802,1012.531328,18247.10674
15-Feb-2021 17:10:00,3809.52381,26365.91479,1328.320802,1012.531328,18290.72682
15-Feb-2021 17:20:00,3809.52381,26365.91479,1328.320802,1012.531328,18290.72682
15-Feb-2021 17:30:00,3809.52381,26365.91479,1328.670942,1012.531328,18289.15119
15-Feb-2021 17:40:00,3809.52381,26365.91479,1338.266008,1012.531328,18245.61404
15-Feb-2021 17:50:00,3809.52381,26365.91479,1333.34869,1012.531328,18245.61404
15-Feb-2021 18:00:00,3809.52381,26365.91479,1333.333333,1056.648975,18328.94737
15-Feb-2021 18:10:00,3809.52381,26227.01361,1328.320802,1102.756892,18426.06516
15-Feb-2021 18:20:00,3809.52381,26030.3209,1328.320802,1102.756892,18426.06516
15-Feb-2021 18:30:00,3809.52381,25941.67404,1328.320802,1102.756892,18426.06516
15-Feb-2021 18:40:00,3809.52381,25853.16232,1328.320802,1102.756892,18426.06516
15-Feb-2021 18:50:00,3809.52381,25849.62406,1328.320802,1102.756892,18426.06516
15-Feb-2021 19:00:00,3809.52381,25466.28289,1328.320802,1102.756892,18401.49201
15-Feb-2021 19:10:00,3809.52381,24942.35282,1333.145978,1102.756892,18381.7018
15-Feb-2021 19:20:00,3809.52381,24752.02713,1333.333333,1102.756892,18380.95238
15-Feb-2021 19:30:00,3809.52381,24857.72335,1333.333333,1116.661138,18380.95238
15-Feb-2021 19:40:00,3809.52381,24998.81444,1328.793798,1158.650302,18258.38493
15-Feb-2021 19:50:00,3809.52381,25016.97565,1332.765124,1145.129982,18201.17082
15-Feb-2021 20:00:00,3809.52381,25170.03446,1333.333333,1124.373434,18075.34461
15-Feb-2021 20:10:00,3809.52381,25333.06612,1328.784584,1104.61202,18142.49165
15-Feb-2021 20:20:00,3809.52381,25290.47496,1328.320802,1102.756892,18154.82948
15-Feb-2021 20:30:00,3561.09944,25283.20802,1328.320802,1102.756892,18155.38847
15-Feb-2021 20:40:00,3297.86476,25283.20802,1328.320802,1102.756892,18155.38847
15-Feb-2021 20:50:00,3262.573752,25283.20802,1328.320802,1102.756892,18155.38847
15-Feb-2021 21:00:00,3630.03096,25283.20802,1328.320802,1102.756892,18155.38847
15-Feb-2021 21:10:00,3692.755172,25300.29731,1328.320802,1102.756892,18155.38847
15-Feb-2021 21:20:00,4053.467001,25303.25815,1328.320802,1102.756892,18155.38847
15-Feb-2021 21:30:00,4125.313283,25446.1245,1328.320802,1102.756892,18155.38847
15-Feb-2021 21:40:00,4125.313283,25525.29109,1328.320802,1102.756892,18155.38847
15-Feb-2021 21:50:00,4129.499607,25701.28753,1328.320802,1102.756892,18155.38847
15-Feb-2021 22:00:00,4130.325815,25767.06472,1328.320802,1102.756892,18155.38847
15-Feb-2021 22:10:00,4130.325815,25814.39506,1328.320802,1102.756892,18155.38847
15-Feb-2021 22:20:00,4130.325815,25863.56823,1328.320802,1102.756892,18155.38847
15-Feb-2021 22:30:00,4130.325815,25893.71406,1328.320802,1102.756892,18155.38847
15-Feb-2021 22:40:00,4134.267962,25820.90643,1328.320802,1102.756892,18155.38847
15-Feb-2021 22:50:00,4111.878962,25748.67008,1328.320802,1102.756892,18155.38847
15-Feb-2021 23:00:00,4440.95533,25734.33584,1328.320802,1102.756892,18155.38847
15-Feb-2021 23:10:00,4873.679296,25730.61637,1328.320802,1102.756892,18155.38847
15-Feb-2021 23:20:00,4980.220158,25606.09858,1328.320802,1102.756892,18155.38847
15-Feb-2021 23:30:00,4977.443609,25472.65625,1328.320802,1102.756892,18155.38847
15-Feb-2021 23:40:00,4977.443609,25324.29112,1328.320802,1102.756892,18155.38847
15-Feb-2021 23:50:00,4977.443609,25232.33943,1328.320802,1102.756892,18155.38847
16-Feb-2021 00:00:00,4977.443609,24494.76633,1328.320802,1102.756892,18109.39112
16-Feb-2021 00:10:00,4980.886653,24508.80572,1328.320802,1102.756892,18134.98513
16-Feb-2021 00:20:00,4978.899071,24744.11289,1328.320802,1102.756892,18155.38847
16-Feb-2021 00:30:00,4980.991081,24891.92651,1328.320802,1102.756892,18105.72387
16-Feb-2021 00:40:00,4975.551624,24958.05691,1328.320802,1102.756892,18040.33368
