"BA Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
MISO,"2/15/2021 4 a.m. CST",7715,0,949,1214,2321,22019,37981,11544
MISO,"2/15/2021 5 a.m. CST",7283,0,948,1297,2527,22664,38547,11545
MISO,"2/15/2021 6 a.m. CST",6874,0,944,1566,3041,24336,38468,11340
MISO,"2/15/2021 7 a.m. CST",6654,0,2048,1645,3244,26485,38449,10922
MISO,"2/15/2021 8 a.m. CST",7637,21,2581,1661,3356,27164,38576,10917
MISO,"2/15/2021 9 a.m. CST",7000,108,2751,1654,3760,27994,39112,10920
MISO,"2/15/2021 10 a.m. CST",4818,207,2464,1783,4455,28175,39952,10901
MISO,"2/15/2021 11 a.m. CST",3556,287,2028,1916,4692,28112,39690,10890
MISO,"2/15/2021 12 p.m. CST",3649,300,1445,1910,4900,28251,39599,10891
MISO,"2/15/2021 1 p.m. CST",4124,285,1088,1839,4444,27157,38915,10818
MISO,"2/15/2021 2 p.m. CST",5198,289,1011,1782,4200,26805,38373,10797
MISO,"2/15/2021 3 p.m. CST",5674,257,992,1744,3718,26502,38787,10794
MISO,"2/15/2021 4 p.m. CST",5757,192,1053,1598,3382,26476,38492,10799
MISO,"2/15/2021 5 p.m. CST",5697,99,1201,1633,3734,26695,38503,10793
MISO,"2/15/2021 6 p.m. CST",5822,13,2453,1661,3895,26848,38065,10797
MISO,"2/15/2021 7 p.m. CST",6831,0,2525,1656,4219,28006,38638,10803
MISO,"2/15/2021 8 p.m. CST",7729,0,2298,1630,4061,27289,38016,10799
MISO,"2/15/2021 9 p.m. CST",8816,0,1651,1534,3495,26973,37358,10800
MISO,"2/15/2021 10 p.m. CST",9036,0,1123,1502,2890,25415,37305,10802
MISO,"2/15/2021 11 p.m. CST",9214,0,1110,1479,2816,24572,36755,10801
MISO,"2/16/2021 12 a.m. CST",9630,0,1084,1325,2583,23629,35453,10808
MISO,"2/16/2021 1 a.m. CST",9065,0,1070,1265,2734,22735,34375,10808
MISO,"2/16/2021 2 a.m. CST",8863,0,1068,1259,2650,22607,34624,10803
MISO,"2/16/2021 3 a.m. CST",8511,0,1059,1265,2718,22308,34498,10801
MISO,"2/16/2021 4 a.m. CST",7854,0,1108,1291,2971,22790,35071,10801
MISO,"2/16/2021 5 a.m. CST",7195,0,1148,1432,3292,23595,35606,10796
MISO,"2/16/2021 6 a.m. CST",6375,0,1218,1671,3996,24855,35560,10788
MISO,"2/16/2021 7 a.m. CST",5596,0,2480,1722,4553,25693,36824,10789
MISO,"2/16/2021 8 a.m. CST",4641,27,2575,1232,4164,25222,37497,10791
MISO,"2/16/2021 9 a.m. CST",4640,106,2571,1290,4369,25124,38522,10790
MISO,"2/16/2021 10 a.m. CST",4142,239,2092,1308,4087,24776,38415,10789
MISO,"2/16/2021 11 a.m. CST",3585,331,1543,1297,3809,24526,38155,10791
MISO,"2/16/2021 12 p.m. CST",3208,383,1344,1283,4024,24341,38296,10791
MISO,"2/16/2021 1 p.m. CST",3125,395,1195,1227,3544,24173,37946,10791
MISO,"2/16/2021 2 p.m. CST",3089,405,1175,1063,3101,23514,38091,10791
MISO,"2/16/2021 3 p.m. CST",2846,421,1154,983,3031,22699,38221,10794
MISO,"2/16/2021 4 p.m. CST",2513,399,1162,984,3082,22474,37728,10789
MISO,"2/16/2021 5 p.m. CST",2077,241,1223,1109,3488,22994,37865,10787
MISO,"2/16/2021 6 p.m. CST",1865,107,2039,1285,4315,24640,38558,10783
MISO,"2/16/2021 7 p.m. CST",2002,32,2392,1355,4805,26966,38846,10785
MISO,"2/16/2021 8 p.m. CST",2624,0,2145,1215,4479,26710,38466,10788
MISO,"2/16/2021 9 p.m. CST",3095,0,1390,1042,4254,25848,38405,10791
MISO,"2/16/2021 10 p.m. CST",2914,0,1231,926,4551,25767,38398,10787
MISO,"2/16/2021 11 p.m. CST",3045,0,1191,773,3674,23758,38457,10795
MISO,"2/17/2021 12 a.m. CST",3457,0,1153,737,3398,23353,38362,10795
MISO,"2/17/2021 1 a.m. CST",3682,0,1120,734,3249,23097,37960,10797
MISO,"2/17/2021 2 a.m. CST",3487,0,958,732,3330,23810,38011,10848
MISO,"2/17/2021 3 a.m. CST",3038,0,887,795,3235,23204,37936,10888
MISO,"2/17/2021 4 a.m. CST",2678,0,901,817,3104,23149,37976,10886
MISO,"2/17/2021 5 a.m. CST",2423,0,1048,887,3394,23336,38494,10887
MISO,"2/17/2021 6 a.m. CST",2822,0,1509,1047,4047,24784,38842,10884
MISO,"2/17/2021 7 a.m. CST",3345,0,2628,1297,4506,26238,39458,10880
MISO,"2/17/2021 8 a.m. CST",3965,46,2765,1372,5001,26042,39951,10876
MISO,"2/17/2021 9 a.m. CST",4122,180,2512,1357,4626,25544,40167,10875
MISO,"2/17/2021 10 a.m. CST",3942,254,2365,1331,4799,25303,39986,10872
MISO,"2/17/2021 11 a.m. CST",3750,246,1661,1280,4321,24805,39822,10871
MISO,"2/17/2021 12 p.m. CST",3326,250,1283,1197,3625,24023,39616,10871
MISO,"2/17/2021 1 p.m. CST",2708,262,1425,1156,3205,22699,39885,10889
MISO,"2/17/2021 2 p.m. CST",2129,275,1182,1165,2990,22629,39513,10892
MISO,"2/17/2021 3 p.m. CST",1818,194,1093,1163,3017,22113,39366,10889
MISO,"2/17/2021 4 p.m. CST",1596,118,1024,1155,3162,22502,39055,10882
MISO,"2/17/2021 5 p.m. CST",1398,61,1221,1194,3224,23360,38880,10883
MISO,"2/17/2021 6 p.m. CST",1370,8,1905,1365,3509,24470,38939,10885
MISO,"2/17/2021 7 p.m. CST",1356,1,2186,1560,3938,26278,38927,10888
MISO,"2/17/2021 8 p.m. CST",1657,1,1882,1520,3704,25224,38867,10883
MISO,"2/17/2021 9 p.m. CST",1744,0,1471,1240,3719,23992,38690,10880
MISO,"2/17/2021 10 p.m. CST",1894,1,1130,831,3482,22273,38385,10966
MISO,"2/17/2021 11 p.m. CST",2173,0,1049,697,2823,21221,38604,11131
MISO,"2/18/2021 12 a.m. CST",2056,0,932,682,2266,20633,38003,11181
MISO,"2/18/2021 1 a.m. CST",1608,0,826,694,2207,20624,37234,11240
MISO,"2/18/2021 2 a.m. CST",1516,0,820,692,2145,20296,37223,11420
MISO,"2/18/2021 3 a.m. CST",1649,0,880,689,2112,20165,36570,11448
MISO,"2/18/2021 4 a.m. CST",1856,0,882,689,2116,20571,36565,11445
MISO,"2/18/2021 5 a.m. CST",2309,0,880,774,2130,21365,36011,11449
MISO,"2/18/2021 6 a.m. CST",2195,0,1437,1112,2207,22248,36916,11466
MISO,"2/18/2021 7 a.m. CST",2623,0,2293,1268,2502,23562,37761,11486
MISO,"2/18/2021 8 a.m. CST",3031,10,2453,1357,2862,24077,38242,11485
MISO,"2/18/2021 9 a.m. CST",2810,89,2450,1376,2868,24263,38621,11487
MISO,"2/18/2021 10 a.m. CST",2250,251,2482,1262,2984,24476,38645,11483
MISO,"2/18/2021 11 a.m. CST",1864,305,1790,1221,2984,24663,38571,11485
MISO,"2/18/2021 12 p.m. CST",2097,384,1117,1058,2970,23724,38512,11487
MISO,"2/18/2021 1 p.m. CST",2043,368,969,1075,2657,23312,38534,11486
MISO,"2/18/2021 2 p.m. CST",2277,330,982,920,2306,22264,38410,11485
MISO,"2/18/2021 3 p.m. CST",3227,334,980,867,2121,21045,38324,11500
MISO,"2/18/2021 4 p.m. CST",4224,291,979,870,2081,20473,38098,11501
MISO,"2/18/2021 5 p.m. CST",4463,118,992,880,2152,21156,38230,11497
MISO,"2/18/2021 6 p.m. CST",3824,27,1120,1130,2396,23472,38720,11489
MISO,"2/18/2021 7 p.m. CST",3670,20,1637,1207,2521,25509,38955,11486
MISO,"2/18/2021 8 p.m. CST",4362,20,1158,1153,2527,25251,39032,11488
MISO,"2/18/2021 9 p.m. CST",4860,20,980,983,2212,24167,38826,11486
MISO,"2/18/2021 10 p.m. CST",5157,20,971,807,2065,22469,38121,11486
MISO,"2/18/2021 11 p.m. CST",5264,20,975,755,1922,22101,37695,11490
