INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,SLRS_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_ZONE_NAME,SCHEDULE,XML_DATA_ITEM,POS,MW,GROUP
2021-08-20T10:00:00-00:00,2021-08-20T11:00:00-00:00,ALL,2021-08-20,4,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22533.89,1
2021-08-20T23:00:00-00:00,2021-08-21T00:00:00-00:00,ALL,2021-08-20,17,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,33311.41,1
2021-08-20T22:00:00-00:00,2021-08-20T23:00:00-00:00,ALL,2021-08-20,16,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,32337.32,1
2021-08-21T00:00:00-00:00,2021-08-21T01:00:00-00:00,ALL,2021-08-20,18,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,34162.96,1
2021-08-20T09:00:00-00:00,2021-08-20T10:00:00-00:00,ALL,2021-08-20,3,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22856.56,1
2021-08-21T01:00:00-00:00,2021-08-21T02:00:00-00:00,ALL,2021-08-20,19,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,33702.9,1
2021-08-21T05:00:00-00:00,2021-08-21T06:00:00-00:00,ALL,2021-08-20,23,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,28518.56,1
2021-08-20T14:00:00-00:00,2021-08-20T15:00:00-00:00,ALL,2021-08-20,8,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,25800.56,1
2021-08-20T18:00:00-00:00,2021-08-20T19:00:00-00:00,ALL,2021-08-20,12,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,27758.09,1
2021-08-20T16:00:00-00:00,2021-08-20T17:00:00-00:00,ALL,2021-08-20,10,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,26853.33,1
2021-08-20T21:00:00-00:00,2021-08-20T22:00:00-00:00,ALL,2021-08-20,15,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,30939.63,1
2021-08-21T03:00:00-00:00,2021-08-21T04:00:00-00:00,ALL,2021-08-20,21,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,32313.19,1
2021-08-21T04:00:00-00:00,2021-08-21T05:00:00-00:00,ALL,2021-08-20,22,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,30629.28,1
2021-08-20T11:00:00-00:00,2021-08-20T12:00:00-00:00,ALL,2021-08-20,5,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22755.13,1
2021-08-20T12:00:00-00:00,2021-08-20T13:00:00-00:00,ALL,2021-08-20,6,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23521.33,1
2021-08-20T13:00:00-00:00,2021-08-20T14:00:00-00:00,ALL,2021-08-20,7,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,24917.67,1
2021-08-20T08:00:00-00:00,2021-08-20T09:00:00-00:00,ALL,2021-08-20,2,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23741.45,1
2021-08-20T15:00:00-00:00,2021-08-20T16:00:00-00:00,ALL,2021-08-20,9,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,26590.57,1
2021-08-20T17:00:00-00:00,2021-08-20T18:00:00-00:00,ALL,2021-08-20,11,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,27168.9,1
2021-08-20T19:00:00-00:00,2021-08-20T20:00:00-00:00,ALL,2021-08-20,13,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,28444.96,1
2021-08-21T02:00:00-00:00,2021-08-21T03:00:00-00:00,ALL,2021-08-20,20,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,32928.73,1
2021-08-20T07:00:00-00:00,2021-08-20T08:00:00-00:00,ALL,2021-08-20,1,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,25023.31,1
2021-08-20T20:00:00-00:00,2021-08-20T21:00:00-00:00,ALL,2021-08-20,14,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,29635.02,1
2021-08-21T06:00:00-00:00,2021-08-21T07:00:00-00:00,ALL,2021-08-20,24,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,26449.81,1
2021-08-20T16:00:00-00:00,2021-08-20T17:00:00-00:00,LOAD,2021-08-20,10,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-21T06:00:00-00:00,2021-08-21T07:00:00-00:00,LOAD,2021-08-20,24,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.64,2
2021-08-21T02:00:00-00:00,2021-08-21T03:00:00-00:00,LOAD,2021-08-20,20,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.39,2
2021-08-21T03:00:00-00:00,2021-08-21T04:00:00-00:00,LOAD,2021-08-20,21,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.73,2
2021-08-20T14:00:00-00:00,2021-08-20T15:00:00-00:00,LOAD,2021-08-20,8,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-20T23:00:00-00:00,2021-08-21T00:00:00-00:00,LOAD,2021-08-20,17,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-20T07:00:00-00:00,2021-08-20T08:00:00-00:00,LOAD,2021-08-20,1,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.63,2
2021-08-21T05:00:00-00:00,2021-08-21T06:00:00-00:00,LOAD,2021-08-20,23,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.64,2
2021-08-20T09:00:00-00:00,2021-08-20T10:00:00-00:00,LOAD,2021-08-20,3,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.63,2
2021-08-20T15:00:00-00:00,2021-08-20T16:00:00-00:00,LOAD,2021-08-20,9,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-20T10:00:00-00:00,2021-08-20T11:00:00-00:00,LOAD,2021-08-20,4,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.65,2
2021-08-20T11:00:00-00:00,2021-08-20T12:00:00-00:00,LOAD,2021-08-20,5,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.63,2
2021-08-20T13:00:00-00:00,2021-08-20T14:00:00-00:00,LOAD,2021-08-20,7,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.18,2
2021-08-20T22:00:00-00:00,2021-08-20T23:00:00-00:00,LOAD,2021-08-20,16,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-21T04:00:00-00:00,2021-08-21T05:00:00-00:00,LOAD,2021-08-20,22,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.64,2
2021-08-20T08:00:00-00:00,2021-08-20T09:00:00-00:00,LOAD,2021-08-20,2,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.63,2
2021-08-20T18:00:00-00:00,2021-08-20T19:00:00-00:00,LOAD,2021-08-20,12,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-20T19:00:00-00:00,2021-08-20T20:00:00-00:00,LOAD,2021-08-20,13,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-20T20:00:00-00:00,2021-08-20T21:00:00-00:00,LOAD,2021-08-20,14,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-20T17:00:00-00:00,2021-08-20T18:00:00-00:00,LOAD,2021-08-20,11,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-21T01:00:00-00:00,2021-08-21T02:00:00-00:00,LOAD,2021-08-20,19,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-20T12:00:00-00:00,2021-08-20T13:00:00-00:00,LOAD,2021-08-20,6,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.63,2
2021-08-20T21:00:00-00:00,2021-08-20T22:00:00-00:00,LOAD,2021-08-20,15,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-21T00:00:00-00:00,2021-08-21T01:00:00-00:00,LOAD,2021-08-20,18,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-20T19:00:00-00:00,2021-08-20T20:00:00-00:00,LOAD,2021-08-20,13,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,13670.92,3
2021-08-21T06:00:00-00:00,2021-08-21T07:00:00-00:00,LOAD,2021-08-20,24,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,12017.91,3
2021-08-21T04:00:00-00:00,2021-08-21T05:00:00-00:00,LOAD,2021-08-20,22,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,14023.5,3
2021-08-20T07:00:00-00:00,2021-08-20T08:00:00-00:00,LOAD,2021-08-20,1,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,11343.73,3
2021-08-20T14:00:00-00:00,2021-08-20T15:00:00-00:00,LOAD,2021-08-20,8,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,11517.55,3
2021-08-20T15:00:00-00:00,2021-08-20T16:00:00-00:00,LOAD,2021-08-20,9,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,11968.55,3
2021-08-20T17:00:00-00:00,2021-08-20T18:00:00-00:00,LOAD,2021-08-20,11,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,12711.96,3
2021-08-21T02:00:00-00:00,2021-08-21T03:00:00-00:00,LOAD,2021-08-20,20,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,15055.18,3
2021-08-21T05:00:00-00:00,2021-08-21T06:00:00-00:00,LOAD,2021-08-20,23,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,13018.45,3
2021-08-20T20:00:00-00:00,2021-08-20T21:00:00-00:00,LOAD,2021-08-20,14,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,14396.58,3
2021-08-20T21:00:00-00:00,2021-08-20T22:00:00-00:00,LOAD,2021-08-20,15,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,15087.69,3
2021-08-20T22:00:00-00:00,2021-08-20T23:00:00-00:00,LOAD,2021-08-20,16,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,15836.34,3
2021-08-20T23:00:00-00:00,2021-08-21T00:00:00-00:00,LOAD,2021-08-20,17,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,16194.89,3
2021-08-20T11:00:00-00:00,2021-08-20T12:00:00-00:00,LOAD,2021-08-20,5,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,10234.77,3
2021-08-20T18:00:00-00:00,2021-08-20T19:00:00-00:00,LOAD,2021-08-20,12,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,13163.9,3
2021-08-20T10:00:00-00:00,2021-08-20T11:00:00-00:00,LOAD,2021-08-20,4,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,10118.37,3
2021-08-20T12:00:00-00:00,2021-08-20T13:00:00-00:00,LOAD,2021-08-20,6,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,10561.86,3
2021-08-21T00:00:00-00:00,2021-08-21T01:00:00-00:00,LOAD,2021-08-20,18,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,16220.07,3
2021-08-21T03:00:00-00:00,2021-08-21T04:00:00-00:00,LOAD,2021-08-20,21,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,14749.56,3
2021-08-20T08:00:00-00:00,2021-08-20T09:00:00-00:00,LOAD,2021-08-20,2,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,10714.37,3
2021-08-20T09:00:00-00:00,2021-08-20T10:00:00-00:00,LOAD,2021-08-20,3,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,10275.9,3
2021-08-20T13:00:00-00:00,2021-08-20T14:00:00-00:00,LOAD,2021-08-20,7,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,11121.25,3
2021-08-20T16:00:00-00:00,2021-08-20T17:00:00-00:00,LOAD,2021-08-20,10,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,12342.5,3
2021-08-21T01:00:00-00:00,2021-08-21T02:00:00-00:00,LOAD,2021-08-20,19,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,15602.68,3
2021-08-20T07:00:00-00:00,2021-08-20T08:00:00-00:00,LOAD,2021-08-20,1,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,53.99,4
2021-08-20T12:00:00-00:00,2021-08-20T13:00:00-00:00,LOAD,2021-08-20,6,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,49.31,4
2021-08-20T13:00:00-00:00,2021-08-20T14:00:00-00:00,LOAD,2021-08-20,7,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,49.88,4
2021-08-21T02:00:00-00:00,2021-08-21T03:00:00-00:00,LOAD,2021-08-20,20,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,92.66,4
2021-08-20T09:00:00-00:00,2021-08-20T10:00:00-00:00,LOAD,2021-08-20,3,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,48.4,4
2021-08-20T08:00:00-00:00,2021-08-20T09:00:00-00:00,LOAD,2021-08-20,2,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,50.56,4
2021-08-20T11:00:00-00:00,2021-08-20T12:00:00-00:00,LOAD,2021-08-20,5,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,48.23,4
2021-08-20T16:00:00-00:00,2021-08-20T17:00:00-00:00,LOAD,2021-08-20,10,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,63.27,4
2021-08-20T19:00:00-00:00,2021-08-20T20:00:00-00:00,LOAD,2021-08-20,13,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,84.51,4
2021-08-21T03:00:00-00:00,2021-08-21T04:00:00-00:00,LOAD,2021-08-20,21,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,81.51,4
2021-08-21T04:00:00-00:00,2021-08-21T05:00:00-00:00,LOAD,2021-08-20,22,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,73.43,4
2021-08-21T01:00:00-00:00,2021-08-21T02:00:00-00:00,LOAD,2021-08-20,19,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,102.3,4
2021-08-21T05:00:00-00:00,2021-08-21T06:00:00-00:00,LOAD,2021-08-20,23,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,65.86,4
2021-08-20T14:00:00-00:00,2021-08-20T15:00:00-00:00,LOAD,2021-08-20,8,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,52.02,4
2021-08-20T22:00:00-00:00,2021-08-20T23:00:00-00:00,LOAD,2021-08-20,16,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,99.84,4
2021-08-20T23:00:00-00:00,2021-08-21T00:00:00-00:00,LOAD,2021-08-20,17,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,102.71,4
2021-08-21T00:00:00-00:00,2021-08-21T01:00:00-00:00,LOAD,2021-08-20,18,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,104.16,4
2021-08-20T10:00:00-00:00,2021-08-20T11:00:00-00:00,LOAD,2021-08-20,4,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,47.66,4
2021-08-20T17:00:00-00:00,2021-08-20T18:00:00-00:00,LOAD,2021-08-20,11,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,70.94,4
2021-08-20T20:00:00-00:00,2021-08-20T21:00:00-00:00,LOAD,2021-08-20,14,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,90.43,4
2021-08-20T21:00:00-00:00,2021-08-20T22:00:00-00:00,LOAD,2021-08-20,15,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,94.82,4
2021-08-20T15:00:00-00:00,2021-08-20T16:00:00-00:00,LOAD,2021-08-20,9,0,DAM,TAC_NCNTR,Load,TOT_LOAD_MW,8,56.53,4
