INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,SLRS_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_ZONE_NAME,SCHEDULE,XML_DATA_ITEM,POS,MW,GROUP
2021-10-17T17:00:00-00:00,2021-10-17T18:00:00-00:00,ALL,2021-10-17,11,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,19136.21,1
2021-10-18T00:00:00-00:00,2021-10-18T01:00:00-00:00,ALL,2021-10-17,18,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23852.02,1
2021-10-17T21:00:00-00:00,2021-10-17T22:00:00-00:00,ALL,2021-10-17,15,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,20182.89,1
2021-10-17T11:00:00-00:00,2021-10-17T12:00:00-00:00,ALL,2021-10-17,5,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,18753.98,1
2021-10-18T03:00:00-00:00,2021-10-18T04:00:00-00:00,ALL,2021-10-17,21,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,24655.6,1
2021-10-17T12:00:00-00:00,2021-10-17T13:00:00-00:00,ALL,2021-10-17,6,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,18923.91,1
2021-10-18T01:00:00-00:00,2021-10-18T02:00:00-00:00,ALL,2021-10-17,19,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,24982.19,1
2021-10-17T23:00:00-00:00,2021-10-18T00:00:00-00:00,ALL,2021-10-17,17,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22432.45,1
2021-10-17T20:00:00-00:00,2021-10-17T21:00:00-00:00,ALL,2021-10-17,14,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,19471.79,1
2021-10-17T15:00:00-00:00,2021-10-17T16:00:00-00:00,ALL,2021-10-17,9,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,19608.67,1
2021-10-17T08:00:00-00:00,2021-10-17T09:00:00-00:00,ALL,2021-10-17,2,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,19817.23,1
2021-10-18T06:00:00-00:00,2021-10-18T07:00:00-00:00,ALL,2021-10-17,24,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,20945.2,1
2021-10-18T05:00:00-00:00,2021-10-18T06:00:00-00:00,ALL,2021-10-17,23,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22133.62,1
2021-10-18T04:00:00-00:00,2021-10-18T05:00:00-00:00,ALL,2021-10-17,22,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23471.69,1
2021-10-17T19:00:00-00:00,2021-10-17T20:00:00-00:00,ALL,2021-10-17,13,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,19041.63,1
2021-10-17T18:00:00-00:00,2021-10-17T19:00:00-00:00,ALL,2021-10-17,12,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,19012.85,1
2021-10-17T07:00:00-00:00,2021-10-17T08:00:00-00:00,ALL,2021-10-17,1,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,20660.4,1
2021-10-18T02:00:00-00:00,2021-10-18T03:00:00-00:00,ALL,2021-10-17,20,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,25322.51,1
