INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,SLRS_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_ZONE_NAME,SCHEDULE,XML_DATA_ITEM,POS,MW,GROUP
2020-10-09T01:00:00-00:00,2020-10-09T02:00:00-00:00,ALL,2020-10-08,19,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,28418.75,1
2020-10-08T15:00:00-00:00,2020-10-08T16:00:00-00:00,ALL,2020-10-08,9,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23943.27,1
2020-10-09T04:00:00-00:00,2020-10-09T05:00:00-00:00,ALL,2020-10-08,22,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,26395.19,1
2020-10-08T19:00:00-00:00,2020-10-08T20:00:00-00:00,ALL,2020-10-08,13,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,24059.79,1
2020-10-08T10:00:00-00:00,2020-10-08T11:00:00-00:00,ALL,2020-10-08,4,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,20104.61,1
2020-10-09T06:00:00-00:00,2020-10-09T07:00:00-00:00,ALL,2020-10-08,24,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22710.01,1
2020-10-09T03:00:00-00:00,2020-10-09T04:00:00-00:00,ALL,2020-10-08,21,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,27908.26,1
2020-10-08T18:00:00-00:00,2020-10-08T19:00:00-00:00,ALL,2020-10-08,12,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23862.44,1
2020-10-08T13:00:00-00:00,2020-10-08T14:00:00-00:00,ALL,2020-10-08,7,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22703.89,1
2020-10-08T08:00:00-00:00,2020-10-08T09:00:00-00:00,ALL,2020-10-08,2,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,21075.51,1
2020-10-09T05:00:00-00:00,2020-10-09T06:00:00-00:00,ALL,2020-10-08,23,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,24517.25,1
2020-10-08T21:00:00-00:00,2020-10-08T22:00:00-00:00,ALL,2020-10-08,15,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,25763.68,1
2020-10-08T11:00:00-00:00,2020-10-08T12:00:00-00:00,ALL,2020-10-08,5,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,20277.52,1
2020-10-09T02:00:00-00:00,2020-10-09T03:00:00-00:00,ALL,2020-10-08,20,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,28666.26,1
2020-10-09T00:00:00-00:00,2020-10-09T01:00:00-00:00,ALL,2020-10-08,18,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,28105.52,1
2020-10-08T23:00:00-00:00,2020-10-09T00:00:00-00:00,ALL,2020-10-08,17,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,27422.06,1
2020-10-08T07:00:00-00:00,2020-10-08T08:00:00-00:00,ALL,2020-10-08,1,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22076.6,1
2020-10-08T20:00:00-00:00,2020-10-08T21:00:00-00:00,ALL,2020-10-08,14,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,24900.34,1
2020-10-08T17:00:00-00:00,2020-10-08T18:00:00-00:00,ALL,2020-10-08,11,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23767.77,1
2020-10-08T12:00:00-00:00,2020-10-08T13:00:00-00:00,ALL,2020-10-08,6,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,21181.88,1
2020-10-08T09:00:00-00:00,2020-10-08T10:00:00-00:00,ALL,2020-10-08,3,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,20373.71,1
2020-10-08T22:00:00-00:00,2020-10-08T23:00:00-00:00,ALL,2020-10-08,16,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,26669.17,1
2020-10-08T16:00:00-00:00,2020-10-08T17:00:00-00:00,ALL,2020-10-08,10,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23906.97,1
2020-10-08T14:00:00-00:00,2020-10-08T15:00:00-00:00,ALL,2020-10-08,8,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23626.34,1
2020-10-09T00:00:00-00:00,2020-10-09T01:00:00-00:00,LOAD,2020-10-08,18,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2020-10-08T12:00:00-00:00,2020-10-08T13:00:00-00:00,LOAD,2020-10-08,6,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.67,2
2020-10-08T10:00:00-00:00,2020-10-08T11:00:00-00:00,LOAD,2020-10-08,4,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.65,2
2020-10-08T09:00:00-00:00,2020-10-08T10:00:00-00:00,LOAD,2020-10-08,3,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.64,2
2020-10-09T04:00:00-00:00,2020-10-09T05:00:00-00:00,LOAD,2020-10-08,22,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.65,2
2020-10-09T02:00:00-00:00,2020-10-09T03:00:00-00:00,LOAD,2020-10-08,20,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.65,2
2020-10-08T18:00:00-00:00,2020-10-08T19:00:00-00:00,LOAD,2020-10-08,12,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2020-10-08T15:00:00-00:00,2020-10-08T16:00:00-00:00,LOAD,2020-10-08,9,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2020-10-08T22:00:00-00:00,2020-10-08T23:00:00-00:00,LOAD,2020-10-08,16,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2020-10-08T08:00:00-00:00,2020-10-08T09:00:00-00:00,LOAD,2020-10-08,2,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.65,2
2020-10-09T03:00:00-00:00,2020-10-09T04:00:00-00:00,LOAD,2020-10-08,21,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.65,2
2020-10-08T20:00:00-00:00,2020-10-08T21:00:00-00:00,LOAD,2020-10-08,14,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2020-10-08T14:00:00-00:00,2020-10-08T15:00:00-00:00,LOAD,2020-10-08,8,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2020-10-08T13:00:00-00:00,2020-10-08T14:00:00-00:00,LOAD,2020-10-08,7,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.47,2
2020-10-08T07:00:00-00:00,2020-10-08T08:00:00-00:00,LOAD,2020-10-08,1,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.64,2
2020-10-08T23:00:00-00:00,2020-10-09T00:00:00-00:00,LOAD,2020-10-08,17,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
