INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,SLRS_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_ZONE_NAME,SCHEDULE,XML_DATA_ITEM,POS,MW,GROUP
2021-08-08T14:00:00-00:00,2021-08-08T15:00:00-00:00,ALL,2021-08-08,8,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,21189.12,1
2021-08-09T01:00:00-00:00,2021-08-09T02:00:00-00:00,ALL,2021-08-08,19,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,33118.17,1
2021-08-09T06:00:00-00:00,2021-08-09T07:00:00-00:00,ALL,2021-08-08,24,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,25943.17,1
2021-08-08T10:00:00-00:00,2021-08-08T11:00:00-00:00,ALL,2021-08-08,4,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,21675.09,1
2021-08-08T20:00:00-00:00,2021-08-08T21:00:00-00:00,ALL,2021-08-08,14,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,26334.77,1
2021-08-09T04:00:00-00:00,2021-08-09T05:00:00-00:00,ALL,2021-08-08,22,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,30270.46,1
2021-08-08T13:00:00-00:00,2021-08-08T14:00:00-00:00,ALL,2021-08-08,7,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,20863.73,1
2021-08-08T15:00:00-00:00,2021-08-08T16:00:00-00:00,ALL,2021-08-08,9,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,21650.98,1
2021-08-08T17:00:00-00:00,2021-08-08T18:00:00-00:00,ALL,2021-08-08,11,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22721.22,1
2021-08-08T09:00:00-00:00,2021-08-08T10:00:00-00:00,ALL,2021-08-08,3,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22368.85,1
2021-08-08T11:00:00-00:00,2021-08-08T12:00:00-00:00,ALL,2021-08-08,5,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,21376.29,1
2021-08-08T16:00:00-00:00,2021-08-08T17:00:00-00:00,ALL,2021-08-08,10,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22068.52,1
2021-08-09T00:00:00-00:00,2021-08-09T01:00:00-00:00,ALL,2021-08-08,18,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,32693.95,1
2021-08-09T03:00:00-00:00,2021-08-09T04:00:00-00:00,ALL,2021-08-08,21,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,31761.87,1
2021-08-08T21:00:00-00:00,2021-08-08T22:00:00-00:00,ALL,2021-08-08,15,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,27940.58,1
2021-08-09T02:00:00-00:00,2021-08-09T03:00:00-00:00,ALL,2021-08-08,20,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,32339.24,1
2021-08-09T05:00:00-00:00,2021-08-09T06:00:00-00:00,ALL,2021-08-08,23,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,28087.09,1
2021-08-08T08:00:00-00:00,2021-08-08T09:00:00-00:00,ALL,2021-08-08,2,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23487.19,1
2021-08-08T12:00:00-00:00,2021-08-08T13:00:00-00:00,ALL,2021-08-08,6,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,21194.47,1
2021-08-08T18:00:00-00:00,2021-08-08T19:00:00-00:00,ALL,2021-08-08,12,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23617.99,1
2021-08-08T19:00:00-00:00,2021-08-08T20:00:00-00:00,ALL,2021-08-08,13,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,24827.35,1
2021-08-08T22:00:00-00:00,2021-08-08T23:00:00-00:00,ALL,2021-08-08,16,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,29673.4,1
2021-08-08T23:00:00-00:00,2021-08-09T00:00:00-00:00,ALL,2021-08-08,17,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,31232.49,1
2021-08-08T07:00:00-00:00,2021-08-08T08:00:00-00:00,ALL,2021-08-08,1,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,24799.61,1
2021-08-08T10:00:00-00:00,2021-08-08T11:00:00-00:00,LOAD,2021-08-08,4,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.67,2
2021-08-09T05:00:00-00:00,2021-08-09T06:00:00-00:00,LOAD,2021-08-08,23,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.64,2
2021-08-09T01:00:00-00:00,2021-08-09T02:00:00-00:00,LOAD,2021-08-08,19,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-09T06:00:00-00:00,2021-08-09T07:00:00-00:00,LOAD,2021-08-08,24,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.64,2
2021-08-08T09:00:00-00:00,2021-08-08T10:00:00-00:00,LOAD,2021-08-08,3,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.65,2
2021-08-08T11:00:00-00:00,2021-08-08T12:00:00-00:00,LOAD,2021-08-08,5,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.63,2
2021-08-08T17:00:00-00:00,2021-08-08T18:00:00-00:00,LOAD,2021-08-08,11,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-08T23:00:00-00:00,2021-08-09T00:00:00-00:00,LOAD,2021-08-08,17,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-08T15:00:00-00:00,2021-08-08T16:00:00-00:00,LOAD,2021-08-08,9,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-08T20:00:00-00:00,2021-08-08T21:00:00-00:00,LOAD,2021-08-08,14,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-08T08:00:00-00:00,2021-08-08T09:00:00-00:00,LOAD,2021-08-08,2,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.64,2
2021-08-08T12:00:00-00:00,2021-08-08T13:00:00-00:00,LOAD,2021-08-08,6,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.63,2
2021-08-09T02:00:00-00:00,2021-08-09T03:00:00-00:00,LOAD,2021-08-08,20,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.31,2
2021-08-09T03:00:00-00:00,2021-08-09T04:00:00-00:00,LOAD,2021-08-08,21,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.72,2
2021-08-09T04:00:00-00:00,2021-08-09T05:00:00-00:00,LOAD,2021-08-08,22,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.64,2
2021-08-08T13:00:00-00:00,2021-08-08T14:00:00-00:00,LOAD,2021-08-08,7,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.12,2
2021-08-08T21:00:00-00:00,2021-08-08T22:00:00-00:00,LOAD,2021-08-08,15,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-08T07:00:00-00:00,2021-08-08T08:00:00-00:00,LOAD,2021-08-08,1,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0.64,2
2021-08-08T18:00:00-00:00,2021-08-08T19:00:00-00:00,LOAD,2021-08-08,12,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-08T19:00:00-00:00,2021-08-08T20:00:00-00:00,LOAD,2021-08-08,13,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-09T00:00:00-00:00,2021-08-09T01:00:00-00:00,LOAD,2021-08-08,18,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-08T14:00:00-00:00,2021-08-08T15:00:00-00:00,LOAD,2021-08-08,8,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-08T16:00:00-00:00,2021-08-08T17:00:00-00:00,LOAD,2021-08-08,10,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-08T22:00:00-00:00,2021-08-08T23:00:00-00:00,LOAD,2021-08-08,16,0,DAM,NONTAC,Load,TOT_LOAD_MW,8,0,2
2021-08-08T13:00:00-00:00,2021-08-08T14:00:00-00:00,LOAD,2021-08-08,7,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,9336.14,3
2021-08-08T08:00:00-00:00,2021-08-08T09:00:00-00:00,LOAD,2021-08-08,2,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,10716.58,3
2021-08-09T00:00:00-00:00,2021-08-09T01:00:00-00:00,LOAD,2021-08-08,18,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,16405.46,3
2021-08-08T18:00:00-00:00,2021-08-08T19:00:00-00:00,LOAD,2021-08-08,12,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,11829.21,3
2021-08-08T22:00:00-00:00,2021-08-08T23:00:00-00:00,LOAD,2021-08-08,16,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,15608.77,3
2021-08-09T01:00:00-00:00,2021-08-09T02:00:00-00:00,LOAD,2021-08-08,19,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,16167.87,3
2021-08-09T06:00:00-00:00,2021-08-09T07:00:00-00:00,LOAD,2021-08-08,24,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,12196.44,3
2021-08-08T10:00:00-00:00,2021-08-08T11:00:00-00:00,LOAD,2021-08-08,4,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,9775.78,3
2021-08-08T12:00:00-00:00,2021-08-08T13:00:00-00:00,LOAD,2021-08-08,6,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,9587.02,3
2021-08-08T11:00:00-00:00,2021-08-08T12:00:00-00:00,LOAD,2021-08-08,5,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,9641.5,3
2021-08-08T16:00:00-00:00,2021-08-08T17:00:00-00:00,LOAD,2021-08-08,10,0,DAM,TAC_ECNTR,Load,TOT_LOAD_MW,8,10479.86,3
