INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,SLRS_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_ZONE_NAME,SCHEDULE,XML_DATA_ITEM,POS,MW,GROUP
2021-09-16T10:00:00-00:00,2021-09-16T11:00:00-00:00,ALL,2021-09-16,4,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,21217.47,1
2021-09-17T06:00:00-00:00,2021-09-17T07:00:00-00:00,ALL,2021-09-16,24,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,24630.93,1
2021-09-16T07:00:00-00:00,2021-09-16T08:00:00-00:00,ALL,2021-09-16,1,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23467.24,1
2021-09-16T08:00:00-00:00,2021-09-16T09:00:00-00:00,ALL,2021-09-16,2,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22365.5,1
2021-09-17T01:00:00-00:00,2021-09-17T02:00:00-00:00,ALL,2021-09-16,19,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,31530.49,1
2021-09-16T12:00:00-00:00,2021-09-16T13:00:00-00:00,ALL,2021-09-16,6,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22432.03,1
2021-09-16T13:00:00-00:00,2021-09-16T14:00:00-00:00,ALL,2021-09-16,7,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,24054.6,1
2021-09-16T23:00:00-00:00,2021-09-17T00:00:00-00:00,ALL,2021-09-16,17,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,30911.78,1
2021-09-17T02:00:00-00:00,2021-09-17T03:00:00-00:00,ALL,2021-09-16,20,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,31195.66,1
2021-09-17T04:00:00-00:00,2021-09-17T05:00:00-00:00,ALL,2021-09-16,22,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,28641.35,1
2021-09-16T20:00:00-00:00,2021-09-16T21:00:00-00:00,ALL,2021-09-16,14,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,27318.78,1
