INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,SLRS_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_ZONE_NAME,SCHEDULE,XML_DATA_ITEM,POS,MW,GROUP
2021-04-22T09:00:00-00:00,2021-04-22T10:00:00-00:00,ALL,2021-04-22,3,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,19336.48,1
2021-04-22T15:00:00-00:00,2021-04-22T16:00:00-00:00,ALL,2021-04-22,9,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23237.21,1
2021-04-22T20:00:00-00:00,2021-04-22T21:00:00-00:00,ALL,2021-04-22,14,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,20894.51,1
2021-04-22T21:00:00-00:00,2021-04-22T22:00:00-00:00,ALL,2021-04-22,15,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,20973,1
2021-04-22T23:00:00-00:00,2021-04-23T00:00:00-00:00,ALL,2021-04-22,17,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22097.52,1
2021-04-22T07:00:00-00:00,2021-04-22T08:00:00-00:00,ALL,2021-04-22,1,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,20457.89,1
2021-04-22T10:00:00-00:00,2021-04-22T11:00:00-00:00,ALL,2021-04-22,4,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,19205.39,1
2021-04-22T11:00:00-00:00,2021-04-22T12:00:00-00:00,ALL,2021-04-22,5,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,19470.26,1
2021-04-22T19:00:00-00:00,2021-04-22T20:00:00-00:00,ALL,2021-04-22,13,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,21055.28,1
2021-04-23T00:00:00-00:00,2021-04-23T01:00:00-00:00,ALL,2021-04-22,18,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23169.75,1
2021-04-23T01:00:00-00:00,2021-04-23T02:00:00-00:00,ALL,2021-04-22,19,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,24347.21,1
2021-04-22T08:00:00-00:00,2021-04-22T09:00:00-00:00,ALL,2021-04-22,2,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,19801.73,1
2021-04-22T12:00:00-00:00,2021-04-22T13:00:00-00:00,ALL,2021-04-22,6,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,20605.27,1
