INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,SLRS_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_ZONE_NAME,SCHEDULE,XML_DATA_ITEM,POS,MW,GROUP
2020-08-31T09:00:00-00:00,2020-08-31T10:00:00-00:00,ALL,2020-08-31,3,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,21652.05,1
2020-08-31T22:00:00-00:00,2020-08-31T23:00:00-00:00,ALL,2020-08-31,16,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,33929.71,1
2020-08-31T19:00:00-00:00,2020-08-31T20:00:00-00:00,ALL,2020-08-31,13,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,29317.52,1
2020-08-31T23:00:00-00:00,2020-09-01T00:00:00-00:00,ALL,2020-08-31,17,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,35109.67,1
2020-08-31T08:00:00-00:00,2020-08-31T09:00:00-00:00,ALL,2020-08-31,2,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22336.17,1
2020-09-01T05:00:00-00:00,2020-09-01T06:00:00-00:00,ALL,2020-08-31,23,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,28622.35,1
2020-09-01T06:00:00-00:00,2020-09-01T07:00:00-00:00,ALL,2020-08-31,24,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,26237.52,1
2020-08-31T10:00:00-00:00,2020-08-31T11:00:00-00:00,ALL,2020-08-31,4,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,21333.49,1
2020-08-31T12:00:00-00:00,2020-08-31T13:00:00-00:00,ALL,2020-08-31,6,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,22606.49,1
2020-09-01T02:00:00-00:00,2020-09-01T03:00:00-00:00,ALL,2020-08-31,20,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,34849.4,1
2020-09-01T03:00:00-00:00,2020-09-01T04:00:00-00:00,ALL,2020-08-31,21,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,33735.07,1
2020-09-01T04:00:00-00:00,2020-09-01T05:00:00-00:00,ALL,2020-08-31,22,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,31428.42,1
2020-08-31T21:00:00-00:00,2020-08-31T22:00:00-00:00,ALL,2020-08-31,15,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,32562.49,1
2020-09-01T00:00:00-00:00,2020-09-01T01:00:00-00:00,ALL,2020-08-31,18,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,36122.09,1
2020-09-01T01:00:00-00:00,2020-09-01T02:00:00-00:00,ALL,2020-08-31,19,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,35761.78,1
2020-08-31T13:00:00-00:00,2020-08-31T14:00:00-00:00,ALL,2020-08-31,7,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,23957.56,1
2020-08-31T15:00:00-00:00,2020-08-31T16:00:00-00:00,ALL,2020-08-31,9,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,25855.56,1
2020-08-31T17:00:00-00:00,2020-08-31T18:00:00-00:00,ALL,2020-08-31,11,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,26994.82,1
2020-08-31T11:00:00-00:00,2020-08-31T12:00:00-00:00,ALL,2020-08-31,5,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,21663.12,1
2020-08-31T20:00:00-00:00,2020-08-31T21:00:00-00:00,ALL,2020-08-31,14,0,DAM,Caiso_Totals,Load,ISO_TOT_LOAD_MW,4,30910.47,1
