Time Stamp,Time Zone,Fuel Category,Gen MWh
07/15/2017 00:05:00,EDT,Dual Fuel,2810.0
07/15/2017 00:05:00,EDT,Natural Gas,2139.0
07/15/2017 00:05:00,EDT,Nuclear,5286.0
07/15/2017 00:05:00,EDT,Other Fossil Fuels,0.0
07/15/2017 00:05:00,EDT,Other Renewables,297.0
07/15/2017 00:05:00,EDT,Wind,102.0
07/15/2017 00:05:00,EDT,Hydro,3038.0
07/15/2017 00:10:00,EDT,Dual Fuel,2695.0
07/15/2017 00:10:00,EDT,Natural Gas,2090.0
07/15/2017 00:10:00,EDT,Nuclear,5285.0
07/15/2017 00:10:00,EDT,Other Fossil Fuels,0.0
07/15/2017 00:10:00,EDT,Other Renewables,293.0
07/15/2017 00:10:00,EDT,Wind,102.0
07/15/2017 00:10:00,EDT,Hydro,2924.0
07/15/2017 00:15:00,EDT,Dual Fuel,2625.0
07/15/2017 00:15:00,EDT,Natural Gas,2072.0
07/15/2017 00:15:00,EDT,Nuclear,5285.0
07/15/2017 00:15:00,EDT,Other Fossil Fuels,0.0
07/15/2017 00:15:00,EDT,Other Renewables,292.0
07/15/2017 00:15:00,EDT,Wind,103.0
07/15/2017 00:15:00,EDT,Hydro,2809.0
07/15/2017 00:20:00,EDT,Dual Fuel,2536.0
07/15/2017 00:20:00,EDT,Natural Gas,2111.0
07/15/2017 00:20:00,EDT,Nuclear,5285.0
07/15/2017 00:20:00,EDT,Other Fossil Fuels,0.0
07/15/2017 00:20:00,EDT,Other Renewables,291.0
07/15/2017 00:20:00,EDT,Wind,100.0
07/15/2017 00:20:00,EDT,Hydro,2781.0
07/15/2017 00:25:00,EDT,Dual Fuel,2483.0
07/15/2017 00:25:00,EDT,Natural Gas,2125.0
07/15/2017 00:25:00,EDT,Nuclear,5285.0
07/15/2017 00:25:00,EDT,Other Fossil Fuels,0.0
07/15/2017 00:25:00,EDT,Other Renewables,292.0
07/15/2017 00:25:00,EDT,Wind,105.0
07/15/2017 00:25:00,EDT,Hydro,2804.0
07/15/2017 00:30:00,EDT,Dual Fuel,2484.0
07/15/2017 00:30:00,EDT,Natural Gas,2089.0
07/15/2017 00:30:00,EDT,Nuclear,5288.0
07/15/2017 00:30:00,EDT,Other Fossil Fuels,0.0
07/15/2017 00:30:00,EDT,Other Renewables,294.0
07/15/2017 00:30:00,EDT,Wind,112.0
07/15/2017 00:30:00,EDT,Hydro,2806.0
07/15/2017 00:35:00,EDT,Dual Fuel,2441.0
07/15/2017 00:35:00,EDT,Natural Gas,2075.0
07/15/2017 00:35:00,EDT,Nuclear,5286.0
07/15/2017 00:35:00,EDT,Other Fossil Fuels,0.0
07/15/2017 00:35:00,EDT,Other Renewables,294.0
07/15/2017 00:35:00,EDT,Wind,119.0
07/15/2017 00:35:00,EDT,Hydro,2800.0
07/15/2017 00:40:00,EDT,Dual Fuel,2382.0
07/15/2017 00:40:00,EDT,Natural Gas,2093.0
07/15/2017 00:40:00,EDT,Nuclear,5284.0
07/15/2017 00:40:00,EDT,Other Fossil Fuels,0.0
07/15/2017 00:40:00,EDT,Other Renewables,299.0
07/15/2017 00:40:00,EDT,Wind,125.0
07/15/2017 00:40:00,EDT,Hydro,2715.0
07/15/2017 00:45:00,EDT,Dual Fuel,2373.0
07/15/2017 00:45:00,EDT,Natural Gas,2105.0
07/15/2017 00:45:00,EDT,Nuclear,5285.0
07/15/2017 00:45:00,EDT,Other Fossil Fuels,0.0
07/15/2017 00:45:00,EDT,Other Renewables,298.0
