Time Stamp,Time Zone,Fuel Category,Gen MWh
09/19/2017 00:05:00,EDT,Dual Fuel,2880.0
09/19/2017 00:05:00,EDT,Natural Gas,3208.0
09/19/2017 00:05:00,EDT,Nuclear,4300.0
09/19/2017 00:05:00,EDT,Other Fossil Fuels,0.0
09/19/2017 00:05:00,EDT,Other Renewables,257.0
09/19/2017 00:05:00,EDT,Wind,341.0
09/19/2017 00:05:00,EDT,Hydro,2472.0
09/19/2017 00:10:00,EDT,Dual Fuel,2909.0
09/19/2017 00:10:00,EDT,Natural Gas,3119.0
09/19/2017 00:10:00,EDT,Nuclear,4303.0
09/19/2017 00:10:00,EDT,Other Fossil Fuels,0.0
09/19/2017 00:10:00,EDT,Other Renewables,261.0
09/19/2017 00:10:00,EDT,Wind,338.0
09/19/2017 00:10:00,EDT,Hydro,2466.0
09/19/2017 00:15:00,EDT,Dual Fuel,2929.0
09/19/2017 00:15:00,EDT,Natural Gas,3095.0
09/19/2017 00:15:00,EDT,Nuclear,4303.0
09/19/2017 00:15:00,EDT,Other Fossil Fuels,0.0
09/19/2017 00:15:00,EDT,Other Renewables,258.0
09/19/2017 00:15:00,EDT,Wind,335.0
09/19/2017 00:15:00,EDT,Hydro,2458.0
09/19/2017 00:20:00,EDT,Dual Fuel,2896.0
09/19/2017 00:20:00,EDT,Natural Gas,3070.0
09/19/2017 00:20:00,EDT,Nuclear,4302.0
09/19/2017 00:20:00,EDT,Other Fossil Fuels,0.0
09/19/2017 00:20:00,EDT,Other Renewables,257.0
09/19/2017 00:20:00,EDT,Wind,330.0
09/19/2017 00:20:00,EDT,Hydro,2400.0
09/19/2017 00:25:00,EDT,Dual Fuel,2857.0
09/19/2017 00:25:00,EDT,Natural Gas,3049.0
09/19/2017 00:25:00,EDT,Nuclear,4304.0
09/19/2017 00:25:00,EDT,Other Fossil Fuels,0.0
09/19/2017 00:25:00,EDT,Other Renewables,259.0
09/19/2017 00:25:00,EDT,Wind,330.0
09/19/2017 00:25:00,EDT,Hydro,2318.0
09/19/2017 00:30:00,EDT,Dual Fuel,2803.0
09/19/2017 00:30:00,EDT,Natural Gas,3040.0
09/19/2017 00:30:00,EDT,Nuclear,4305.0
09/19/2017 00:30:00,EDT,Other Fossil Fuels,0.0
09/19/2017 00:30:00,EDT,Other Renewables,260.0
