Time Stamp,Time Zone,Fuel Category,Gen MWh
05/03/2017 00:05:00,EDT,Dual Fuel,2315.0
05/03/2017 00:05:00,EDT,Natural Gas,2112.0
05/03/2017 00:05:00,EDT,Nuclear,3780.0
05/03/2017 00:05:00,EDT,Other Fossil Fuels,115.0
05/03/2017 00:05:00,EDT,Other Renewables,248.0
05/03/2017 00:05:00,EDT,Wind,1248.0
05/03/2017 00:05:00,EDT,Hydro,2951.0
05/03/2017 00:10:00,EDT,Dual Fuel,2344.0
05/03/2017 00:10:00,EDT,Natural Gas,2045.0
05/03/2017 00:10:00,EDT,Nuclear,3778.0
05/03/2017 00:10:00,EDT,Other Fossil Fuels,115.0
05/03/2017 00:10:00,EDT,Other Renewables,246.0
05/03/2017 00:10:00,EDT,Wind,1231.0
05/03/2017 00:10:00,EDT,Hydro,2925.0
05/03/2017 00:15:00,EDT,Dual Fuel,2322.0
05/03/2017 00:15:00,EDT,Natural Gas,2079.0
05/03/2017 00:15:00,EDT,Nuclear,3779.0
05/03/2017 00:15:00,EDT,Other Fossil Fuels,115.0
05/03/2017 00:15:00,EDT,Other Renewables,250.0
05/03/2017 00:15:00,EDT,Wind,1205.0
05/03/2017 00:15:00,EDT,Hydro,2905.0
05/03/2017 00:20:00,EDT,Dual Fuel,2310.0
05/03/2017 00:20:00,EDT,Natural Gas,2167.0
05/03/2017 00:20:00,EDT,Nuclear,3779.0
05/03/2017 00:20:00,EDT,Other Fossil Fuels,115.0
05/03/2017 00:20:00,EDT,Other Renewables,249.0
05/03/2017 00:20:00,EDT,Wind,1177.0
05/03/2017 00:20:00,EDT,Hydro,2872.0
05/03/2017 00:25:00,EDT,Dual Fuel,2303.0
05/03/2017 00:25:00,EDT,Natural Gas,2228.0
05/03/2017 00:25:00,EDT,Nuclear,3780.0
05/03/2017 00:25:00,EDT,Other Fossil Fuels,115.0
05/03/2017 00:25:00,EDT,Other Renewables,246.0
05/03/2017 00:25:00,EDT,Wind,1188.0
05/03/2017 00:25:00,EDT,Hydro,2850.0
05/03/2017 00:30:00,EDT,Dual Fuel,2295.0
05/03/2017 00:30:00,EDT,Natural Gas,2236.0
05/03/2017 00:30:00,EDT,Nuclear,3779.0
05/03/2017 00:30:00,EDT,Other Fossil Fuels,115.0
05/03/2017 00:30:00,EDT,Other Renewables,245.0
05/03/2017 00:30:00,EDT,Wind,1182.0
05/03/2017 00:30:00,EDT,Hydro,2802.0
05/03/2017 00:35:00,EDT,Dual Fuel,2281.0
05/03/2017 00:35:00,EDT,Natural Gas,2236.0
05/03/2017 00:35:00,EDT,Nuclear,3780.0
05/03/2017 00:35:00,EDT,Other Fossil Fuels,115.0
05/03/2017 00:35:00,EDT,Other Renewables,249.0
05/03/2017 00:35:00,EDT,Wind,1182.0
05/03/2017 00:35:00,EDT,Hydro,2796.0
05/03/2017 00:40:00,EDT,Dual Fuel,2277.0
05/03/2017 00:40:00,EDT,Natural Gas,2230.0
05/03/2017 00:40:00,EDT,Nuclear,3779.0
05/03/2017 00:40:00,EDT,Other Fossil Fuels,115.0
05/03/2017 00:40:00,EDT,Other Renewables,248.0
05/03/2017 00:40:00,EDT,Wind,1174.0
05/03/2017 00:40:00,EDT,Hydro,2781.0
05/03/2017 00:45:00,EDT,Dual Fuel,2268.0
05/03/2017 00:45:00,EDT,Natural Gas,2206.0
05/03/2017 00:45:00,EDT,Nuclear,3780.0
05/03/2017 00:45:00,EDT,Other Fossil Fuels,115.0
05/03/2017 00:45:00,EDT,Other Renewables,249.0
05/03/2017 00:45:00,EDT,Wind,1156.0
05/03/2017 00:45:00,EDT,Hydro,2771.0
05/03/2017 00:50:00,EDT,Dual Fuel,2255.0
05/03/2017 00:50:00,EDT,Natural Gas,2203.0
05/03/2017 00:50:00,EDT,Nuclear,3781.0
05/03/2017 00:50:00,EDT,Other Fossil Fuels,115.0
05/03/2017 00:50:00,EDT,Other Renewables,246.0
05/03/2017 00:50:00,EDT,Wind,1158.0
05/03/2017 00:50:00,EDT,Hydro,2748.0
05/03/2017 00:55:00,EDT,Dual Fuel,2247.0
05/03/2017 00:55:00,EDT,Natural Gas,2207.0
05/03/2017 00:55:00,EDT,Nuclear,3780.0
05/03/2017 00:55:00,EDT,Other Fossil Fuels,115.0
05/03/2017 00:55:00,EDT,Other Renewables,246.0
05/03/2017 00:55:00,EDT,Wind,1154.0
05/03/2017 00:55:00,EDT,Hydro,2759.0
05/03/2017 01:00:00,EDT,Dual Fuel,2295.0
05/03/2017 01:00:00,EDT,Natural Gas,2241.0
05/03/2017 01:00:00,EDT,Nuclear,3781.0
05/03/2017 01:00:00,EDT,Other Fossil Fuels,115.0
05/03/2017 01:00:00,EDT,Other Renewables,246.0
05/03/2017 01:00:00,EDT,Wind,1146.0
05/03/2017 01:00:00,EDT,Hydro,2696.0
05/03/2017 01:05:00,EDT,Dual Fuel,2407.0
05/03/2017 01:05:00,EDT,Natural Gas,2285.0
05/03/2017 01:05:00,EDT,Nuclear,3776.0
05/03/2017 01:05:00,EDT,Other Fossil Fuels,115.0
05/03/2017 01:05:00,EDT,Other Renewables,248.0
05/03/2017 01:05:00,EDT,Wind,1140.0
05/03/2017 01:05:00,EDT,Hydro,2653.0
05/03/2017 01:10:00,EDT,Dual Fuel,2367.0
05/03/2017 01:10:00,EDT,Natural Gas,2314.0
05/03/2017 01:10:00,EDT,Nuclear,3781.0
05/03/2017 01:10:00,EDT,Other Fossil Fuels,114.0
05/03/2017 01:10:00,EDT,Other Renewables,245.0
05/03/2017 01:10:00,EDT,Wind,1198.0
05/03/2017 01:10:00,EDT,Hydro,2523.0
05/03/2017 01:15:00,EDT,Dual Fuel,2319.0
05/03/2017 01:15:00,EDT,Natural Gas,2329.0
05/03/2017 01:15:00,EDT,Nuclear,3779.0
05/03/2017 01:15:00,EDT,Other Fossil Fuels,115.0
