Time Stamp,Time Zone,Fuel Category,Gen MWh
08/13/2017 00:05:00,EDT,Dual Fuel,2554.0
08/13/2017 00:05:00,EDT,Natural Gas,2535.0
08/13/2017 00:05:00,EDT,Nuclear,5265.0
08/13/2017 00:05:00,EDT,Other Fossil Fuels,0.0
08/13/2017 00:05:00,EDT,Other Renewables,290.0
08/13/2017 00:05:00,EDT,Wind,364.0
08/13/2017 00:05:00,EDT,Hydro,2563.0
08/13/2017 00:10:00,EDT,Dual Fuel,2557.0
08/13/2017 00:10:00,EDT,Natural Gas,2417.0
08/13/2017 00:10:00,EDT,Nuclear,5264.0
08/13/2017 00:10:00,EDT,Other Fossil Fuels,0.0
08/13/2017 00:10:00,EDT,Other Renewables,290.0
08/13/2017 00:10:00,EDT,Wind,362.0
08/13/2017 00:10:00,EDT,Hydro,2599.0
08/13/2017 00:15:00,EDT,Dual Fuel,2557.0
08/13/2017 00:15:00,EDT,Natural Gas,2247.0
08/13/2017 00:15:00,EDT,Nuclear,5265.0
08/13/2017 00:15:00,EDT,Other Fossil Fuels,0.0
08/13/2017 00:15:00,EDT,Other Renewables,291.0
08/13/2017 00:15:00,EDT,Wind,365.0
08/13/2017 00:15:00,EDT,Hydro,2671.0
08/13/2017 00:20:00,EDT,Dual Fuel,2563.0
08/13/2017 00:20:00,EDT,Natural Gas,2174.0
08/13/2017 00:20:00,EDT,Nuclear,5267.0
08/13/2017 00:20:00,EDT,Other Fossil Fuels,0.0
08/13/2017 00:20:00,EDT,Other Renewables,287.0
08/13/2017 00:20:00,EDT,Wind,381.0
08/13/2017 00:20:00,EDT,Hydro,2675.0
08/13/2017 00:25:00,EDT,Dual Fuel,2594.0
08/13/2017 00:25:00,EDT,Natural Gas,2139.0
08/13/2017 00:25:00,EDT,Nuclear,5269.0
08/13/2017 00:25:00,EDT,Other Fossil Fuels,0.0
08/13/2017 00:25:00,EDT,Other Renewables,291.0
08/13/2017 00:25:00,EDT,Wind,398.0
08/13/2017 00:25:00,EDT,Hydro,2723.0
08/13/2017 00:30:00,EDT,Dual Fuel,2632.0
08/13/2017 00:30:00,EDT,Natural Gas,2091.0
08/13/2017 00:30:00,EDT,Nuclear,5266.0
08/13/2017 00:30:00,EDT,Other Fossil Fuels,0.0
08/13/2017 00:30:00,EDT,Other Renewables,292.0
08/13/2017 00:30:00,EDT,Wind,418.0
08/13/2017 00:30:00,EDT,Hydro,2697.0
08/13/2017 00:35:00,EDT,Dual Fuel,2637.0
08/13/2017 00:35:00,EDT,Natural Gas,2049.0
08/13/2017 00:35:00,EDT,Nuclear,5270.0
08/13/2017 00:35:00,EDT,Other Fossil Fuels,0.0
08/13/2017 00:35:00,EDT,Other Renewables,295.0
08/13/2017 00:35:00,EDT,Wind,409.0
08/13/2017 00:35:00,EDT,Hydro,2690.0
08/13/2017 00:40:00,EDT,Dual Fuel,2631.0
08/13/2017 00:40:00,EDT,Natural Gas,2006.0
08/13/2017 00:40:00,EDT,Nuclear,5267.0
08/13/2017 00:40:00,EDT,Other Fossil Fuels,0.0
08/13/2017 00:40:00,EDT,Other Renewables,294.0
08/13/2017 00:40:00,EDT,Wind,390.0
08/13/2017 00:40:00,EDT,Hydro,2706.0
08/13/2017 00:45:00,EDT,Dual Fuel,2628.0
08/13/2017 00:45:00,EDT,Natural Gas,1989.0
08/13/2017 00:45:00,EDT,Nuclear,5267.0
08/13/2017 00:45:00,EDT,Other Fossil Fuels,0.0
08/13/2017 00:45:00,EDT,Other Renewables,295.0
08/13/2017 00:45:00,EDT,Wind,390.0
08/13/2017 00:45:00,EDT,Hydro,2722.0
08/13/2017 00:50:00,EDT,Dual Fuel,2624.0
08/13/2017 00:50:00,EDT,Natural Gas,1991.0
08/13/2017 00:50:00,EDT,Nuclear,5267.0
