Time Stamp,Time Zone,Fuel Category,Gen MW
06/03/2020 00:05:00,EDT,Dual Fuel,1441.0
06/03/2020 00:05:00,EDT,Natural Gas,2465.0
06/03/2020 00:05:00,EDT,Nuclear,4368.0
06/03/2020 00:05:00,EDT,Other Fossil Fuels,1.0
06/03/2020 00:05:00,EDT,Other Renewables,258.0
06/03/2020 00:05:00,EDT,Wind,580.0
06/03/2020 00:05:00,EDT,Hydro,3011.0
06/03/2020 00:10:00,EDT,Dual Fuel,1491.0
06/03/2020 00:10:00,EDT,Natural Gas,2488.0
06/03/2020 00:10:00,EDT,Nuclear,4368.0
06/03/2020 00:10:00,EDT,Other Fossil Fuels,1.0
06/03/2020 00:10:00,EDT,Other Renewables,259.0
06/03/2020 00:10:00,EDT,Wind,554.0
06/03/2020 00:10:00,EDT,Hydro,3052.0
06/03/2020 00:15:00,EDT,Dual Fuel,1481.0
06/03/2020 00:15:00,EDT,Natural Gas,2509.0
06/03/2020 00:15:00,EDT,Nuclear,4368.0
06/03/2020 00:15:00,EDT,Other Fossil Fuels,1.0
06/03/2020 00:15:00,EDT,Other Renewables,254.0
06/03/2020 00:15:00,EDT,Wind,557.0
06/03/2020 00:15:00,EDT,Hydro,3080.0
06/03/2020 00:20:00,EDT,Dual Fuel,1466.0
06/03/2020 00:20:00,EDT,Natural Gas,2487.0
06/03/2020 00:20:00,EDT,Nuclear,4369.0
06/03/2020 00:20:00,EDT,Other Fossil Fuels,1.0
06/03/2020 00:20:00,EDT,Other Renewables,253.0
06/03/2020 00:20:00,EDT,Wind,539.0
06/03/2020 00:20:00,EDT,Hydro,3043.0
06/03/2020 00:25:00,EDT,Dual Fuel,1465.0
06/03/2020 00:25:00,EDT,Natural Gas,2457.0
06/03/2020 00:25:00,EDT,Nuclear,4370.0
06/03/2020 00:25:00,EDT,Other Fossil Fuels,1.0
06/03/2020 00:25:00,EDT,Other Renewables,251.0
06/03/2020 00:25:00,EDT,Wind,566.0
06/03/2020 00:25:00,EDT,Hydro,2976.0
06/03/2020 00:30:00,EDT,Dual Fuel,1431.0
06/03/2020 00:30:00,EDT,Natural Gas,2438.0
06/03/2020 00:30:00,EDT,Nuclear,4369.0
06/03/2020 00:30:00,EDT,Other Fossil Fuels,1.0
06/03/2020 00:30:00,EDT,Other Renewables,255.0
06/03/2020 00:30:00,EDT,Wind,536.0
06/03/2020 00:30:00,EDT,Hydro,2933.0
06/03/2020 00:35:00,EDT,Dual Fuel,1392.0
06/03/2020 00:35:00,EDT,Natural Gas,2402.0
06/03/2020 00:35:00,EDT,Nuclear,4367.0
06/03/2020 00:35:00,EDT,Other Fossil Fuels,1.0
06/03/2020 00:35:00,EDT,Other Renewables,254.0
06/03/2020 00:35:00,EDT,Wind,483.0
06/03/2020 00:35:00,EDT,Hydro,2962.0
06/03/2020 00:40:00,EDT,Dual Fuel,1389.0
06/03/2020 00:40:00,EDT,Natural Gas,2334.0
06/03/2020 00:40:00,EDT,Nuclear,4368.0
06/03/2020 00:40:00,EDT,Other Fossil Fuels,1.0
06/03/2020 00:40:00,EDT,Other Renewables,258.0
06/03/2020 00:40:00,EDT,Wind,448.0
06/03/2020 00:40:00,EDT,Hydro,2940.0
06/03/2020 00:45:00,EDT,Dual Fuel,1387.0
06/03/2020 00:45:00,EDT,Natural Gas,2312.0
06/03/2020 00:45:00,EDT,Nuclear,4369.0
06/03/2020 00:45:00,EDT,Other Fossil Fuels,1.0
06/03/2020 00:45:00,EDT,Other Renewables,259.0
06/03/2020 00:45:00,EDT,Wind,366.0
06/03/2020 00:45:00,EDT,Hydro,2941.0
06/03/2020 00:50:00,EDT,Dual Fuel,1391.0
06/03/2020 00:50:00,EDT,Natural Gas,2276.0
06/03/2020 00:50:00,EDT,Nuclear,4368.0
06/03/2020 00:50:00,EDT,Other Fossil Fuels,1.0
06/03/2020 00:50:00,EDT,Other Renewables,258.0
06/03/2020 00:50:00,EDT,Wind,331.0
06/03/2020 00:50:00,EDT,Hydro,2996.0
06/03/2020 00:55:00,EDT,Dual Fuel,1387.0
06/03/2020 00:55:00,EDT,Natural Gas,2261.0
06/03/2020 00:55:00,EDT,Nuclear,4369.0
06/03/2020 00:55:00,EDT,Other Fossil Fuels,1.0
06/03/2020 00:55:00,EDT,Other Renewables,255.0
06/03/2020 00:55:00,EDT,Wind,318.0
06/03/2020 00:55:00,EDT,Hydro,3012.0
06/03/2020 01:00:00,EDT,Dual Fuel,1407.0
06/03/2020 01:00:00,EDT,Natural Gas,2291.0
06/03/2020 01:00:00,EDT,Nuclear,4368.0
06/03/2020 01:00:00,EDT,Other Fossil Fuels,1.0
06/03/2020 01:00:00,EDT,Other Renewables,252.0
06/03/2020 01:00:00,EDT,Wind,308.0
06/03/2020 01:00:00,EDT,Hydro,2937.0
06/03/2020 01:05:00,EDT,Dual Fuel,1495.0
06/03/2020 01:05:00,EDT,Natural Gas,2389.0
06/03/2020 01:05:00,EDT,Nuclear,4367.0
06/03/2020 01:05:00,EDT,Other Fossil Fuels,1.0
06/03/2020 01:05:00,EDT,Other Renewables,252.0
06/03/2020 01:05:00,EDT,Wind,323.0
06/03/2020 01:05:00,EDT,Hydro,2965.0
06/03/2020 01:10:00,EDT,Dual Fuel,1414.0
06/03/2020 01:10:00,EDT,Natural Gas,2428.0
06/03/2020 01:10:00,EDT,Nuclear,4368.0
06/03/2020 01:10:00,EDT,Other Fossil Fuels,1.0
06/03/2020 01:10:00,EDT,Other Renewables,255.0
06/03/2020 01:10:00,EDT,Wind,324.0
06/03/2020 01:10:00,EDT,Hydro,3036.0
06/03/2020 01:15:00,EDT,Dual Fuel,1405.0
06/03/2020 01:15:00,EDT,Natural Gas,2424.0
06/03/2020 01:15:00,EDT,Nuclear,4369.0
06/03/2020 01:15:00,EDT,Other Fossil Fuels,1.0
06/03/2020 01:15:00,EDT,Other Renewables,253.0
06/03/2020 01:15:00,EDT,Wind,299.0
06/03/2020 01:15:00,EDT,Hydro,2970.0
06/03/2020 01:20:00,EDT,Dual Fuel,1409.0
06/03/2020 01:20:00,EDT,Natural Gas,2426.0
06/03/2020 01:20:00,EDT,Nuclear,4371.0
06/03/2020 01:20:00,EDT,Other Fossil Fuels,1.0
06/03/2020 01:20:00,EDT,Other Renewables,250.0
06/03/2020 01:20:00,EDT,Wind,263.0
06/03/2020 01:20:00,EDT,Hydro,3026.0
06/03/2020 01:25:00,EDT,Dual Fuel,1418.0
06/03/2020 01:25:00,EDT,Natural Gas,2423.0
06/03/2020 01:25:00,EDT,Nuclear,4370.0
06/03/2020 01:25:00,EDT,Other Fossil Fuels,1.0
06/03/2020 01:25:00,EDT,Other Renewables,250.0
06/03/2020 01:25:00,EDT,Wind,253.0
06/03/2020 01:25:00,EDT,Hydro,3038.0
06/03/2020 01:30:00,EDT,Dual Fuel,1413.0
06/03/2020 01:30:00,EDT,Natural Gas,2423.0
06/03/2020 01:30:00,EDT,Nuclear,4370.0
06/03/2020 01:30:00,EDT,Other Fossil Fuels,1.0
06/03/2020 01:30:00,EDT,Other Renewables,247.0
06/03/2020 01:30:00,EDT,Wind,264.0
06/03/2020 01:30:00,EDT,Hydro,2984.0
06/03/2020 01:35:00,EDT,Dual Fuel,1393.0
06/03/2020 01:35:00,EDT,Natural Gas,2405.0
06/03/2020 01:35:00,EDT,Nuclear,4371.0
06/03/2020 01:35:00,EDT,Other Fossil Fuels,1.0
06/03/2020 01:35:00,EDT,Other Renewables,250.0
06/03/2020 01:35:00,EDT,Wind,292.0
06/03/2020 01:35:00,EDT,Hydro,2938.0
06/03/2020 01:40:00,EDT,Dual Fuel,1383.0
06/03/2020 01:40:00,EDT,Natural Gas,2366.0
06/03/2020 01:40:00,EDT,Nuclear,4369.0
06/03/2020 01:40:00,EDT,Other Fossil Fuels,1.0
06/03/2020 01:40:00,EDT,Other Renewables,251.0
06/03/2020 01:40:00,EDT,Wind,314.0
06/03/2020 01:40:00,EDT,Hydro,2862.0
06/03/2020 01:45:00,EDT,Dual Fuel,1383.0
06/03/2020 01:45:00,EDT,Natural Gas,2350.0
06/03/2020 01:45:00,EDT,Nuclear,4369.0
06/03/2020 01:45:00,EDT,Other Fossil Fuels,1.0
06/03/2020 01:45:00,EDT,Other Renewables,245.0
06/03/2020 01:45:00,EDT,Wind,339.0
