Time Stamp,Time Zone,Fuel Category,Gen MWh
05/23/2017 00:05:00,EDT,Dual Fuel,1684.0
05/23/2017 00:05:00,EDT,Natural Gas,1038.0
05/23/2017 00:05:00,EDT,Nuclear,5378.0
05/23/2017 00:05:00,EDT,Other Fossil Fuels,50.0
05/23/2017 00:05:00,EDT,Other Renewables,269.0
05/23/2017 00:05:00,EDT,Wind,596.0
05/23/2017 00:05:00,EDT,Hydro,2798.0
05/23/2017 00:10:00,EDT,Dual Fuel,1639.0
05/23/2017 00:10:00,EDT,Natural Gas,962.0
05/23/2017 00:10:00,EDT,Nuclear,5375.0
05/23/2017 00:10:00,EDT,Other Fossil Fuels,50.0
05/23/2017 00:10:00,EDT,Other Renewables,267.0
05/23/2017 00:10:00,EDT,Wind,587.0
05/23/2017 00:10:00,EDT,Hydro,2934.0
05/23/2017 00:15:00,EDT,Dual Fuel,1627.0
05/23/2017 00:15:00,EDT,Natural Gas,964.0
05/23/2017 00:15:00,EDT,Nuclear,5379.0
05/23/2017 00:15:00,EDT,Other Fossil Fuels,50.0
05/23/2017 00:15:00,EDT,Other Renewables,265.0
05/23/2017 00:15:00,EDT,Wind,588.0
05/23/2017 00:15:00,EDT,Hydro,2991.0
05/23/2017 00:20:00,EDT,Dual Fuel,1622.0
05/23/2017 00:20:00,EDT,Natural Gas,955.0
05/23/2017 00:20:00,EDT,Nuclear,5380.0
05/23/2017 00:20:00,EDT,Other Fossil Fuels,50.0
05/23/2017 00:20:00,EDT,Other Renewables,265.0
05/23/2017 00:20:00,EDT,Wind,595.0
05/23/2017 00:20:00,EDT,Hydro,2962.0
05/23/2017 00:25:00,EDT,Dual Fuel,1598.0
05/23/2017 00:25:00,EDT,Natural Gas,924.0
05/23/2017 00:25:00,EDT,Nuclear,5377.0
05/23/2017 00:25:00,EDT,Other Fossil Fuels,51.0
05/23/2017 00:25:00,EDT,Other Renewables,268.0
05/23/2017 00:25:00,EDT,Wind,594.0
05/23/2017 00:25:00,EDT,Hydro,2921.0
05/23/2017 00:30:00,EDT,Dual Fuel,1588.0
05/23/2017 00:30:00,EDT,Natural Gas,900.0
05/23/2017 00:30:00,EDT,Nuclear,5377.0
05/23/2017 00:30:00,EDT,Other Fossil Fuels,50.0
05/23/2017 00:30:00,EDT,Other Renewables,266.0
05/23/2017 00:30:00,EDT,Wind,585.0
05/23/2017 00:30:00,EDT,Hydro,2866.0
05/23/2017 00:35:00,EDT,Dual Fuel,1583.0
05/23/2017 00:35:00,EDT,Natural Gas,896.0
05/23/2017 00:35:00,EDT,Nuclear,5378.0
05/23/2017 00:35:00,EDT,Other Fossil Fuels,50.0
05/23/2017 00:35:00,EDT,Other Renewables,268.0
05/23/2017 00:35:00,EDT,Wind,569.0
05/23/2017 00:35:00,EDT,Hydro,2873.0
05/23/2017 00:40:00,EDT,Dual Fuel,1512.0
05/23/2017 00:40:00,EDT,Natural Gas,896.0
05/23/2017 00:40:00,EDT,Nuclear,5376.0
05/23/2017 00:40:00,EDT,Other Fossil Fuels,50.0
05/23/2017 00:40:00,EDT,Other Renewables,265.0
05/23/2017 00:40:00,EDT,Wind,560.0
05/23/2017 00:40:00,EDT,Hydro,2896.0
05/23/2017 00:45:00,EDT,Dual Fuel,1512.0
05/23/2017 00:45:00,EDT,Natural Gas,896.0
05/23/2017 00:45:00,EDT,Nuclear,5377.0
