Time Stamp,Time Zone,Fuel Category,Gen MWh
01/07/2017 00:05:00,EST,Dual Fuel,2254.0
01/07/2017 00:05:00,EST,Natural Gas,2911.0
01/07/2017 00:05:00,EST,Nuclear,4963.0
01/07/2017 00:05:00,EST,Other Fossil Fuels,601.0
01/07/2017 00:05:00,EST,Other Renewables,268.0
01/07/2017 00:05:00,EST,Wind,317.0
01/07/2017 00:05:00,EST,Hydro,2140.0
01/07/2017 00:10:00,EST,Dual Fuel,2224.0
01/07/2017 00:10:00,EST,Natural Gas,2849.0
01/07/2017 00:10:00,EST,Nuclear,4961.0
01/07/2017 00:10:00,EST,Other Fossil Fuels,577.0
01/07/2017 00:10:00,EST,Other Renewables,267.0
01/07/2017 00:10:00,EST,Wind,322.0
01/07/2017 00:10:00,EST,Hydro,1990.0
01/07/2017 00:15:00,EST,Dual Fuel,2251.0
01/07/2017 00:15:00,EST,Natural Gas,2849.0
01/07/2017 00:15:00,EST,Nuclear,4963.0
01/07/2017 00:15:00,EST,Other Fossil Fuels,580.0
01/07/2017 00:15:00,EST,Other Renewables,273.0
01/07/2017 00:15:00,EST,Wind,323.0
01/07/2017 00:15:00,EST,Hydro,1950.0
01/07/2017 00:20:00,EST,Dual Fuel,2238.0
01/07/2017 00:20:00,EST,Natural Gas,2799.0
01/07/2017 00:20:00,EST,Nuclear,4961.0
01/07/2017 00:20:00,EST,Other Fossil Fuels,610.0
01/07/2017 00:20:00,EST,Other Renewables,276.0
01/07/2017 00:20:00,EST,Wind,325.0
01/07/2017 00:20:00,EST,Hydro,1939.0
01/07/2017 00:22:11,EST,Dual Fuel,2259.0
01/07/2017 00:22:11,EST,Natural Gas,2771.0
01/07/2017 00:22:11,EST,Nuclear,4961.0
01/07/2017 00:22:11,EST,Other Fossil Fuels,616.0
01/07/2017 00:22:11,EST,Other Renewables,272.0
01/07/2017 00:22:11,EST,Wind,326.0
01/07/2017 00:22:11,EST,Hydro,1935.0
01/07/2017 00:23:59,EST,Dual Fuel,2284.0
