Time Stamp,Time Zone,Fuel Category,Gen MWh
02/06/2017 00:05:00,EST,Dual Fuel,1769.0
02/06/2017 00:05:00,EST,Natural Gas,2239.0
02/06/2017 00:05:00,EST,Nuclear,4465.0
02/06/2017 00:05:00,EST,Other Fossil Fuels,0.0
02/06/2017 00:05:00,EST,Other Renewables,284.0
02/06/2017 00:05:00,EST,Wind,1248.0
02/06/2017 00:05:00,EST,Hydro,2463.0
02/06/2017 00:10:00,EST,Dual Fuel,1760.0
02/06/2017 00:10:00,EST,Natural Gas,2242.0
02/06/2017 00:10:00,EST,Nuclear,4463.0
02/06/2017 00:10:00,EST,Other Fossil Fuels,0.0
02/06/2017 00:10:00,EST,Other Renewables,285.0
02/06/2017 00:10:00,EST,Wind,1243.0
02/06/2017 00:10:00,EST,Hydro,2401.0
02/06/2017 00:15:00,EST,Dual Fuel,1756.0
02/06/2017 00:15:00,EST,Natural Gas,2260.0
02/06/2017 00:15:00,EST,Nuclear,4464.0
02/06/2017 00:15:00,EST,Other Fossil Fuels,0.0
02/06/2017 00:15:00,EST,Other Renewables,282.0
02/06/2017 00:15:00,EST,Wind,1226.0
02/06/2017 00:15:00,EST,Hydro,2366.0
02/06/2017 00:20:00,EST,Dual Fuel,1736.0
02/06/2017 00:20:00,EST,Natural Gas,2202.0
02/06/2017 00:20:00,EST,Nuclear,4465.0
02/06/2017 00:20:00,EST,Other Fossil Fuels,0.0
02/06/2017 00:20:00,EST,Other Renewables,284.0
02/06/2017 00:20:00,EST,Wind,1201.0
02/06/2017 00:20:00,EST,Hydro,2362.0
02/06/2017 00:25:00,EST,Dual Fuel,1726.0
02/06/2017 00:25:00,EST,Natural Gas,2151.0
02/06/2017 00:25:00,EST,Nuclear,4462.0
02/06/2017 00:25:00,EST,Other Fossil Fuels,0.0
02/06/2017 00:25:00,EST,Other Renewables,284.0
02/06/2017 00:25:00,EST,Wind,1156.0
02/06/2017 00:25:00,EST,Hydro,2423.0
02/06/2017 00:30:00,EST,Dual Fuel,1724.0
02/06/2017 00:30:00,EST,Natural Gas,2149.0
02/06/2017 00:30:00,EST,Nuclear,4463.0
02/06/2017 00:30:00,EST,Other Fossil Fuels,0.0
02/06/2017 00:30:00,EST,Other Renewables,284.0
02/06/2017 00:30:00,EST,Wind,1127.0
02/06/2017 00:30:00,EST,Hydro,2419.0
02/06/2017 00:35:00,EST,Dual Fuel,1726.0
02/06/2017 00:35:00,EST,Natural Gas,2177.0
02/06/2017 00:35:00,EST,Nuclear,4466.0
02/06/2017 00:35:00,EST,Other Fossil Fuels,0.0
02/06/2017 00:35:00,EST,Other Renewables,284.0
02/06/2017 00:35:00,EST,Wind,1098.0
02/06/2017 00:35:00,EST,Hydro,2403.0
02/06/2017 00:40:00,EST,Dual Fuel,1744.0
02/06/2017 00:40:00,EST,Natural Gas,2161.0
02/06/2017 00:40:00,EST,Nuclear,4462.0
02/06/2017 00:40:00,EST,Other Fossil Fuels,0.0
02/06/2017 00:40:00,EST,Other Renewables,286.0
02/06/2017 00:40:00,EST,Wind,1067.0
02/06/2017 00:40:00,EST,Hydro,2396.0
02/06/2017 00:45:00,EST,Dual Fuel,1769.0
02/06/2017 00:45:00,EST,Natural Gas,2140.0
02/06/2017 00:45:00,EST,Nuclear,4463.0
02/06/2017 00:45:00,EST,Other Fossil Fuels,0.0
02/06/2017 00:45:00,EST,Other Renewables,279.0
02/06/2017 00:45:00,EST,Wind,1047.0
02/06/2017 00:45:00,EST,Hydro,2362.0
02/06/2017 00:50:00,EST,Dual Fuel,1785.0
02/06/2017 00:50:00,EST,Natural Gas,2156.0
02/06/2017 00:50:00,EST,Nuclear,4462.0
02/06/2017 00:50:00,EST,Other Fossil Fuels,0.0
02/06/2017 00:50:00,EST,Other Renewables,283.0
02/06/2017 00:50:00,EST,Wind,1045.0
