Time Stamp,Time Zone,Fuel Category,Gen MWh
01/30/2017 00:05:00,EST,Dual Fuel,2362.0
01/30/2017 00:05:00,EST,Natural Gas,1826.0
01/30/2017 00:05:00,EST,Nuclear,4479.0
01/30/2017 00:05:00,EST,Other Fossil Fuels,0.0
01/30/2017 00:05:00,EST,Other Renewables,199.0
01/30/2017 00:05:00,EST,Wind,199.0
01/30/2017 00:05:00,EST,Hydro,2799.0
01/30/2017 00:10:00,EST,Dual Fuel,2295.0
01/30/2017 00:10:00,EST,Natural Gas,1827.0
01/30/2017 00:10:00,EST,Nuclear,4477.0
01/30/2017 00:10:00,EST,Other Fossil Fuels,0.0
01/30/2017 00:10:00,EST,Other Renewables,210.0
01/30/2017 00:10:00,EST,Wind,186.0
01/30/2017 00:10:00,EST,Hydro,2615.0
01/30/2017 00:15:00,EST,Dual Fuel,2280.0
01/30/2017 00:15:00,EST,Natural Gas,1848.0
01/30/2017 00:15:00,EST,Nuclear,4481.0
01/30/2017 00:15:00,EST,Other Fossil Fuels,0.0
01/30/2017 00:15:00,EST,Other Renewables,214.0
01/30/2017 00:15:00,EST,Wind,175.0
01/30/2017 00:15:00,EST,Hydro,2587.0
01/30/2017 00:20:00,EST,Dual Fuel,2296.0
01/30/2017 00:20:00,EST,Natural Gas,1857.0
01/30/2017 00:20:00,EST,Nuclear,4481.0
01/30/2017 00:20:00,EST,Other Fossil Fuels,0.0
01/30/2017 00:20:00,EST,Other Renewables,211.0
01/30/2017 00:20:00,EST,Wind,166.0
01/30/2017 00:20:00,EST,Hydro,2604.0
01/30/2017 00:25:00,EST,Dual Fuel,2256.0
01/30/2017 00:25:00,EST,Natural Gas,1843.0
01/30/2017 00:25:00,EST,Nuclear,4482.0
01/30/2017 00:25:00,EST,Other Fossil Fuels,0.0
01/30/2017 00:25:00,EST,Other Renewables,211.0
01/30/2017 00:25:00,EST,Wind,153.0
01/30/2017 00:25:00,EST,Hydro,2616.0
01/30/2017 00:30:00,EST,Dual Fuel,2268.0
01/30/2017 00:30:00,EST,Natural Gas,1840.0
01/30/2017 00:30:00,EST,Nuclear,4479.0
01/30/2017 00:30:00,EST,Other Fossil Fuels,0.0
01/30/2017 00:30:00,EST,Other Renewables,214.0
01/30/2017 00:30:00,EST,Wind,145.0
01/30/2017 00:30:00,EST,Hydro,2618.0
01/30/2017 00:35:00,EST,Dual Fuel,2311.0
01/30/2017 00:35:00,EST,Natural Gas,1807.0
01/30/2017 00:35:00,EST,Nuclear,4482.0
01/30/2017 00:35:00,EST,Other Fossil Fuels,0.0
01/30/2017 00:35:00,EST,Other Renewables,216.0
01/30/2017 00:35:00,EST,Wind,143.0
01/30/2017 00:35:00,EST,Hydro,2639.0
01/30/2017 00:40:00,EST,Dual Fuel,2306.0
01/30/2017 00:40:00,EST,Natural Gas,1811.0
01/30/2017 00:40:00,EST,Nuclear,4479.0
01/30/2017 00:40:00,EST,Other Fossil Fuels,0.0
01/30/2017 00:40:00,EST,Other Renewables,218.0
01/30/2017 00:40:00,EST,Wind,140.0
01/30/2017 00:40:00,EST,Hydro,2701.0
01/30/2017 00:45:00,EST,Dual Fuel,2303.0
01/30/2017 00:45:00,EST,Natural Gas,1815.0
01/30/2017 00:45:00,EST,Nuclear,4478.0
01/30/2017 00:45:00,EST,Other Fossil Fuels,0.0
01/30/2017 00:45:00,EST,Other Renewables,218.0
01/30/2017 00:45:00,EST,Wind,131.0
01/30/2017 00:45:00,EST,Hydro,2708.0
01/30/2017 00:50:00,EST,Dual Fuel,2302.0
01/30/2017 00:50:00,EST,Natural Gas,1810.0
01/30/2017 00:50:00,EST,Nuclear,4481.0
01/30/2017 00:50:00,EST,Other Fossil Fuels,0.0
01/30/2017 00:50:00,EST,Other Renewables,215.0
01/30/2017 00:50:00,EST,Wind,126.0
01/30/2017 00:50:00,EST,Hydro,2701.0
01/30/2017 00:55:00,EST,Dual Fuel,2305.0
01/30/2017 00:55:00,EST,Natural Gas,1817.0
01/30/2017 00:55:00,EST,Nuclear,4480.0
01/30/2017 00:55:00,EST,Other Fossil Fuels,0.0
01/30/2017 00:55:00,EST,Other Renewables,216.0
01/30/2017 00:55:00,EST,Wind,118.0
01/30/2017 00:55:00,EST,Hydro,2702.0
01/30/2017 01:00:00,EST,Dual Fuel,2300.0
01/30/2017 01:00:00,EST,Natural Gas,1830.0
01/30/2017 01:00:00,EST,Nuclear,4480.0
01/30/2017 01:00:00,EST,Other Fossil Fuels,0.0
01/30/2017 01:00:00,EST,Other Renewables,218.0
01/30/2017 01:00:00,EST,Wind,106.0
01/30/2017 01:00:00,EST,Hydro,2692.0
01/30/2017 01:05:00,EST,Dual Fuel,2307.0
01/30/2017 01:05:00,EST,Natural Gas,1828.0
01/30/2017 01:05:00,EST,Nuclear,4479.0
01/30/2017 01:05:00,EST,Other Fossil Fuels,0.0
01/30/2017 01:05:00,EST,Other Renewables,212.0
01/30/2017 01:05:00,EST,Wind,97.0
01/30/2017 01:05:00,EST,Hydro,2676.0
01/30/2017 01:10:00,EST,Dual Fuel,2313.0
01/30/2017 01:10:00,EST,Natural Gas,1841.0
01/30/2017 01:10:00,EST,Nuclear,4479.0
01/30/2017 01:10:00,EST,Other Fossil Fuels,0.0
01/30/2017 01:10:00,EST,Other Renewables,210.0
01/30/2017 01:10:00,EST,Wind,90.0
01/30/2017 01:10:00,EST,Hydro,2729.0
01/30/2017 01:15:00,EST,Dual Fuel,2315.0
01/30/2017 01:15:00,EST,Natural Gas,1905.0
01/30/2017 01:15:00,EST,Nuclear,4482.0
01/30/2017 01:15:00,EST,Other Fossil Fuels,0.0
01/30/2017 01:15:00,EST,Other Renewables,216.0
01/30/2017 01:15:00,EST,Wind,87.0
01/30/2017 01:15:00,EST,Hydro,2735.0
01/30/2017 01:20:00,EST,Dual Fuel,2313.0
01/30/2017 01:20:00,EST,Natural Gas,1896.0
01/30/2017 01:20:00,EST,Nuclear,4482.0
01/30/2017 01:20:00,EST,Other Fossil Fuels,0.0
01/30/2017 01:20:00,EST,Other Renewables,217.0
01/30/2017 01:20:00,EST,Wind,83.0
01/30/2017 01:20:00,EST,Hydro,2680.0
01/30/2017 01:25:00,EST,Dual Fuel,2309.0
01/30/2017 01:25:00,EST,Natural Gas,1892.0
01/30/2017 01:25:00,EST,Nuclear,4479.0
01/30/2017 01:25:00,EST,Other Fossil Fuels,0.0
01/30/2017 01:25:00,EST,Other Renewables,219.0
01/30/2017 01:25:00,EST,Wind,86.0
01/30/2017 01:25:00,EST,Hydro,2634.0
01/30/2017 01:30:00,EST,Dual Fuel,2301.0
01/30/2017 01:30:00,EST,Natural Gas,1887.0
01/30/2017 01:30:00,EST,Nuclear,4481.0
01/30/2017 01:30:00,EST,Other Fossil Fuels,0.0
01/30/2017 01:30:00,EST,Other Renewables,219.0
01/30/2017 01:30:00,EST,Wind,89.0
01/30/2017 01:30:00,EST,Hydro,2588.0
01/30/2017 01:35:00,EST,Dual Fuel,2288.0
01/30/2017 01:35:00,EST,Natural Gas,1879.0
01/30/2017 01:35:00,EST,Nuclear,4478.0
01/30/2017 01:35:00,EST,Other Fossil Fuels,0.0
01/30/2017 01:35:00,EST,Other Renewables,217.0
01/30/2017 01:35:00,EST,Wind,87.0
01/30/2017 01:35:00,EST,Hydro,2556.0
01/30/2017 01:40:00,EST,Dual Fuel,2273.0
01/30/2017 01:40:00,EST,Natural Gas,1882.0
01/30/2017 01:40:00,EST,Nuclear,4481.0
01/30/2017 01:40:00,EST,Other Fossil Fuels,0.0
01/30/2017 01:40:00,EST,Other Renewables,212.0
01/30/2017 01:40:00,EST,Wind,86.0
01/30/2017 01:40:00,EST,Hydro,2564.0
01/30/2017 01:45:00,EST,Dual Fuel,2255.0
01/30/2017 01:45:00,EST,Natural Gas,1885.0
01/30/2017 01:45:00,EST,Nuclear,4481.0
01/30/2017 01:45:00,EST,Other Fossil Fuels,0.0
01/30/2017 01:45:00,EST,Other Renewables,212.0
01/30/2017 01:45:00,EST,Wind,84.0
01/30/2017 01:45:00,EST,Hydro,2581.0
01/30/2017 01:50:00,EST,Dual Fuel,2240.0
01/30/2017 01:50:00,EST,Natural Gas,1878.0
01/30/2017 01:50:00,EST,Nuclear,4484.0
01/30/2017 01:50:00,EST,Other Fossil Fuels,0.0
01/30/2017 01:50:00,EST,Other Renewables,220.0
01/30/2017 01:50:00,EST,Wind,83.0
01/30/2017 01:50:00,EST,Hydro,2562.0
01/30/2017 01:55:00,EST,Dual Fuel,2217.0
01/30/2017 01:55:00,EST,Natural Gas,1896.0
01/30/2017 01:55:00,EST,Nuclear,4478.0
01/30/2017 01:55:00,EST,Other Fossil Fuels,0.0
01/30/2017 01:55:00,EST,Other Renewables,217.0
01/30/2017 01:55:00,EST,Wind,84.0
01/30/2017 01:55:00,EST,Hydro,2585.0
01/30/2017 02:00:00,EST,Dual Fuel,2208.0
01/30/2017 02:00:00,EST,Natural Gas,1912.0
01/30/2017 02:00:00,EST,Nuclear,4482.0
01/30/2017 02:00:00,EST,Other Fossil Fuels,0.0
01/30/2017 02:00:00,EST,Other Renewables,216.0
01/30/2017 02:00:00,EST,Wind,86.0
01/30/2017 02:00:00,EST,Hydro,2565.0
01/30/2017 02:05:00,EST,Dual Fuel,2208.0
01/30/2017 02:05:00,EST,Natural Gas,1915.0
01/30/2017 02:05:00,EST,Nuclear,4481.0
01/30/2017 02:05:00,EST,Other Fossil Fuels,0.0
01/30/2017 02:05:00,EST,Other Renewables,218.0
01/30/2017 02:05:00,EST,Wind,90.0
01/30/2017 02:05:00,EST,Hydro,2566.0
01/30/2017 02:10:00,EST,Dual Fuel,2195.0
01/30/2017 02:10:00,EST,Natural Gas,1916.0
