Time Stamp,Time Zone,Fuel Category,Gen MW
05/11/2020 00:05:00,EDT,Dual Fuel,1573.0
05/11/2020 00:05:00,EDT,Natural Gas,2008.0
05/11/2020 00:05:00,EDT,Nuclear,3805.0
05/11/2020 00:05:00,EDT,Other Fossil Fuels,1.0
05/11/2020 00:05:00,EDT,Other Renewables,274.0
05/11/2020 00:05:00,EDT,Wind,393.0
05/11/2020 00:05:00,EDT,Hydro,2844.0
05/11/2020 00:10:00,EDT,Dual Fuel,1579.0
05/11/2020 00:10:00,EDT,Natural Gas,2025.0
05/11/2020 00:10:00,EDT,Nuclear,3806.0
05/11/2020 00:10:00,EDT,Other Fossil Fuels,1.0
05/11/2020 00:10:00,EDT,Other Renewables,271.0
05/11/2020 00:10:00,EDT,Wind,398.0
05/11/2020 00:10:00,EDT,Hydro,2737.0
05/11/2020 00:15:00,EDT,Dual Fuel,1574.0
05/11/2020 00:15:00,EDT,Natural Gas,1957.0
05/11/2020 00:15:00,EDT,Nuclear,3807.0
05/11/2020 00:15:00,EDT,Other Fossil Fuels,1.0
05/11/2020 00:15:00,EDT,Other Renewables,276.0
05/11/2020 00:15:00,EDT,Wind,403.0
05/11/2020 00:15:00,EDT,Hydro,2718.0
05/11/2020 00:20:00,EDT,Dual Fuel,1567.0
05/11/2020 00:20:00,EDT,Natural Gas,1858.0
05/11/2020 00:20:00,EDT,Nuclear,3809.0
05/11/2020 00:20:00,EDT,Other Fossil Fuels,1.0
05/11/2020 00:20:00,EDT,Other Renewables,273.0
05/11/2020 00:20:00,EDT,Wind,432.0
05/11/2020 00:20:00,EDT,Hydro,2667.0
05/11/2020 00:25:00,EDT,Dual Fuel,1550.0
05/11/2020 00:25:00,EDT,Natural Gas,1828.0
05/11/2020 00:25:00,EDT,Nuclear,3806.0
05/11/2020 00:25:00,EDT,Other Fossil Fuels,1.0
05/11/2020 00:25:00,EDT,Other Renewables,269.0
05/11/2020 00:25:00,EDT,Wind,445.0
05/11/2020 00:25:00,EDT,Hydro,2535.0
05/11/2020 00:30:00,EDT,Dual Fuel,1541.0
05/11/2020 00:30:00,EDT,Natural Gas,1804.0
05/11/2020 00:30:00,EDT,Nuclear,3806.0
05/11/2020 00:30:00,EDT,Other Fossil Fuels,1.0
05/11/2020 00:30:00,EDT,Other Renewables,271.0
05/11/2020 00:30:00,EDT,Wind,463.0
05/11/2020 00:30:00,EDT,Hydro,2496.0
05/11/2020 00:35:00,EDT,Dual Fuel,1526.0
05/11/2020 00:35:00,EDT,Natural Gas,1778.0
05/11/2020 00:35:00,EDT,Nuclear,3804.0
05/11/2020 00:35:00,EDT,Other Fossil Fuels,1.0
05/11/2020 00:35:00,EDT,Other Renewables,275.0
05/11/2020 00:35:00,EDT,Wind,484.0
05/11/2020 00:35:00,EDT,Hydro,2397.0
05/11/2020 00:40:00,EDT,Dual Fuel,1504.0
05/11/2020 00:40:00,EDT,Natural Gas,1763.0
05/11/2020 00:40:00,EDT,Nuclear,3806.0
05/11/2020 00:40:00,EDT,Other Fossil Fuels,1.0
05/11/2020 00:40:00,EDT,Other Renewables,278.0
05/11/2020 00:40:00,EDT,Wind,456.0
05/11/2020 00:40:00,EDT,Hydro,2293.0
05/11/2020 00:45:00,EDT,Dual Fuel,1489.0
05/11/2020 00:45:00,EDT,Natural Gas,1764.0
05/11/2020 00:45:00,EDT,Nuclear,3805.0
05/11/2020 00:45:00,EDT,Other Fossil Fuels,1.0
05/11/2020 00:45:00,EDT,Other Renewables,275.0
05/11/2020 00:45:00,EDT,Wind,423.0
05/11/2020 00:45:00,EDT,Hydro,2307.0
05/11/2020 00:50:00,EDT,Dual Fuel,1488.0
05/11/2020 00:50:00,EDT,Natural Gas,1764.0
05/11/2020 00:50:00,EDT,Nuclear,3806.0
05/11/2020 00:50:00,EDT,Other Fossil Fuels,1.0
05/11/2020 00:50:00,EDT,Other Renewables,279.0
05/11/2020 00:50:00,EDT,Wind,397.0
05/11/2020 00:50:00,EDT,Hydro,2353.0
05/11/2020 00:55:00,EDT,Dual Fuel,1487.0
05/11/2020 00:55:00,EDT,Natural Gas,1764.0
