Time Stamp,Time Zone,Fuel Category,Gen MWh
02/28/2017 00:05:00,EST,Dual Fuel,1376.0
02/28/2017 00:05:00,EST,Natural Gas,2104.0
02/28/2017 00:05:00,EST,Nuclear,5160.0
02/28/2017 00:05:00,EST,Other Fossil Fuels,45.0
02/28/2017 00:05:00,EST,Other Renewables,241.0
02/28/2017 00:05:00,EST,Wind,328.0
02/28/2017 00:05:00,EST,Hydro,2788.0
02/28/2017 00:10:00,EST,Dual Fuel,1443.0
02/28/2017 00:10:00,EST,Natural Gas,1848.0
02/28/2017 00:10:00,EST,Nuclear,5159.0
02/28/2017 00:10:00,EST,Other Fossil Fuels,45.0
02/28/2017 00:10:00,EST,Other Renewables,237.0
02/28/2017 00:10:00,EST,Wind,323.0
02/28/2017 00:10:00,EST,Hydro,2967.0
02/28/2017 00:15:00,EST,Dual Fuel,1520.0
02/28/2017 00:15:00,EST,Natural Gas,1577.0
02/28/2017 00:15:00,EST,Nuclear,5157.0
02/28/2017 00:15:00,EST,Other Fossil Fuels,45.0
02/28/2017 00:15:00,EST,Other Renewables,238.0
02/28/2017 00:15:00,EST,Wind,305.0
02/28/2017 00:15:00,EST,Hydro,3111.0
02/28/2017 00:20:00,EST,Dual Fuel,1481.0
02/28/2017 00:20:00,EST,Natural Gas,1485.0
02/28/2017 00:20:00,EST,Nuclear,5156.0
02/28/2017 00:20:00,EST,Other Fossil Fuels,45.0
02/28/2017 00:20:00,EST,Other Renewables,239.0
02/28/2017 00:20:00,EST,Wind,291.0
02/28/2017 00:20:00,EST,Hydro,3276.0
02/28/2017 00:25:00,EST,Dual Fuel,1403.0
02/28/2017 00:25:00,EST,Natural Gas,1422.0
02/28/2017 00:25:00,EST,Nuclear,5154.0
02/28/2017 00:25:00,EST,Other Fossil Fuels,45.0
02/28/2017 00:25:00,EST,Other Renewables,235.0
02/28/2017 00:25:00,EST,Wind,281.0
02/28/2017 00:25:00,EST,Hydro,3356.0
02/28/2017 00:30:00,EST,Dual Fuel,1325.0
02/28/2017 00:30:00,EST,Natural Gas,1358.0
02/28/2017 00:30:00,EST,Nuclear,5153.0
02/28/2017 00:30:00,EST,Other Fossil Fuels,45.0
02/28/2017 00:30:00,EST,Other Renewables,234.0
02/28/2017 00:30:00,EST,Wind,267.0
02/28/2017 00:30:00,EST,Hydro,3465.0
02/28/2017 00:35:00,EST,Dual Fuel,1322.0
02/28/2017 00:35:00,EST,Natural Gas,1324.0
02/28/2017 00:35:00,EST,Nuclear,5155.0
02/28/2017 00:35:00,EST,Other Fossil Fuels,45.0
02/28/2017 00:35:00,EST,Other Renewables,240.0
02/28/2017 00:35:00,EST,Wind,259.0
02/28/2017 00:35:00,EST,Hydro,3601.0
