file_pair,score,score_clipped
"('Code-data\\new 14.txt', 'Code-data\\new 15.txt')",0.664550244808197,0.664550244808197
"('Code-data\\new 14.txt', 'Code-data\\new 18.txt')",0.618427574634552,0.618427574634552
"('Code-data\\new 14.txt', 'Code-data\\new 8.txt')",0.5433902144432068,0.5433902144432068
"('Code-data\\new 14.txt', 'Code-data\\new 8gt.txt')",0.6714640855789185,0.6714640855789185
"('Code-data\\new 14.txt', 'Code-data\\new 9.txt')",0.6352282166481018,0.6352282166481018
"('Code-data\\new 15.txt', 'Code-data\\new 18.txt')",0.6155484318733215,0.6155484318733215
"('Code-data\\new 15.txt', 'Code-data\\new 8.txt')",0.5760241150856018,0.5760241150856018
"('Code-data\\new 15.txt', 'Code-data\\new 8gt.txt')",0.640608012676239,0.640608012676239
"('Code-data\\new 15.txt', 'Code-data\\new 9.txt')",0.6273608803749084,0.6273608803749084
"('Code-data\\new 18.txt', 'Code-data\\new 8.txt')",0.5743167996406555,0.5743167996406555
"('Code-data\\new 18.txt', 'Code-data\\new 8gt.txt')",0.6556209921836853,0.6556209921836853
"('Code-data\\new 18.txt', 'Code-data\\new 9.txt')",0.6287137866020203,0.6287137866020203
"('Code-data\\new 8.txt', 'Code-data\\new 8gt.txt')",0.6540681719779968,0.6540681719779968
"('Code-data\\new 8.txt', 'Code-data\\new 9.txt')",0.6251503825187683,0.6251503825187683
"('Code-data\\new 8gt.txt', 'Code-data\\new 9.txt')",0.6440088748931885,0.6440088748931885
