Interval,GMTIntervalEnd,Settlement Location,Pnode,LMP,MLC,MCC,MEC
08/16/2021 01:00:00,08/16/2021 06:00:00,AEC,SOUC,20.2693,0.3921,-0.2787,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,AECC_CSWS,CSWS_AECC_LA,25.2415,0.8987,4.1869,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,AECC_ELKINS,CSWSELKINSUNELKINS_RA,25.5118,0.6675,4.6884,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,AECC_FITZHUGH,CSWSFITZHUGHPLT1,24.7068,1.0527,3.4981,20.1560
08/16/2021 01:00:00,08/16/2021 06:00:00,AECC_FLTCREEK,CSWSFLINTCRKUN1_JOU_AECC_RA,25.1300,0.2897,4.6844,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,AECC_FULTON,CSWSFULTON_CUNFULT_RA,24.8562,0.8704,3.8299,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,AECC_HYDRO13,CSWSLD13UN1_RA,24.1872,0.2957,3.7356,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,AECC_JWTURK,CSWSTURK_PPUNTURK_AECC_RA,24.9760,0.6510,4.1690,20.1560
08/16/2021 01:00:00,08/16/2021 06:00:00,AECI,AECI,19.2673,0.0045,-0.8932,20.1560
08/16/2021 01:00:00,08/16/2021 06:00:00,AEPM_CSWS,CSWS_LA,26.1039,1.0552,4.8927,20.1560
08/16/2021 01:00:00,08/16/2021 06:00:00,ALTW,MISO,16.1472,-0.1853,-3.8234,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,AMRN,MISO,16.1472,-0.1853,-3.8234,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,ANTELOPE,SPSANTELOPEUNANT1_RA,32.3895,1.5958,10.6378,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,BBA,MISO,16.1472,-0.1853,-3.8234,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,BCA,MISO,16.1472,-0.1853,-3.8234,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,BEPM_RM_NPPD,NPPD_BEPM_RUSHMORE_LA,6.5123,0.2701,-13.9138,20.1560
08/16/2021 01:00:00,08/16/2021 06:00:00,BEPM_TS_NPPD,NPPD_BEPM_TRISTATE_LA,5.6992,-0.6910,-13.7657,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,BLKW,BLKW,36.8681,1.7166,14.9955,20.1560
08/16/2021 01:00:00,08/16/2021 06:00:00,BLUECANYON2,WFECBLUCAN14UNUN2_BLUCAN14_RA,31.4995,0.9694,10.3742,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,BLUECANYON5,WFECCHERRYRDUNBLUCAN5_WND_RA,31.8591,1.4180,10.2852,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,BLUECANYON6,WFECSLCKHILSUNBLUCAN6_WIND_RA,31.5025,0.9724,10.3742,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,BRAZ,MISO,16.1472,-0.1853,-3.8234,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,BUBA,MISO,16.1472,-0.1853,-3.8234,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,BUFFALO_DUNES_WIND,SPSFINNEY1UNBUFFDUNE_WIND_RA,0.4277,-2.2310,-17.4973,20.1560
08/16/2021 01:00:00,08/16/2021 06:00:00,CANADIAN_HILLS_1,OKGECIMARRONUNCANADN1_WIND_RA,29.6569,0.6263,8.8747,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,CANADIAN_HILLS_2,OKGECIMARRONUNCANADN2_WIND_RA,29.6569,0.6263,8.8747,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,CANADIAN_HILLS_3,GRDACMRN_GRDLDCANADN3_WIND_RA,29.6569,0.6263,8.8747,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,CANADIAN_HILLS_4,OKGECIMARRONUNCANADN4_WIND_RA,29.6569,0.6263,8.8747,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,CANADIAN_HILLS_5,OKGECIMARRONUNCANADN5_WIND_RA,29.6569,0.6263,8.8747,20.1559
08/16/2021 01:00:00,08/16/2021 06:00:00,CANEY_RIVER_WINDPOWER,WRCAN_RIVRUNCANEY_WIND_RA,15.7702,-0.6430,-3.7428,20.1560
