Interval,GMTIntervalEnd,Settlement Location,Pnode,LMP,MLC,MCC,MEC
10/06/2020 01:00:00,10/06/2020 06:00:00,AEC,SOUC,16.0186,0.6062,6.3070,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,AECC_CSWS,CSWS_AECC_LA,12.0262,0.6718,2.2490,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,AECC_ELKINS,CSWSELKINSUNELKINS_RA,11.5042,0.5287,1.8701,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,AECC_FITZHUGH,CSWSFITZHUGHPLT1,12.0459,0.6971,2.2434,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,AECC_FLTCREEK,CSWSFLINTCRKUN1_JOU_AECC_RA,12.0094,0.5449,2.3591,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,AECC_FULTON,CSWSFULTON_CUNFULT_RA,11.8619,0.7299,2.0267,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,AECC_HYDRO13,CSWSLD13UN1_RA,11.3878,0.5485,1.7340,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,AECC_JWTURK,CSWSTURK_PPUNTURK_AECC_RA,11.2406,0.7039,1.4314,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,AECI,AECI,17.2799,0.4813,7.6932,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,AEPM_CSWS,CSWS_LA,9.2059,0.5620,-0.4615,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,ALTW,MISO,15.7571,0.4392,6.2125,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,AMRN,MISO,15.7571,0.4392,6.2125,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,ANTELOPE,SPSANTELOPEUNANT1_RA,0.6624,-1.3060,-7.1370,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,BBA,MISO,15.7571,0.4392,6.2125,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,BCA,MISO,15.7571,0.4392,6.2125,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,BEPM_RM_NPPD,NPPD_BEPM_RUSHMORE_LA,13.2904,0.2275,3.9574,9.1055
10/06/2020 01:00:00,10/06/2020 06:00:00,BEPM_TS_NPPD,NPPD_BEPM_TRISTATE_LA,8.9943,-0.6826,0.5715,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,BLKW,BLKW,0.5437,-1.3579,-7.2037,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,BLUECANYON2,WFECBLUCAN14UNUN2_BLUCAN14_RA,-4.5727,-0.8356,-12.8424,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,BLUECANYON5,WFECCHERRYRDUNBLUCAN5_WND_RA,7.9280,-0.4885,-0.6889,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,BLUECANYON6,WFECSLCKHILSUNBLUCAN6_WIND_RA,-4.5551,-0.8181,-12.8424,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,BRAZ,MISO,15.7571,0.4392,6.2125,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,BUBA,MISO,15.7571,0.4392,6.2125,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,BUFFALO_DUNES_WIND,SPSFINNEY1UNBUFFDUNE_WIND_RA,1.7993,-0.9753,-6.3308,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CANADIAN_HILLS_1,OKGECIMARRONUNCANADN1_WIND_RA,1.5754,-0.3278,-7.2022,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CANADIAN_HILLS_2,OKGECIMARRONUNCANADN2_WIND_RA,1.5754,-0.3278,-7.2022,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CANADIAN_HILLS_3,GRDACMRN_GRDLDCANADN3_WIND_RA,1.5754,-0.3278,-7.2022,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CANADIAN_HILLS_4,OKGECIMARRONUNCANADN4_WIND_RA,1.5754,-0.3278,-7.2022,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CANADIAN_HILLS_5,OKGECIMARRONUNCANADN5_WIND_RA,1.5754,-0.3278,-7.2022,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CANEY_RIVER_WINDPOWER,WRCAN_RIVRUNCANEY_WIND_RA,-14.1832,-0.2484,-23.0402,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CASS_CO_1,OPPDCASSCNTYUN1_RA,14.2134,0.2039,4.9041,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CASS_CO_2,OPPDCASSCNTYUN2_RA,14.2134,0.2039,4.9041,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CLEC,MISO,15.7571,0.4392,6.2125,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,COFFEYVILLE_7,GRDACOFFEYGRUN7_RA,-9.4427,0.3684,-18.9164,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,COWP,COWP_LA,20.7841,0.6260,11.0527,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,COWP_GEN1,WRW_PLAINGUNCOWP_GEN1_RA,20.7841,0.6260,11.0527,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,COWP_GEN2,WRW_PLAINGUNCOWP_GEN2_RA,20.7841,0.6260,11.0527,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CPLE,VACS,16.1984,0.5950,6.4980,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CPLW,VACS,16.1984,0.5950,6.4980,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CROSSROADS1,MPSCRSRD_EXUNCROSSROADS1_RA,15.4959,0.6380,5.7525,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CROSSROADS2,MPSCRSRD_EXUNCROSSROADS2_RA,15.4959,0.6380,5.7525,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CROSSROADS3,MPSCRSRD_EXUNCROSSROADS3_RA,15.4959,0.6380,5.7525,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CROSSROADS4,MPSCRSRD_EXUNCROSSROADS4_RA,15.4959,0.6380,5.7525,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWARSENALHILL5,CSWSARSENALUN5_RA,12.7134,0.9920,2.6161,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWCOMANCHE1,CSWSCOMANCHEPLT1,3.9029,-0.3356,-4.8669,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWDOLET1,CSWSDOLET_PPUN1_RA,12.8926,0.7826,3.0046,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWELKCITY,CSWSELK_TAPUNELKCTY_WIND_RA,0.4236,-0.6618,-8.0200,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWETTURK,CSWSTURK_PPUNCSWETTURK_RA,11.2406,0.7039,1.4314,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWFLINTCREEK1,CSWSFLINTCRKUN1_RA,12.0094,0.5449,2.3591,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWJLSTALL,CSWSSTALL_PPPLT1,12.7027,0.9776,2.6197,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWKNOXLEE5,CSWSKNOXLEEUN5_RA,12.2455,0.9295,2.2107,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWLIEBERMAN3,CSWSLIEBERMUN3_RA,12.6353,0.9620,2.5679,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWLIEBERMAN4,CSWSLIEBERMUN4_RA,12.6353,0.9620,2.5679,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWMAJESTICWIND,SPSMAJESTICUNWINDFARM_RA,0.6062,-1.1463,-7.3529,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWMATTISON1,CSWSMATTISONUN1_RA,11.3315,0.4728,1.7534,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWMATTISON2,CSWSMATTISONUN2_RA,11.3315,0.4728,1.7534,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWMATTISON3,CSWSMATTISONUN3_RA,11.3626,0.5038,1.7534,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWMATTISON4,CSWSMATTISONUN4_RA,11.3626,0.5038,1.7534,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWMSTURK,CSWSTURK_PPUNCSWMSTURK_RA,11.2406,0.7039,1.4314,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWNARROWS1,CSWSNARROWSUN1_RA,11.5912,0.8738,1.6121,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWNORTHEASTERN1,CSWSNE_GASPLT1,5.7288,0.3286,-3.7052,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWNORTHEASTERN2,CSWSNE_GASUN2_RA,5.7288,0.3286,-3.7052,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWNORTHEASTERN3,CSWSNE_COALUN3_RA,-1.0945,0.1867,-10.3866,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWPIRKEY1,CSWSPIRKEYUN1_RA,12.0875,0.8240,2.1581,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWRIVERSIDE1,CSWSRIVRSIDEUN1_RA,5.0549,0.2034,-4.2539,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWRIVERSIDE2,CSWSRIVRSIDEUN2_RA,5.0549,0.2034,-4.2539,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWRIVERSIDE3,CSWSRIVRSIDEUN3_RA,5.0549,0.2034,-4.2539,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWRIVERSIDE4,CSWSRIVRSIDEUN4_RA,5.0549,0.2034,-4.2539,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWS.AECC.DRIFTSAND,CSWSDRFTSND4UNDRIFTSAND_WIND_RA,4.9371,-0.2446,-3.9236,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWS.AECC.WILDHORSE,CSWSTUSKAHOMUNWILDHORSE_RA,8.9382,0.3517,-0.5189,9.1054
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWS.CORP.KIAPB1,CSWSKIOWAPLT,5.6728,0.1915,-3.6240,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWS.CORP.KIAPB2,CSWSKIOWAPLT2,5.6728,0.1915,-3.6240,9.1053
10/06/2020 01:00:00,10/06/2020 06:00:00,CSWS.FPLP.RSES,CSWSTERRY_RDUNRS_ENERGY_STRG_RA,3.8659,-0.2094,-5.0300,9.1053
