Interval,GMTIntervalEnd,Settlement Location,Pnode,LMP,MLC,MCC,MEC
06/09/2020 01:00:00,06/09/2020 06:00:00,AEC,SOUC,14.2854,0.3203,1.5705,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,AECC_CSWS,CSWS_AECC_LA,13.6849,0.2749,1.0154,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,AECC_ELKINS,CSWSELKINSUNELKINS_RA,13.7964,0.0277,1.3740,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,AECC_FITZHUGH,CSWSFITZHUGHPLT1,13.8734,0.4340,1.0448,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,AECC_FLTCREEK,CSWSFLINTCRKUN1_JOU_AECC_RA,13.8056,-0.1023,1.5133,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,AECC_FULTON,CSWSFULTON_CUNFULT_RA,13.0869,0.3004,0.3918,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,AECC_HYDRO13,CSWSLD13UN1_RA,13.7475,0.3280,1.0249,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,AECC_JWTURK,CSWSTURK_PPUNTURK_AECC_RA,12.7953,0.2191,0.1815,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,AECI,AECI,14.8201,0.1704,2.2550,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,AEPM_CSWS,CSWS_LA,12.7612,0.1804,0.1862,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,ALTW,MISO,14.3928,0.3130,1.6851,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,AMRN,MISO,14.3928,0.3130,1.6851,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,ANTELOPE,SPSANTELOPEUNANT1_RA,7.7479,-0.3504,-4.2964,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,BBA,MISO,14.3928,0.3130,1.6851,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,BCA,MISO,14.3928,0.3130,1.6851,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,BEPM_RM_NPPD,NPPD_BEPM_RUSHMORE_LA,12.7464,0.0287,0.3230,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,BEPM_TS_NPPD,NPPD_BEPM_TRISTATE_LA,9.8237,-0.9426,-1.6284,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,BLKW,BLKW,8.0292,0.0273,-4.3927,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,BLUECANYON2,WFECBLUCAN14UNUN2_BLUCAN14_RA,8.3156,-1.0930,-2.9860,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,BLUECANYON5,WFECCHERRYRDUNBLUCAN5_WND_RA,8.9617,-0.5266,-2.9064,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,BLUECANYON6,WFECSLCKHILSUNBLUCAN6_WIND_RA,8.3407,-1.0680,-2.9860,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,BRAZ,MISO,14.3928,0.3130,1.6851,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,BUBA,MISO,14.3928,0.3130,1.6851,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,BUFFALO_DUNES_WIND,SPSFINNEY1UNBUFFDUNE_WIND_RA,4.8928,-1.4960,-6.0059,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CANADIAN_HILLS_1,OKGECIMARRONUNCANADN1_WIND_RA,7.9464,-0.7076,-3.7407,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CANADIAN_HILLS_2,OKGECIMARRONUNCANADN2_WIND_RA,7.9464,-0.7076,-3.7407,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CANADIAN_HILLS_3,GRDACMRN_GRDLDCANADN3_WIND_RA,7.9464,-0.7076,-3.7407,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CANADIAN_HILLS_4,OKGECIMARRONUNCANADN4_WIND_RA,7.9464,-0.7076,-3.7407,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CANADIAN_HILLS_5,OKGECIMARRONUNCANADN5_WIND_RA,7.9464,-0.7076,-3.7407,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CANEY_RIVER_WINDPOWER,WRCAN_RIVRUNCANEY_WIND_RA,0.2085,-0.9818,-11.2044,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CASS_CO_1,OPPDCASSCNTYUN1_RA,14.4276,0.0823,1.9506,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CASS_CO_2,OPPDCASSCNTYUN2_RA,14.4276,0.0823,1.9506,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CLEC,MISO,14.3928,0.3130,1.6851,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,COFFEYVILLE_7,GRDACOFFEYGRUN7_RA,13.2156,-0.0763,0.8972,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,COWP,COWP_LA,14.7837,0.2983,2.0907,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,COWP_GEN1,WRW_PLAINGUNCOWP_GEN1_RA,14.7837,0.2983,2.0907,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,COWP_GEN2,WRW_PLAINGUNCOWP_GEN2_RA,14.7837,0.2983,2.0907,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CPLE,VACS,14.3411,0.3156,1.6308,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CPLW,VACS,14.3411,0.3156,1.6308,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CROSSROADS1,MPSCRSRD_EXUNCROSSROADS1_RA,14.1902,0.3121,1.4834,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CROSSROADS2,MPSCRSRD_EXUNCROSSROADS2_RA,14.1902,0.3121,1.4834,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CROSSROADS3,MPSCRSRD_EXUNCROSSROADS3_RA,14.1902,0.3121,1.4834,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CROSSROADS4,MPSCRSRD_EXUNCROSSROADS4_RA,14.1902,0.3121,1.4834,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWARSENALHILL5,CSWSARSENALUN5_RA,13.4053,0.4098,0.6008,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWCOMANCHE1,CSWSCOMANCHEPLT1,9.3029,-0.2685,-2.8233,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWDOLET1,CSWSDOLET_PPUN1_RA,13.5206,0.3847,0.7413,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWELKCITY,CSWSELK_TAPUNELKCTY_WIND_RA,7.6082,-0.9887,-3.7977,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWETTURK,CSWSTURK_PPUNCSWETTURK_RA,12.7953,0.2191,0.1815,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWFLINTCREEK1,CSWSFLINTCRKUN1_RA,13.8056,-0.1023,1.5133,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWJLSTALL,CSWSSTALL_PPPLT1,13.2508,0.2543,0.6018,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWKNOXLEE5,CSWSKNOXLEEUN5_RA,13.4278,0.5322,0.5009,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWLIEBERMAN3,CSWSLIEBERMUN3_RA,13.4708,0.5005,0.5756,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWLIEBERMAN4,CSWSLIEBERMUN4_RA,13.4708,0.5005,0.5756,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWMAJESTICWIND,SPSMAJESTICUNWINDFARM_RA,6.3184,-1.4374,-4.6388,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWMATTISON1,CSWSMATTISONUN1_RA,13.7651,-0.0027,1.3731,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWMATTISON2,CSWSMATTISONUN2_RA,13.7651,-0.0027,1.3731,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWMATTISON3,CSWSMATTISONUN3_RA,13.7652,-0.0026,1.3731,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWMATTISON4,CSWSMATTISONUN4_RA,13.7652,-0.0026,1.3731,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWMSTURK,CSWSTURK_PPUNCSWMSTURK_RA,12.7953,0.2191,0.1815,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWNARROWS1,CSWSNARROWSUN1_RA,13.1177,0.6260,0.0971,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWNORTHEASTERN1,CSWSNE_GASPLT1,12.6653,-0.5269,0.7976,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWNORTHEASTERN2,CSWSNE_GASUN2_RA,12.7364,-0.4558,0.7976,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWNORTHEASTERN3,CSWSNE_COALUN3_RA,12.4889,-0.4228,0.5171,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWPIRKEY1,CSWSPIRKEYUN1_RA,13.3197,0.4396,0.4854,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWRIVERSIDE1,CSWSRIVRSIDEUN1_RA,12.6856,-0.2830,0.5740,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWRIVERSIDE2,CSWSRIVRSIDEUN2_RA,12.6856,-0.2830,0.5740,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWRIVERSIDE3,CSWSRIVRSIDEUN3_RA,12.6856,-0.2830,0.5740,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWRIVERSIDE4,CSWSRIVRSIDEUN4_RA,12.6856,-0.2830,0.5740,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.AECC.DRIFTSAND,CSWSDRFTSND4UNDRIFTSAND_WIND_RA,9.1687,-0.3059,-2.9200,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.AECC.WILDHORSE,CSWSTUSKAHOMUNWILDHORSE_RA,12.5030,0.2357,-0.1273,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.CORP.KIAPB1,CSWSKIOWAPLT,11.7849,-0.0748,-0.5350,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.CORP.KIAPB2,CSWSKIOWAPLT2,11.7849,-0.0748,-0.5350,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.FPLP.RSES,CSWSTERRY_RDUNRS_ENERGY_STRG_RA,9.9937,-0.1839,-2.2171,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.GREENCOUNTRY,CSWSJENKSUNCGCC1_RA,12.4658,-0.4998,0.5709,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.GREENCOUNTRY_2,CSWSJENKSUNCGCC2_RA,12.4635,-0.5021,0.5709,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.GREENCOUNTRY_3,CSWSJENKSUNCGCC3_RA,12.6447,-0.3208,0.5709,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.HCPP.RBPW,CSWSLEONARDUNREDBED_WIND_RA,7.5851,-0.5203,-4.2892,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.OMPA.TURK,CSWSTURK_PPUNTURK_OMPA_RA,12.7953,0.2191,0.1815,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.RSPA.RUSHSPRWNDA,CSWSTERRY_RDUNRUSH_SPRINGS_A_RA,9.9937,-0.1839,-2.2171,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.RSPB.RUSHSPRWNDB,CSWSTERRY_RDUNRUSH_SPRINGS_B_RA,9.9937,-0.1839,-2.2171,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.TNSK.ELKCITY2,CSWSROARKUNELKCTY2_WIND_RA,7.5850,-1.0119,-3.7977,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.VOLT.0002,RICHMOND_DDR,12.9529,0.3968,0.1614,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.VOLT.0003,PLILER_DDR,13.4275,0.5807,0.4521,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWS.VOLT.0004,CSWSWHITNEYUNWHIT_DDR_GEN_RA,13.4829,0.6099,0.4783,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWSEASTMAN,CSWSEASTMANUNEASTMAN_RA,13.4373,0.5537,0.4890,12.3946
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWSLEEPINGBEAR,WFECSLP_BEARUNWINDFARM_RA,3.6166,-1.9847,-6.7934,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWSOUTHWESTERN1,CSWSSW_STAUN1_RA,8.8695,-0.5698,-2.9554,12.3947
06/09/2020 01:00:00,06/09/2020 06:00:00,CSWSOUTHWESTERN2,CSWSSW_STAUN2_RA,8.8695,-0.5698,-2.9554,12.3947
