datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,1,PJM-RTO,,,ZONE,,10.51,12.181815,1.572267,0.099548,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,3,MID-ATL/APS,,,ZONE,,10.51,10.308690,-0.118589,-0.082721,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,51291,AECO,,,ZONE,,10.51,5.567661,-4.429709,-0.512630,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,51292,BGE,,,ZONE,,10.51,14.017132,3.518468,-0.011336,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,51293,DPL,,,ZONE,,10.51,5.465145,-4.668462,-0.376393,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,51295,JCPL,,,ZONE,,10.51,5.744287,-4.331292,-0.434421,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,51296,METED,,,ZONE,,10.51,5.420470,-4.582603,-0.506927,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,51297,PECO,,,ZONE,,10.51,5.353660,-4.609263,-0.547077,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,51298,PEPCO,,,ZONE,,10.51,11.733631,1.230414,-0.006783,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,51299,PPL,,,ZONE,,10.51,5.581352,-4.312572,-0.616076,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,51300,PENELEC,,,ZONE,,10.51,9.023532,-1.379307,-0.107161,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,51301,PSEG,,,ZONE,,10.51,6.977551,-3.102074,-0.430375,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,7633629,RECO,,,ZONE,,10.51,7.841265,-2.293201,-0.375534,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,8394954,APS,,,ZONE,,10.51,10.521095,0.041603,-0.030508,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,8445784,AEP,,,ZONE,,10.51,13.022616,2.208359,0.304257,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,33092371,COMED,,,ZONE,,10.51,11.893246,1.366120,0.017126,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,34508503,DAY,,,ZONE,,10.51,13.169067,1.887283,0.771784,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,34964545,DOM,,,ZONE,,10.51,11.035123,0.402836,0.122287,True,1
9/23/2020 4:00:00 AM,9/23/2020 12:00:00 AM,37737283,DUQ,,,ZONE,,10.51,11.067883,0.536809,0.021074,True,1
