datetime_beginning_utc,datetime_beginning_ept,pnode_id,pnode_name,voltage,equipment,type,zone,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,row_is_current,version_nbr
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,1,PJM-RTO,,,ZONE,,27.75,28.113628,0.030505,0.333122,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,3,MID-ATL/APS,,,ZONE,,27.75,28.828762,0.078351,1.000412,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,51291,AECO,,,ZONE,,27.75,28.449034,-0.010000,0.709034,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,51292,BGE,,,ZONE,,27.75,29.019364,0.189701,1.079663,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,51293,DPL,,,ZONE,,27.75,28.693907,0.030000,0.913907,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,51295,JCPL,,,ZONE,,27.75,28.271262,-0.016111,0.537373,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,51296,METED,,,ZONE,,27.75,27.621965,-0.070086,-0.057949,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,51297,PECO,,,ZONE,,27.75,27.996358,-0.001573,0.247931,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,51298,PEPCO,,,ZONE,,27.75,28.750786,0.090316,0.910470,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,51299,PPL,,,ZONE,,27.75,27.243353,-0.126660,-0.379987,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,51300,PENELEC,,,ZONE,,27.75,27.873021,0.083341,0.039680,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,51301,PSEG,,,ZONE,,27.75,28.273904,0.005450,0.518454,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,7633629,RECO,,,ZONE,,27.75,28.176564,-0.010000,0.436564,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,8394954,APS,,,ZONE,,27.75,27.742860,0.034174,-0.041314,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,8445784,AEP,,,ZONE,,27.75,27.412380,0.024762,-0.362382,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,33092371,COMED,,,ZONE,,27.75,26.749317,-0.180135,-0.820548,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,34508503,DAY,,,ZONE,,27.75,28.400092,0.020000,0.630092,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,34964545,DOM,,,ZONE,,27.75,28.361992,0.045584,0.566408,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,37737283,DUQ,,,ZONE,,27.75,27.184594,0.017959,-0.583365,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,116013753,ATSI,,,ZONE,,27.75,27.716363,0.019393,-0.053030,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,124076095,DEOK,,,ZONE,,27.75,27.495941,0.019943,-0.274002,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,970242670,EKPC,,,ZONE,,27.75,27.072866,0.010312,-0.687446,True,1
7/15/2021 4:00:00 AM,7/15/2021 12:00:00 AM,1709725933,OVEC,,,ZONE,,27.75,26.750000,0.020000,-1.020000,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,1,PJM-RTO,,,ZONE,,25.38,25.690219,0.051755,0.258465,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,3,MID-ATL/APS,,,ZONE,,25.38,26.484290,0.206469,0.897821,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,51291,AECO,,,ZONE,,25.38,25.956174,0.180000,0.396174,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,51292,BGE,,,ZONE,,25.38,26.537076,0.228204,0.928872,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,51293,DPL,,,ZONE,,25.38,26.150382,0.190000,0.580382,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,51295,JCPL,,,ZONE,,25.38,25.813240,0.156613,0.276627,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,51296,METED,,,ZONE,,25.38,25.316838,0.161094,-0.224256,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,51297,PECO,,,ZONE,,25.38,25.582403,0.182095,0.020308,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,51298,PEPCO,,,ZONE,,25.38,26.473670,0.205024,0.888646,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,51299,PPL,,,ZONE,,25.38,25.015530,0.148941,-0.513411,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,51300,PENELEC,,,ZONE,,25.38,25.461717,0.188742,-0.107025,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,51301,PSEG,,,ZONE,,25.38,25.951732,0.312603,0.259129,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,7633629,RECO,,,ZONE,,25.38,25.756877,0.180000,0.196877,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,8394954,APS,,,ZONE,,25.38,25.562925,0.190671,-0.007746,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,8445784,AEP,,,ZONE,,25.38,25.373620,0.270088,-0.276468,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,33092371,COMED,,,ZONE,,25.38,23.316647,-1.301933,-0.761420,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,34508503,DAY,,,ZONE,,25.38,26.108073,0.190000,0.538073,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,34964545,DOM,,,ZONE,,25.38,26.302771,0.194008,0.728763,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,37737283,DUQ,,,ZONE,,25.38,25.043583,0.190000,-0.526417,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,116013753,ATSI,,,ZONE,,25.38,25.496829,0.190000,-0.073171,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,124076095,DEOK,,,ZONE,,25.38,25.321105,0.190000,-0.248895,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,970242670,EKPC,,,ZONE,,25.38,24.987954,0.190000,-0.582046,True,1
7/15/2021 5:00:00 AM,7/15/2021 1:00:00 AM,1709725933,OVEC,,,ZONE,,25.38,24.710000,0.190000,-0.860000,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,1,PJM-RTO,,,ZONE,,23.55,23.863221,0.057549,0.255672,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,3,MID-ATL/APS,,,ZONE,,23.55,24.607909,0.200000,0.857909,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,51291,AECO,,,ZONE,,23.55,24.126638,0.200000,0.376638,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,51292,BGE,,,ZONE,,23.55,24.633729,0.200000,0.883729,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,51293,DPL,,,ZONE,,23.55,24.286155,0.200000,0.536155,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,51295,JCPL,,,ZONE,,23.55,24.024689,0.200000,0.274689,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,51296,METED,,,ZONE,,23.55,23.615901,0.200000,-0.134099,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,51297,PECO,,,ZONE,,23.55,23.814733,0.200000,0.064733,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,51298,PEPCO,,,ZONE,,23.55,24.612254,0.200000,0.862254,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,51299,PPL,,,ZONE,,23.55,23.332959,0.200000,-0.417041,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,51300,PENELEC,,,ZONE,,23.55,23.691522,0.200000,-0.058478,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,51301,PSEG,,,ZONE,,23.55,23.995736,0.200000,0.245736,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,7633629,RECO,,,ZONE,,23.55,23.923801,0.200000,0.173801,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,8394954,APS,,,ZONE,,23.55,23.789647,0.200000,0.039647,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,8445784,AEP,,,ZONE,,23.55,23.558244,0.286242,-0.277998,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,33092371,COMED,,,ZONE,,23.55,21.320030,-1.397598,-0.832372,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,34508503,DAY,,,ZONE,,23.55,24.188261,0.200000,0.438261,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,34964545,DOM,,,ZONE,,23.55,24.474555,0.200000,0.724555,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,37737283,DUQ,,,ZONE,,23.55,23.316577,0.200000,-0.433423,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,116013753,ATSI,,,ZONE,,23.55,23.685163,0.200000,-0.064837,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,124076095,DEOK,,,ZONE,,23.55,23.484048,0.200000,-0.265952,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,970242670,EKPC,,,ZONE,,23.55,23.164662,0.200000,-0.585338,True,1
7/15/2021 6:00:00 AM,7/15/2021 2:00:00 AM,1709725933,OVEC,,,ZONE,,23.55,22.950000,0.200000,-0.800000,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,1,PJM-RTO,,,ZONE,,22.82,23.109688,0.066015,0.223674,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,3,MID-ATL/APS,,,ZONE,,22.82,23.859889,0.250000,0.789889,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,51291,AECO,,,ZONE,,22.82,23.392685,0.250000,0.322685,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,51292,BGE,,,ZONE,,22.82,23.889833,0.250000,0.819833,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,51293,DPL,,,ZONE,,22.82,23.546747,0.250000,0.476747,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,51295,JCPL,,,ZONE,,22.82,23.317048,0.250000,0.247048,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,51296,METED,,,ZONE,,22.82,22.945543,0.250000,-0.124457,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,51297,PECO,,,ZONE,,22.82,23.109468,0.250000,0.039468,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,51298,PEPCO,,,ZONE,,22.82,23.862012,0.250000,0.792012,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,51299,PPL,,,ZONE,,22.82,22.664290,0.250000,-0.405710,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,51300,PENELEC,,,ZONE,,22.82,23.026507,0.250000,-0.043493,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,51301,PSEG,,,ZONE,,22.82,23.293494,0.250000,0.223494,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,7633629,RECO,,,ZONE,,22.82,23.230355,0.250000,0.160355,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,8394954,APS,,,ZONE,,22.82,23.108953,0.250000,0.038953,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,8445784,AEP,,,ZONE,,22.82,22.920274,0.355554,-0.255280,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,33092371,COMED,,,ZONE,,22.82,20.298495,-1.727175,-0.794330,True,1
7/15/2021 7:00:00 AM,7/15/2021 3:00:00 AM,34508503,DAY,,,ZONE,,22.82,23.492091,0.250000,0.422091,True,1
