fileId,fileUrls from query VNP46A1--5000 2020-01-01..2020-06-05 x-98.01y29.93 x-98.01y29.93[5],size
5139847708,/archive/allData/5000/VNP46A1/2020/001/VNP46A1.A2020001.h08v06.001.2020003090215.h5,43697274
5140653520,/archive/allData/5000/VNP46A1/2020/002/VNP46A1.A2020002.h08v06.001.2020004081439.h5,42811061
5141637441,/archive/allData/5000/VNP46A1/2020/003/VNP46A1.A2020003.h08v06.001.2020007042649.h5,46218439
5142186413,/archive/allData/5000/VNP46A1/2020/004/VNP46A1.A2020004.h08v06.001.2020007174610.h5,47712514
5142503088,/archive/allData/5000/VNP46A1/2020/005/VNP46A1.A2020005.h08v06.001.2020008023021.h5,45264414
5142521364,/archive/allData/5000/VNP46A1/2020/006/VNP46A1.A2020006.h08v06.001.2020029060457.h5,44303921
5142691254,/archive/allData/5000/VNP46A1/2020/007/VNP46A1.A2020007.h08v06.001.2020035223453.h5,44192648
5196650163,/archive/allData/5000/VNP46A1/2020/008/VNP46A1.A2020008.h08v06.001.2020056204025.h5,44058164
5193994173,/archive/allData/5000/VNP46A1/2020/009/VNP46A1.A2020009.h08v06.001.2020056045246.h5,52252128
5194194767,/archive/allData/5000/VNP46A1/2020/010/VNP46A1.A2020010.h08v06.001.2020056055614.h5,54162976
5188706030,/archive/allData/5000/VNP46A1/2020/011/VNP46A1.A2020011.h08v06.001.2020052153109.h5,50963833
5188988273,/archive/allData/5000/VNP46A1/2020/012/VNP46A1.A2020012.h08v06.001.2020052165449.h5,48304059
5189877666,/archive/allData/5000/VNP46A1/2020/013/VNP46A1.A2020013.h08v06.001.2020052221730.h5,48854428
5189911415,/archive/allData/5000/VNP46A1/2020/014/VNP46A1.A2020014.h08v06.001.2020052223953.h5,51103225
5187075328,/archive/allData/5000/VNP46A1/2020/015/VNP46A1.A2020015.h08v06.001.2020051185204.h5,53653937
5187281162,/archive/allData/5000/VNP46A1/2020/016/VNP46A1.A2020016.h08v06.001.2020051195928.h5,52023422
5190109080,/archive/allData/5000/VNP46A1/2020/017/VNP46A1.A2020017.h08v06.001.2020053010419.h5,45280986
5190352968,/archive/allData/5000/VNP46A1/2020/018/VNP46A1.A2020018.h08v06.001.2020053034539.h5,44411541
5190430200,/archive/allData/5000/VNP46A1/2020/019/VNP46A1.A2020019.h08v06.001.2020053065621.h5,46474294
5190539964,/archive/allData/5000/VNP46A1/2020/020/VNP46A1.A2020020.h08v06.001.2020053111647.h5,50818650
5190628804,/archive/allData/5000/VNP46A1/2020/021/VNP46A1.A2020021.h08v06.001.2020053141344.h5,50042251
5190716100,/archive/allData/5000/VNP46A1/2020/022/VNP46A1.A2020022.h08v06.001.2020053170543.h5,46590837
5190783310,/archive/allData/5000/VNP46A1/2020/023/VNP46A1.A2020023.h08v06.001.2020053181122.h5,43920453
5190803092,/archive/allData/5000/VNP46A1/2020/024/VNP46A1.A2020024.h08v06.001.2020053190811.h5,46870964
5190845022,/archive/allData/5000/VNP46A1/2020/025/VNP46A1.A2020025.h08v06.001.2020053201234.h5,49268384
5190880307,/archive/allData/5000/VNP46A1/2020/026/VNP46A1.A2020026.h08v06.001.2020053220931.h5,56856108
5190921910,/archive/allData/5000/VNP46A1/2020/027/VNP46A1.A2020027.h08v06.001.2020054003738.h5,52291548
5190963717,/archive/allData/5000/VNP46A1/2020/028/VNP46A1.A2020028.h08v06.001.2020054022051.h5,44909489
5191035879,/archive/allData/5000/VNP46A1/2020/029/VNP46A1.A2020029.h08v06.001.2020054043401.h5,45516777
5191070478,/archive/allData/5000/VNP46A1/2020/030/VNP46A1.A2020030.h08v06.001.2020054052850.h5,50077972
5191086300,/archive/allData/5000/VNP46A1/2020/031/VNP46A1.A2020031.h08v06.001.2020054061003.h5,54587478
5191103719,/archive/allData/5000/VNP46A1/2020/032/VNP46A1.A2020032.h08v06.001.2020054070105.h5,54443509
5188400343,/archive/allData/5000/VNP46A1/2020/033/VNP46A1.A2020033.h08v06.001.2020052073358.h5,44185276
5188420842,/archive/allData/5000/VNP46A1/2020/034/VNP46A1.A2020034.h08v06.001.2020052080801.h5,44754766
5188520245,/archive/allData/5000/VNP46A1/2020/035/VNP46A1.A2020035.h08v06.001.2020052113213.h5,48321378
5188575820,/archive/allData/5000/VNP46A1/2020/036/VNP46A1.A2020036.h08v06.001.2020052142844.h5,54253156
5191283976,/archive/allData/5000/VNP46A1/2020/037/VNP46A1.A2020037.h08v06.001.2020054143316.h5,55634700
5191299287,/archive/allData/5000/VNP46A1/2020/038/VNP46A1.A2020038.h08v06.001.2020054151913.h5,48054245
5191310492,/archive/allData/5000/VNP46A1/2020/039/VNP46A1.A2020039.h08v06.001.2020054155157.h5,45698795
5191376818,/archive/allData/5000/VNP46A1/2020/040/VNP46A1.A2020040.h08v06.001.2020054165346.h5,50689866
5191984353,/archive/allData/5000/VNP46A1/2020/041/VNP46A1.A2020041.h08v06.001.2020055182222.h5,53220818
5196700668,/archive/allData/5000/VNP46A1/2020/042/VNP46A1.A2020042.h08v06.001.2020056205710.h5,54191672
5175247996,/archive/allData/5000/VNP46A1/2020/043/VNP46A1.A2020043.h08v06.001.2020044064330.h5,51788415
5176203589,/archive/allData/5000/VNP46A1/2020/044/VNP46A1.A2020044.h08v06.001.2020045103559.h5,46515656
5177821344,/archive/allData/5000/VNP46A1/2020/045/VNP46A1.A2020045.h08v06.001.2020046101052.h5,45812028
5183498042,/archive/allData/5000/VNP46A1/2020/046/VNP46A1.A2020046.h08v06.001.2020050050341.h5,47443868
5183701693,/archive/allData/5000/VNP46A1/2020/047/VNP46A1.A2020047.h08v06.001.2020050070433.h5,52274514
5183331613,/archive/allData/5000/VNP46A1/2020/048/VNP46A1.A2020048.h08v06.001.2020050025038.h5,48913275
5183870087,/archive/allData/5000/VNP46A1/2020/049/VNP46A1.A2020049.h08v06.001.2020050100806.h5,44031473
5188371112,/archive/allData/5000/VNP46A1/2020/050/VNP46A1.A2020050.h08v06.001.2020052061901.h5,42350742
5189050635,/archive/allData/5000/VNP46A1/2020/051/VNP46A1.A2020051.h08v06.001.2020052171002.h5,43916828
5190588493,/archive/allData/5000/VNP46A1/2020/052/VNP46A1.A2020052.h08v06.001.2020053131010.h5,47869373
5191152447,/archive/allData/5000/VNP46A1/2020/053/VNP46A1.A2020053.h08v06.001.2020054082355.h5,51788485
5193933535,/archive/allData/5000/VNP46A1/2020/054/VNP46A1.A2020054.h08v06.001.2020056043132.h5,48869756
5194853159,/archive/allData/5000/VNP46A1/2020/055/VNP46A1.A2020055.h08v06.001.2020056085438.h5,45502415
5198696851,/archive/allData/5000/VNP46A1/2020/056/VNP46A1.A2020056.h08v06.001.2020057082420.h5,48300651
5200266683,/archive/allData/5000/VNP46A1/2020/057/VNP46A1.A2020057.h08v06.001.2020143084226.h5,51659144
5201835463,/archive/allData/5000/VNP46A1/2020/058/VNP46A1.A2020058.h08v06.001.2020059064013.h5,53841922
5205158729,/archive/allData/5000/VNP46A1/2020/059/VNP46A1.A2020059.h08v06.001.2020060062814.h5,49745245
5207422319,/archive/allData/5000/VNP46A1/2020/060/VNP46A1.A2020060.h08v06.001.2020061074331.h5,43018767
5209529389,/archive/allData/5000/VNP46A1/2020/061/VNP46A1.A2020061.h08v06.001.2020062074741.h5,44371360
5213160533,/archive/allData/5000/VNP46A1/2020/062/VNP46A1.A2020062.h08v06.001.2020063070405.h5,48366451
