fileId,fileUrls from query VNP46A1--5000 2020-01-01..2020-06-05 x-96.57y39.08 x-96.57y39.08[5],size
5139851088,/archive/allData/5000/VNP46A1/2020/001/VNP46A1.A2020001.h08v05.001.2020003091400.h5,41565831
5140652802,/archive/allData/5000/VNP46A1/2020/002/VNP46A1.A2020002.h08v05.001.2020004081312.h5,43216390
5141634673,/archive/allData/5000/VNP46A1/2020/003/VNP46A1.A2020003.h08v05.001.2020007042005.h5,47701727
5142208729,/archive/allData/5000/VNP46A1/2020/004/VNP46A1.A2020004.h08v05.001.2020007182530.h5,47311950
5142497458,/archive/allData/5000/VNP46A1/2020/005/VNP46A1.A2020005.h08v05.001.2020008021729.h5,43417784
5142523385,/archive/allData/5000/VNP46A1/2020/006/VNP46A1.A2020006.h08v05.001.2020029060553.h5,39450129
5142688930,/archive/allData/5000/VNP46A1/2020/007/VNP46A1.A2020007.h08v05.001.2020035223722.h5,40907395
5196725080,/archive/allData/5000/VNP46A1/2020/008/VNP46A1.A2020008.h08v05.001.2020056210621.h5,45919427
5193989873,/archive/allData/5000/VNP46A1/2020/009/VNP46A1.A2020009.h08v05.001.2020056045156.h5,52966077
5194136491,/archive/allData/5000/VNP46A1/2020/010/VNP46A1.A2020010.h08v05.001.2020056053850.h5,53892528
5188633091,/archive/allData/5000/VNP46A1/2020/011/VNP46A1.A2020011.h08v05.001.2020052150441.h5,46251424
5188974628,/archive/allData/5000/VNP46A1/2020/012/VNP46A1.A2020012.h08v05.001.2020052164916.h5,41804915
5189846731,/archive/allData/5000/VNP46A1/2020/013/VNP46A1.A2020013.h08v05.001.2020052215500.h5,46935427
5189956864,/archive/allData/5000/VNP46A1/2020/014/VNP46A1.A2020014.h08v05.001.2020052230848.h5,50095058
5187259671,/archive/allData/5000/VNP46A1/2020/015/VNP46A1.A2020015.h08v05.001.2020051195049.h5,51777518
5187289099,/archive/allData/5000/VNP46A1/2020/016/VNP46A1.A2020016.h08v05.001.2020051200145.h5,45741831
5190107395,/archive/allData/5000/VNP46A1/2020/017/VNP46A1.A2020017.h08v05.001.2020053010224.h5,40991637
5190338807,/archive/allData/5000/VNP46A1/2020/018/VNP46A1.A2020018.h08v05.001.2020053033540.h5,42801623
5190422123,/archive/allData/5000/VNP46A1/2020/019/VNP46A1.A2020019.h08v05.001.2020053063919.h5,44920016
5190549846,/archive/allData/5000/VNP46A1/2020/020/VNP46A1.A2020020.h08v05.001.2020053113838.h5,46318492
5190628803,/archive/allData/5000/VNP46A1/2020/021/VNP46A1.A2020021.h08v05.001.2020053141213.h5,44637816
5190748355,/archive/allData/5000/VNP46A1/2020/022/VNP46A1.A2020022.h08v05.001.2020053173255.h5,39650061
5190771195,/archive/allData/5000/VNP46A1/2020/023/VNP46A1.A2020023.h08v05.001.2020053175014.h5,42926500
5190802347,/archive/allData/5000/VNP46A1/2020/024/VNP46A1.A2020024.h08v05.001.2020053190555.h5,46210171
5190834833,/archive/allData/5000/VNP46A1/2020/025/VNP46A1.A2020025.h08v05.001.2020053194354.h5,50322877
5190885445,/archive/allData/5000/VNP46A1/2020/026/VNP46A1.A2020026.h08v05.001.2020053223158.h5,50065838
5190921270,/archive/allData/5000/VNP46A1/2020/027/VNP46A1.A2020027.h08v05.001.2020054003355.h5,42804358
5190964961,/archive/allData/5000/VNP46A1/2020/028/VNP46A1.A2020028.h08v05.001.2020054022243.h5,43125591
5191035878,/archive/allData/5000/VNP46A1/2020/029/VNP46A1.A2020029.h08v05.001.2020054043407.h5,44617337
5191069431,/archive/allData/5000/VNP46A1/2020/030/VNP46A1.A2020030.h08v05.001.2020054052555.h5,45446412
5191082878,/archive/allData/5000/VNP46A1/2020/031/VNP46A1.A2020031.h08v05.001.2020054055656.h5,50261089
5191104840,/archive/allData/5000/VNP46A1/2020/032/VNP46A1.A2020032.h08v05.001.2020054070334.h5,43890981
5188397732,/archive/allData/5000/VNP46A1/2020/033/VNP46A1.A2020033.h08v05.001.2020052072537.h5,41311832
5188425816,/archive/allData/5000/VNP46A1/2020/034/VNP46A1.A2020034.h08v05.001.2020052081504.h5,44072605
5188520379,/archive/allData/5000/VNP46A1/2020/035/VNP46A1.A2020035.h08v05.001.2020052113310.h5,46968805
5188569704,/archive/allData/5000/VNP46A1/2020/036/VNP46A1.A2020036.h08v05.001.2020052140324.h5,49970566
5191283975,/archive/allData/5000/VNP46A1/2020/037/VNP46A1.A2020037.h08v05.001.2020054143258.h5,47984748
5191299712,/archive/allData/5000/VNP46A1/2020/038/VNP46A1.A2020038.h08v05.001.2020054152034.h5,41846823
5191310642,/archive/allData/5000/VNP46A1/2020/039/VNP46A1.A2020039.h08v05.001.2020054155215.h5,44233438
5191376536,/archive/allData/5000/VNP46A1/2020/040/VNP46A1.A2020040.h08v05.001.2020054165320.h5,49680093
5191991936,/archive/allData/5000/VNP46A1/2020/041/VNP46A1.A2020041.h08v05.001.2020055182535.h5,53377996
5196625534,/archive/allData/5000/VNP46A1/2020/042/VNP46A1.A2020042.h08v05.001.2020056203250.h5,52457868
5175247995,/archive/allData/5000/VNP46A1/2020/043/VNP46A1.A2020043.h08v05.001.2020044064303.h5,44927376
5176204570,/archive/allData/5000/VNP46A1/2020/044/VNP46A1.A2020044.h08v05.001.2020045103614.h5,41309207
5177821512,/archive/allData/5000/VNP46A1/2020/045/VNP46A1.A2020045.h08v05.001.2020046101058.h5,44196359
5183498622,/archive/allData/5000/VNP46A1/2020/046/VNP46A1.A2020046.h08v05.001.2020050050718.h5,49003937
