fileId,fileUrls from query VNP46A1--5000 2020-06-04..2020-06-14 x-96.75y39.46 x-96.75y39.46[5],size
5396134627,/archive/allData/5000/VNP46A1/2020/156/VNP46A1.A2020156.h08v05.001.2020157080241.h5,39903328
5396500459,/archive/allData/5000/VNP46A1/2020/157/VNP46A1.A2020157.h08v05.001.2020158075247.h5,44676068
5396876714,/archive/allData/5000/VNP46A1/2020/158/VNP46A1.A2020158.h08v05.001.2020159072947.h5,46641051
5397382781,/archive/allData/5000/VNP46A1/2020/159/VNP46A1.A2020159.h08v05.001.2020160065234.h5,45477347
5399382134,/archive/allData/5000/VNP46A1/2020/160/VNP46A1.A2020160.h08v05.001.2020161061930.h5,45194904
5400712159,/archive/allData/5000/VNP46A1/2020/161/VNP46A1.A2020161.h08v05.001.2020162080151.h5,40154043
5402219994,/archive/allData/5000/VNP46A1/2020/162/VNP46A1.A2020162.h08v05.001.2020163081752.h5,42602612
5403210839,/archive/allData/5000/VNP46A1/2020/163/VNP46A1.A2020163.h08v05.001.2020164071944.h5,46385684
5404350910,/archive/allData/5000/VNP46A1/2020/164/VNP46A1.A2020164.h08v05.001.2020165064546.h5,49154151
5405412829,/archive/allData/5000/VNP46A1/2020/165/VNP46A1.A2020165.h08v05.001.2020166064523.h5,45142142
