OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/31/2020,01:00,13879.63,1815.27,4100.94,971.37,15758.63,4238.69,8753.04,1431.11,50948.69,N
08/31/2020,02:00,13358.60,1719.31,3993.00,885.31,14936.04,4108.18,8246.37,1513.89,48760.71,N
08/31/2020,03:00,13043.67,1680.60,3922.50,928.92,14370.26,3898.25,7930.25,1468.18,47242.62,N
08/31/2020,04:00,12935.93,1647.19,3921.53,914.99,14149.00,3762.38,7708.74,1451.24,46490.99,N
08/31/2020,05:00,12967.17,1676.25,3942.38,934.11,14199.92,3665.96,7764.42,1419.77,46569.97,N
08/31/2020,06:00,13266.54,1763.21,3946.05,961.91,14586.04,3729.70,7969.09,1418.68,47641.22,N
08/31/2020,07:00,13735.21,1874.38,3980.82,1043.25,15195.44,3859.58,8287.52,1413.38,49389.58,N
08/31/2020,08:00,14027.27,1911.41,3985.65,1048.59,15453.62,3930.04,8476.37,1427.71,50260.65,N
08/31/2020,09:00,14848.13,2012.57,3972.69,1089.21,16088.98,4121.88,8698.48,1501.81,52333.75,N
08/31/2020,10:00,16055.88,2147.66,4016.04,1193.05,17276.65,4483.67,9154.35,1589.24,55916.53,N
08/31/2020,11:00,17286.44,2326.96,4167.42,1212.98,18801.40,4798.88,9797.46,1663.86,60055.40,N
08/31/2020,12:00,18425.80,2477.50,4266.01,1233.11,20378.47,5107.94,10509.25,1738.90,64136.99,N
08/31/2020,13:00,19303.12,2596.27,4266.47,1360.50,21698.56,5402.74,11218.32,1752.64,67598.61,N
08/31/2020,14:00,19952.08,2747.65,4331.18,1408.24,22691.05,5629.61,11772.05,1822.95,70354.81,N
08/31/2020,15:00,20284.78,2795.40,4345.20,1400.16,23209.00,5782.18,12182.15,1938.38,71937.24,N
08/31/2020,16:00,20306.90,2799.55,4267.10,1414.78,23413.29,5806.01,12330.92,1991.40,72329.94,N
08/31/2020,17:00,20195.02,2846.56,4186.67,1401.59,23476.32,5820.73,12433.85,2127.97,72488.70,N
08/31/2020,18:00,19940.50,2911.10,4169.67,1365.86,23553.48,5789.71,12554.81,2090.50,72375.63,N
08/31/2020,19:00,19184.01,2834.29,4366.68,1318.88,23170.73,5620.39,12492.54,1920.91,70908.43,N
08/31/2020,20:00,18374.44,2702.46,4347.70,1295.05,22255.38,5381.45,12137.64,1779.20,68273.32,N
08/31/2020,21:00,17996.05,2629.90,4241.61,1271.49,21620.05,5342.57,11864.96,1737.00,66703.63,N
08/31/2020,22:00,17289.75,2465.38,4113.71,1177.78,20505.59,5157.53,11301.76,1651.07,63662.57,N
08/31/2020,23:00,16380.28,2302.01,4058.66,1186.46,19124.94,4845.51,10493.69,1577.69,59969.24,N
08/31/2020,24:00,15456.06,2090.85,4007.52,1060.28,17880.61,4531.37,9693.63,1460.33,56180.65,N
