OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
03/20/2021,01:00,9583.04,1427.79,3668.86,716.49,9508.64,2326.87,5006.38,1017.17,33255.25,N
03/20/2021,02:00,9391.90,1403.12,3648.85,700.15,9308.64,2233.76,4840.98,1012.29,32539.69,N
03/20/2021,03:00,9284.31,1391.37,3688.73,699.27,9188.14,2157.68,4761.35,985.82,32156.67,N
03/20/2021,04:00,9261.29,1419.27,3709.24,711.45,9235.45,2130.22,4723.21,994.38,32184.50,N
03/20/2021,05:00,9324.67,1451.24,3726.08,725.25,9453.13,2142.68,4802.59,1014.85,32640.48,N
03/20/2021,06:00,9524.38,1519.95,3751.48,763.54,9882.40,2221.99,5031.91,1050.74,33746.38,N
03/20/2021,07:00,9893.45,1611.03,3800.32,788.39,10545.75,2337.70,5357.93,1109.60,35444.17,N
03/20/2021,08:00,10231.76,1695.29,3846.42,845.54,11238.82,2436.09,5740.89,1175.62,37210.45,N
03/20/2021,09:00,10461.59,1698.66,3844.76,863.30,11583.37,2496.89,5945.76,1199.54,38093.88,N
03/20/2021,10:00,10498.13,1642.46,3805.06,894.10,11496.95,2565.65,5831.03,1158.58,37891.96,N
03/20/2021,11:00,10408.10,1502.47,3751.75,904.94,11191.92,2573.62,5639.65,1138.39,37110.85,N
03/20/2021,12:00,10298.89,1433.39,3705.79,864.19,10830.42,2598.66,5448.26,1075.25,36254.85,N
03/20/2021,13:00,10210.71,1380.93,3661.93,837.92,10402.28,2642.06,5292.84,1050.43,35479.10,N
03/20/2021,14:00,10164.56,1324.94,3636.51,827.81,10102.92,2695.76,5184.79,1037.68,34974.97,N
03/20/2021,15:00,10059.21,1253.28,3651.91,816.72,9962.46,2769.21,5133.47,1017.91,34664.18,N
03/20/2021,16:00,10033.61,1240.41,3650.13,817.27,9934.17,2850.59,5183.54,1016.58,34726.30,N
03/20/2021,17:00,10075.27,1243.95,3659.09,830.98,10013.46,2926.81,5284.73,1034.86,35069.15,N
03/20/2021,18:00,10103.89,1265.36,3693.58,845.37,10149.01,2972.71,5434.46,1071.74,35536.13,N
03/20/2021,19:00,10076.25,1278.75,3698.95,807.65,10215.78,2924.23,5586.03,1094.80,35682.45,N
03/20/2021,20:00,10160.65,1307.71,3712.27,782.61,10234.67,2833.07,5646.61,1036.86,35714.46,N
03/20/2021,21:00,10387.98,1374.35,3789.31,802.18,10549.09,2849.45,5790.63,1057.64,36600.64,N
03/20/2021,22:00,10293.52,1383.97,3830.72,791.33,10461.68,2810.64,5677.47,1027.87,36277.21,N
03/20/2021,23:00,10073.92,1357.45,3847.12,771.41,10161.96,2631.84,5452.61,993.44,35289.76,N
03/20/2021,24:00,9753.90,1298.02,3824.54,741.31,9754.81,2502.15,5157.83,956.39,33988.96,N
