OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/19/2020,01:00,13494.46,1671.09,3615.42,940.67,13230.43,3489.52,7452.27,1470.51,45364.37,N
08/19/2020,02:00,12708.95,1534.36,3550.37,889.55,12209.00,3278.88,6927.94,1388.69,42487.74,N
08/19/2020,03:00,12122.78,1459.49,3452.28,861.23,11546.80,3130.86,6525.76,1375.58,40474.80,N
08/19/2020,04:00,11744.10,1367.60,3424.86,822.27,11061.47,3044.91,6293.10,1318.57,39076.88,N
08/19/2020,05:00,11598.47,1346.96,3413.67,808.30,10888.29,3013.78,6200.25,1290.17,38559.90,N
08/19/2020,06:00,11759.02,1396.17,3440.35,826.10,11139.43,3064.68,6338.10,1273.12,39236.96,N
08/19/2020,07:00,12054.45,1493.09,3491.95,865.88,11623.14,3180.97,6612.66,1290.89,40613.03,N
08/19/2020,08:00,12208.44,1520.62,3497.54,872.42,11952.65,3234.34,6746.71,1328.03,41360.75,N
08/19/2020,09:00,12922.97,1636.08,3550.31,909.16,12771.16,3438.70,7164.38,1326.31,43719.07,N
08/19/2020,10:00,14008.54,1795.67,3675.93,1037.22,13899.32,3758.61,7812.79,1362.56,47350.66,N
08/19/2020,11:00,15317.24,1967.55,3831.69,1120.26,15173.13,4172.13,8574.40,1468.92,51625.30,N
08/19/2020,12:00,16687.40,2134.35,3958.38,1202.97,16501.97,4616.19,9440.79,1612.69,56154.76,N
08/19/2020,13:00,17789.57,2284.21,4060.99,1264.42,17787.13,5001.78,10289.52,1726.72,60204.33,N
08/19/2020,14:00,18614.86,2399.40,4145.49,1313.65,18926.58,5297.56,11006.67,1805.27,63509.48,N
08/19/2020,15:00,19185.47,2500.51,4206.46,1370.58,19832.14,5522.44,11527.90,1896.66,66042.16,N
08/19/2020,16:00,19534.93,2578.88,4240.86,1415.62,20450.59,5659.01,11867.62,1990.42,67737.94,N
08/19/2020,17:00,19552.12,2575.57,4258.38,1383.09,20812.25,5613.92,12097.89,2050.16,68343.38,N
08/19/2020,18:00,19236.50,2592.98,4228.19,1143.62,20811.58,5460.52,12130.25,2099.49,67703.13,N
08/19/2020,19:00,18503.68,2526.05,4178.95,1248.44,20321.99,5265.76,11816.27,2090.97,65952.11,N
08/19/2020,20:00,17542.56,2384.78,4147.46,1328.91,19174.50,5002.75,11187.48,2011.18,62779.61,N
08/19/2020,21:00,16805.95,2269.33,4058.14,1266.91,18092.28,4841.40,10542.22,1963.16,59839.39,N
08/19/2020,22:00,15915.98,2183.51,3959.51,1234.23,16923.57,4619.92,9888.80,1918.80,56644.30,N
08/19/2020,23:00,14724.45,1985.51,3925.58,1159.28,15428.96,4280.26,8992.66,1712.91,52209.62,N
08/19/2020,24:00,13618.83,1765.14,3844.74,1006.52,13987.55,3914.22,8102.30,1545.70,47784.99,N
