OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
07/18/2021,01:00,14277.90,1751.51,4195.27,1170.47,14811.94,3779.15,7644.23,1315.45,48945.93,N
07/18/2021,02:00,13613.30,1654.75,4179.06,1095.77,13975.90,3566.55,7125.18,1215.79,46426.29,N
07/18/2021,03:00,13094.82,1589.04,4168.45,1038.69,13327.58,3404.69,6769.96,1135.09,44528.31,N
07/18/2021,04:00,12697.67,1542.55,4140.81,1008.08,12865.26,3281.17,6490.41,1105.22,43131.15,N
07/18/2021,05:00,12424.65,1508.69,4127.60,987.52,12554.13,3173.51,6319.26,1067.37,42162.74,N
07/18/2021,06:00,12271.64,1487.50,4067.48,977.93,12347.19,3131.35,6206.98,1073.24,41563.31,N
07/18/2021,07:00,12126.66,1460.09,4017.75,977.38,12232.57,3112.38,6182.72,1072.31,41181.85,N
07/18/2021,08:00,12243.31,1500.43,3978.51,996.15,12268.63,3117.73,6246.65,1081.73,41433.13,N
07/18/2021,09:00,13193.63,1645.31,3962.87,1092.32,12926.34,3382.77,6672.74,1143.89,44019.88,N
07/18/2021,10:00,14449.46,1818.02,4020.71,1193.31,13756.29,3713.78,7254.38,1238.30,47444.24,N
07/18/2021,11:00,15607.22,1990.20,4087.00,1289.97,14894.27,4042.21,7974.08,1345.37,51230.31,N
07/18/2021,12:00,16705.04,2144.48,4178.67,1419.30,16189.35,4336.40,8665.45,1421.86,55060.55,N
07/18/2021,13:00,17659.21,2232.29,4242.42,1525.23,17691.43,4597.81,9272.91,1562.83,58784.14,N
07/18/2021,14:00,18297.42,2334.24,4299.80,1591.69,18949.22,4830.42,9822.76,1676.76,61802.31,N
07/18/2021,15:00,18454.36,2459.25,4390.75,1684.57,19987.17,5003.42,10250.25,1711.46,63941.21,N
07/18/2021,16:00,18273.82,2540.15,4390.86,1721.68,20745.89,5104.36,10637.98,1766.16,65180.90,N
07/18/2021,17:00,17687.65,2573.20,4426.78,1727.46,21171.49,5191.27,10963.88,1819.01,65560.73,N
07/18/2021,18:00,17298.88,2580.08,4449.21,1689.46,21006.30,5172.69,11138.14,1817.15,65151.93,N
07/18/2021,19:00,17129.21,2538.29,4451.21,1666.17,20432.04,5083.99,11144.28,1830.50,64275.67,N
07/18/2021,20:00,16940.69,2453.25,4540.91,1609.03,19760.71,4933.56,10929.96,1813.22,62981.34,N
07/18/2021,21:00,16670.81,2335.74,4602.64,1505.55,18885.39,4789.11,10495.13,1749.51,61033.89,N
07/18/2021,22:00,16276.96,2226.92,4381.15,1450.41,18222.72,4679.88,10101.57,1695.14,59034.74,N
07/18/2021,23:00,15564.59,2077.35,4310.19,1388.89,16992.08,4426.79,9461.99,1555.79,55777.66,N
07/18/2021,24:00,14777.72,1905.38,4203.18,1290.48,15630.07,4123.21,8711.51,1412.89,52054.43,N
