OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
05/13/2021,01:00,10261.75,1191.68,3679.47,629.58,8847.76,2923.17,5039.13,993.90,33566.44,N
05/13/2021,02:00,9923.66,1142.93,3680.06,606.16,8498.36,2760.92,4774.62,951.26,32337.96,N
05/13/2021,03:00,9733.64,1104.99,3676.37,597.57,8289.30,2671.19,4628.70,949.16,31650.94,N
05/13/2021,04:00,9654.96,1104.31,3678.70,590.30,8222.99,2644.27,4555.50,949.99,31401.04,N
05/13/2021,05:00,9750.56,1106.80,3673.53,600.63,8336.38,2652.65,4609.66,970.62,31700.82,N
05/13/2021,06:00,10131.45,1153.82,3695.21,625.71,8825.28,2720.20,4843.81,1022.42,33017.88,N
05/13/2021,07:00,10630.41,1309.86,3743.21,691.44,9815.31,2896.23,5287.96,1115.05,35489.47,N
05/13/2021,08:00,10889.45,1380.62,3732.07,721.73,10390.53,2941.21,5535.38,1149.55,36740.53,N
05/13/2021,09:00,11289.50,1408.06,3721.12,769.77,10659.44,2979.22,5709.98,1083.65,37620.74,N
05/13/2021,10:00,11695.01,1398.48,3717.55,765.47,10863.88,3076.95,5860.38,1084.86,38462.58,N
05/13/2021,11:00,12171.79,1391.54,3733.72,729.05,10986.79,3206.10,5950.15,1134.39,39303.54,N
05/13/2021,12:00,12629.55,1502.35,3749.42,715.09,11093.35,3353.75,5997.66,1156.51,40197.70,N
05/13/2021,13:00,13041.02,1513.83,3757.19,725.75,11275.45,3524.64,6085.52,1168.74,41092.16,N
05/13/2021,14:00,13315.75,1570.71,3758.42,745.42,11526.39,3696.30,6231.96,1165.59,42010.54,N
05/13/2021,15:00,13422.22,1603.99,3797.07,800.91,11724.44,3848.14,6382.23,1172.18,42751.19,N
05/13/2021,16:00,13364.02,1630.06,3859.35,784.47,11989.82,3964.51,6455.83,1185.96,43234.01,N
05/13/2021,17:00,13271.96,1672.09,3911.97,782.50,12305.84,4024.73,6580.40,1234.37,43783.87,N
05/13/2021,18:00,13087.07,1685.78,3931.12,803.42,12503.07,3967.81,6752.81,1235.51,43966.58,N
05/13/2021,19:00,12837.89,1675.00,3943.71,787.15,12445.87,3873.55,6834.72,1275.12,43673.01,N
05/13/2021,20:00,12671.93,1634.05,3883.80,791.64,12148.96,3754.52,6789.07,1256.33,42930.30,N
05/13/2021,21:00,12810.10,1620.98,3909.40,810.03,12114.08,3721.40,6800.79,1263.09,43049.85,N
05/13/2021,22:00,12641.70,1580.58,3911.73,817.67,11960.62,3663.44,6679.52,1282.97,42538.23,N
05/13/2021,23:00,12050.48,1475.52,3860.32,764.03,11049.54,3463.83,6198.55,1273.35,40135.62,N
05/13/2021,24:00,11311.96,1336.32,3706.80,716.12,10079.19,3204.85,5683.43,1220.61,37259.29,N
