OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
07/06/2021,01:00,12572.44,1508.20,3910.48,1062.83,12730.90,3751.65,6608.78,1240.62,43385.91,N
07/06/2021,02:00,12128.70,1447.54,3872.33,999.11,11917.64,3552.97,6298.48,1185.64,41402.42,N
07/06/2021,03:00,11820.30,1381.62,3842.00,955.26,11372.10,3383.05,6104.85,1167.81,40027.00,N
07/06/2021,04:00,11661.69,1354.15,3843.28,926.71,11084.39,3299.23,5993.22,1146.69,39309.36,N
07/06/2021,05:00,11632.98,1331.33,3845.79,913.32,11050.25,3236.73,6010.91,1159.49,39180.79,N
07/06/2021,06:00,11838.08,1407.36,3855.13,938.24,11445.04,3273.95,6217.09,1195.65,40170.52,N
07/06/2021,07:00,12133.51,1459.95,3881.74,983.07,11990.79,3394.95,6518.06,1249.11,41611.19,N
07/06/2021,08:00,12485.25,1562.87,3854.20,1033.17,12572.14,3421.01,6718.40,1248.61,42895.66,N
07/06/2021,09:00,12907.83,1684.01,3860.60,1094.59,13502.29,3477.67,6973.27,1231.14,44731.40,N
07/06/2021,10:00,13275.24,1816.66,3894.52,1159.84,14761.66,3581.56,7186.63,1261.77,46937.88,N
07/06/2021,11:00,13837.29,1965.61,3946.35,1271.04,16033.78,3710.79,7447.96,1295.48,49508.29,N
07/06/2021,12:00,14565.15,2126.96,4069.15,1387.62,17372.11,3777.98,7853.24,1277.05,52429.26,N
07/06/2021,13:00,15429.76,2259.92,4119.35,1500.03,18624.76,3846.97,8303.84,1336.98,55421.61,N
07/06/2021,14:00,16161.28,2378.19,4166.99,1568.86,19647.11,3877.24,8660.10,1403.58,57863.35,N
07/06/2021,15:00,16856.01,2441.20,4228.06,1622.06,20407.55,3896.99,8933.08,1448.13,59833.06,N
07/06/2021,16:00,17397.85,2450.21,4279.48,1641.07,20813.97,3868.78,9114.04,1484.66,61050.05,N
07/06/2021,17:00,17502.54,2431.47,4312.66,1633.37,20985.58,3864.47,9345.16,1545.24,61620.49,N
07/06/2021,18:00,17232.43,2411.12,4296.22,1612.84,20818.05,3843.87,9537.22,1562.29,61314.05,N
07/06/2021,19:00,16636.61,2322.26,4316.50,1615.90,20218.90,3804.34,9489.42,1491.84,59895.75,N
07/06/2021,20:00,15985.87,2200.75,4238.29,1588.34,19127.80,3765.47,9176.85,1501.62,57584.99,N
07/06/2021,21:00,15525.49,2109.33,4197.68,1447.66,18010.41,3768.41,8836.81,1502.34,55398.13,N
07/06/2021,22:00,15160.43,2042.23,4183.48,1360.75,17314.56,3767.03,8604.07,1476.14,53908.70,N
07/06/2021,23:00,14402.95,1893.52,4140.43,1275.21,16098.61,3590.04,8060.16,1398.70,50859.62,N
07/06/2021,24:00,13577.03,1722.73,4085.14,1179.40,14742.92,3383.95,7379.78,1267.97,47338.90,N
