OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
05/18/2021,01:00,10519.67,1280.95,3913.80,655.86,10598.72,3370.61,6066.22,933.84,37339.68,N
05/18/2021,02:00,10128.56,1229.64,3835.04,613.64,9826.07,3142.30,5717.29,923.32,35415.87,N
05/18/2021,03:00,9910.95,1167.66,3791.30,580.04,9283.21,3034.75,5452.27,874.25,34094.42,N
05/18/2021,04:00,9803.92,1097.26,3493.83,562.68,8943.60,2746.08,5318.39,1026.57,32992.33,N
05/18/2021,05:00,9882.04,1106.23,3423.31,562.54,8962.61,2713.60,5343.54,1074.02,33067.89,N
05/18/2021,06:00,10264.69,1229.29,3570.34,602.71,9341.86,2741.92,5530.37,844.43,34125.60,N
05/18/2021,07:00,10861.05,1358.70,3628.49,679.80,10194.28,2824.23,5932.78,905.08,36384.40,N
05/18/2021,08:00,11221.84,1385.88,3529.23,714.04,10758.57,2960.09,6157.75,1022.84,37750.25,N
05/18/2021,09:00,11609.98,1444.20,3567.22,700.62,11254.25,3054.37,6395.53,1093.27,39119.44,N
05/18/2021,10:00,12144.26,1513.00,3686.10,751.82,11643.23,3260.11,6627.28,1004.11,40629.90,N
05/18/2021,11:00,12919.53,1620.21,3724.76,782.38,12005.43,3479.25,7025.63,1072.74,42629.92,N
05/18/2021,12:00,13598.62,1729.23,3831.56,812.97,12166.27,3705.71,7345.61,919.02,44109.00,N
05/18/2021,13:00,14000.25,1811.96,3839.04,853.01,12092.06,3971.43,7684.09,1043.27,45295.13,N
05/18/2021,14:00,14509.57,1850.80,3905.72,839.58,12020.51,4227.96,7915.88,1079.12,46349.14,N
05/18/2021,15:00,14980.59,1887.09,3911.32,858.72,11926.78,4420.21,7830.35,1072.79,46887.85,N
05/18/2021,16:00,15167.53,1887.22,3930.03,846.98,11906.60,4556.88,7446.54,1170.86,46912.64,N
05/18/2021,17:00,14951.66,1875.83,3959.66,859.54,12076.03,4672.54,7197.72,1298.51,46891.50,N
05/18/2021,18:00,14571.40,1841.51,3951.89,852.27,12343.30,4610.30,7120.03,1408.48,46699.19,N
05/18/2021,19:00,14080.84,1801.73,3957.81,796.51,12435.01,4511.38,7103.04,1433.75,46120.07,N
05/18/2021,20:00,13744.11,1744.97,3886.62,802.33,12349.29,4355.43,6940.45,1372.77,45195.97,N
05/18/2021,21:00,13717.23,1725.77,3877.60,833.32,12491.40,4265.77,6856.90,1314.68,45082.65,N
05/18/2021,22:00,13353.76,1669.29,3943.47,779.32,12321.36,4175.08,6699.82,1229.32,44171.42,N
05/18/2021,23:00,12101.66,1540.62,3884.92,738.85,11516.55,3882.68,6251.21,1133.38,41049.86,N
05/18/2021,24:00,11057.87,1377.64,3789.96,712.39,10658.71,3641.90,5780.30,1036.47,38055.24,N
