OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
06/15/2020,01:00,12320.72,1462.81,3442.98,848.22,12715.40,3214.20,6773.89,1402.89,42181.12,N
06/15/2020,02:00,11699.56,1383.20,3384.42,790.32,11833.75,2985.21,6281.57,1340.04,39698.08,N
06/15/2020,03:00,11287.00,1297.77,3371.77,773.16,11246.88,2834.26,5900.58,1275.74,37987.16,N
06/15/2020,04:00,11060.40,1286.34,3342.52,745.75,10883.74,2732.03,5665.43,1233.42,36949.63,N
06/15/2020,05:00,11080.85,1299.25,3350.17,766.82,10834.49,2687.35,5570.91,1163.50,36753.35,N
06/15/2020,06:00,11319.80,1324.91,3376.38,809.16,11105.18,2734.06,5681.85,1128.25,37479.61,N
06/15/2020,07:00,11520.92,1429.36,3373.92,841.13,11473.82,2816.73,5911.01,1172.93,38539.81,N
06/15/2020,08:00,12011.24,1428.00,3323.66,836.61,12119.98,2931.25,6183.94,1210.01,40044.68,N
06/15/2020,09:00,13029.49,1667.15,3361.41,951.47,13268.66,3179.45,6710.98,1281.15,43449.74,N
06/15/2020,10:00,14037.60,1859.14,3396.76,1073.32,14655.21,3500.59,7315.11,1435.77,47273.49,N
06/15/2020,11:00,15090.86,2040.03,3547.56,1152.54,16175.65,3851.27,7898.74,1453.97,51210.62,N
06/15/2020,12:00,16156.03,2189.80,3640.68,1208.49,17749.51,4193.71,8542.86,1518.80,55199.86,N
06/15/2020,13:00,17065.74,2326.56,3749.78,1264.51,19044.73,4491.91,9116.94,1651.32,58711.49,N
06/15/2020,14:00,17750.57,2442.77,3799.17,1328.89,19967.96,4717.42,9717.25,1683.25,61407.27,N
06/15/2020,15:00,18188.43,2490.89,3854.67,1376.12,20635.40,4869.36,10173.65,1747.33,63335.85,N
06/15/2020,16:00,18383.40,2574.30,3891.79,1416.03,21140.83,4945.74,10415.38,1814.60,64582.06,N
06/15/2020,17:00,18311.68,2581.26,3935.72,1440.33,21478.80,4875.87,10469.64,1850.85,64944.16,N
06/15/2020,18:00,17991.50,2528.60,3949.64,1410.91,21565.22,4790.34,10387.43,1848.01,64471.66,N
06/15/2020,19:00,17366.37,2450.80,3935.30,1387.33,21182.97,4692.24,10122.05,1835.03,62972.09,N
06/15/2020,20:00,16548.90,2329.46,3860.39,1313.45,20229.65,4529.48,9585.77,1858.78,60255.88,N
06/15/2020,21:00,15864.97,2195.11,3834.91,1216.80,19139.30,4339.81,9101.47,1744.82,57437.20,N
06/15/2020,22:00,15278.43,2124.01,3808.02,1187.32,18328.33,4255.53,8807.02,1692.46,55481.12,N
06/15/2020,23:00,14252.56,1949.63,3733.57,1117.58,16886.48,4012.59,8179.89,1608.84,51741.15,N
06/15/2020,24:00,13247.77,1755.09,3604.63,1026.51,15375.90,3732.63,7423.37,1526.06,47691.96,N
