OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
08/14/2020,01:00,14179.22,1975.40,4028.60,1098.18,17440.52,3900.56,8681.23,1609.77,52913.48,N
08/14/2020,02:00,13421.85,1850.27,3943.96,1038.37,16430.27,3676.96,8078.54,1533.63,49973.84,N
08/14/2020,03:00,12830.72,1762.95,3820.07,997.54,15707.65,3476.07,7619.75,1523.05,47737.80,N
08/14/2020,04:00,12447.10,1701.15,3783.66,972.66,15163.83,3334.37,7295.89,1491.64,46190.30,N
08/14/2020,05:00,12322.85,1661.85,3756.46,969.81,14844.58,3250.33,7156.28,1447.06,45409.23,N
08/14/2020,06:00,12497.54,1691.24,3771.00,1009.09,14904.99,3251.75,7217.44,1416.25,45759.31,N
08/14/2020,07:00,12806.18,1762.20,3809.63,1042.97,15228.53,3338.52,7424.78,1406.39,46819.20,N
08/14/2020,08:00,12996.93,1796.36,3802.63,1049.82,15379.51,3377.19,7585.02,1425.97,47413.44,N
08/14/2020,09:00,13897.55,1865.99,3852.07,1120.34,16237.33,3618.02,8026.58,1443.64,50061.52,N
08/14/2020,10:00,15131.41,2002.80,3893.47,1227.98,17616.10,3967.32,8638.51,1560.24,54037.83,N
08/14/2020,11:00,16381.20,2189.97,4023.15,1315.79,19240.45,4361.89,9343.43,1678.99,58534.86,N
08/14/2020,12:00,17574.10,2400.54,4192.68,1421.15,20847.69,4763.53,10092.30,1738.13,63030.12,N
08/14/2020,13:00,18528.92,2559.26,4317.86,1497.88,22392.21,5104.31,10833.81,1834.37,67068.62,N
08/14/2020,14:00,19313.16,2716.93,4306.70,1565.19,23832.24,5341.55,11473.88,1953.43,70503.07,N
08/14/2020,15:00,19717.82,2757.36,4294.94,1631.19,24883.43,5456.12,12011.67,2042.95,72795.50,N
08/14/2020,16:00,19749.71,2778.28,4254.64,1675.84,25359.11,5498.48,12325.93,2097.88,73739.88,N
08/14/2020,17:00,19739.08,2777.87,4203.81,1714.54,25538.86,5529.17,12419.58,2164.47,74087.37,N
08/14/2020,18:00,19528.03,2772.34,4173.77,1739.43,25480.13,5457.21,12564.41,2225.08,73940.40,N
08/14/2020,19:00,18936.28,2755.75,4161.06,1679.40,25057.46,5352.59,12601.69,2246.22,72790.45,N
08/14/2020,20:00,18249.26,2634.05,4171.62,1571.49,24033.47,5128.32,12150.95,2219.88,70159.02,N
08/14/2020,21:00,17673.20,2531.77,4161.73,1493.98,22892.62,4944.01,11591.48,2166.49,67455.28,N
08/14/2020,22:00,16892.46,2415.84,4178.08,1405.27,21792.21,4754.64,11023.25,2123.83,64585.58,N
08/14/2020,23:00,16019.21,2267.17,4222.75,1291.74,20270.82,4497.09,10313.86,1870.65,60753.29,N
08/14/2020,24:00,15110.75,2101.43,4196.06,1247.57,18798.69,4214.62,9599.37,1682.32,56950.80,N
