OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
04/03/2020,01:00,9978.13,1206.23,3410.26,697.65,9089.61,3045.80,4756.85,1417.93,33602.46,N
04/03/2020,02:00,9634.03,1160.46,3374.73,676.28,8684.15,2885.19,4530.76,1376.60,32322.21,N
04/03/2020,03:00,9403.00,1124.77,3341.82,677.76,8431.28,2789.01,4416.39,1364.11,31548.13,N
04/03/2020,04:00,9281.28,1106.99,3351.71,680.43,8238.27,2724.21,4329.02,1334.53,31046.43,N
04/03/2020,05:00,9266.19,1122.33,3341.62,658.12,8319.56,2713.45,4346.51,1339.31,31107.09,N
04/03/2020,06:00,9489.28,1155.91,3295.84,663.38,8631.46,2767.64,4496.46,1404.39,31904.34,N
04/03/2020,07:00,9895.80,1216.87,3296.72,696.34,9264.00,2873.22,4790.81,1535.33,33569.09,N
04/03/2020,08:00,10150.55,1272.17,3436.43,742.51,9784.67,2957.89,5115.57,1529.89,34989.68,N
04/03/2020,09:00,10521.89,1304.08,3474.16,782.50,10201.18,3014.02,5318.63,1528.79,36145.26,N
04/03/2020,10:00,10983.22,1356.76,3535.64,822.92,10635.53,3140.82,5611.21,1498.49,37584.59,N
04/03/2020,11:00,11463.50,1393.70,3600.54,859.07,11024.60,3324.61,5790.97,1451.58,38908.57,N
04/03/2020,12:00,11828.60,1432.53,3684.01,892.36,11318.66,3508.75,5909.95,1425.92,40000.79,N
04/03/2020,13:00,11931.18,1476.02,3702.84,909.24,11555.93,3657.96,6054.75,1445.77,40733.71,N
04/03/2020,14:00,12301.57,1496.45,3677.51,890.97,11638.63,3789.61,6164.04,1447.42,41406.21,N
04/03/2020,15:00,12790.32,1503.44,3637.49,909.18,11559.12,3886.57,6181.51,1410.50,41878.13,N
04/03/2020,16:00,12855.56,1514.20,3560.14,914.12,11566.33,3914.81,6158.93,1400.80,41884.89,N
04/03/2020,17:00,12591.44,1487.36,3525.89,953.71,11724.22,3917.15,6057.84,1339.09,41596.70,N
04/03/2020,18:00,12254.01,1455.55,3545.74,930.95,11975.82,3900.92,5947.99,1252.44,41263.42,N
04/03/2020,19:00,12016.19,1442.25,3553.29,912.45,12200.50,3829.58,5763.31,1264.55,40982.11,N
04/03/2020,20:00,11925.62,1435.10,3590.52,911.37,12352.31,3746.99,5647.10,1253.42,40862.43,N
04/03/2020,21:00,11709.52,1412.88,3676.81,912.03,12483.49,3767.25,5649.35,1240.43,40851.75,N
04/03/2020,22:00,11302.32,1382.70,3671.59,903.58,12167.12,3623.75,5388.76,1235.84,39675.65,N
04/03/2020,23:00,10806.76,1320.66,3646.87,873.32,11631.54,3456.36,5141.82,1193.10,38070.43,N
04/03/2020,24:00,10299.31,1244.91,3628.64,832.79,11088.97,3243.98,4862.62,1145.65,36346.87,N
