OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
07/17/2021,01:00,13832.12,1773.10,4185.36,1267.66,15232.99,3863.07,7808.45,1360.87,49323.63,N
07/17/2021,02:00,13253.24,1654.90,4123.91,1164.07,14380.37,3652.70,7336.68,1294.97,46860.84,N
07/17/2021,03:00,12806.08,1562.99,4092.74,1120.97,13808.84,3478.06,6997.95,1232.92,45100.54,N
07/17/2021,04:00,12463.04,1520.99,4036.18,1078.12,13333.17,3352.20,6731.71,1198.53,43713.94,N
07/17/2021,05:00,12217.63,1475.97,4024.60,1054.89,12972.09,3307.16,6590.57,1140.99,42783.89,N
07/17/2021,06:00,12106.35,1464.10,4006.74,1040.28,12874.38,3254.70,6535.61,1119.38,42401.52,N
07/17/2021,07:00,12101.42,1479.13,3968.56,1037.06,12873.10,3216.96,6567.34,1132.18,42375.75,N
07/17/2021,08:00,12288.31,1517.81,3892.24,1052.47,12988.85,3217.40,6656.49,1159.46,42773.02,N
07/17/2021,09:00,13207.79,1651.43,3902.53,1157.62,13851.37,3442.34,7037.01,1209.20,45459.29,N
07/17/2021,10:00,14464.29,1800.94,3950.59,1293.53,15158.54,3810.51,7589.54,1322.23,49390.17,N
07/17/2021,11:00,15679.35,1944.68,4070.51,1384.07,16430.02,4146.25,8196.92,1370.21,53222.02,N
07/17/2021,12:00,16818.63,2134.46,4208.85,1477.16,17554.86,4446.98,8790.49,1407.36,56838.79,N
07/17/2021,13:00,17719.08,2238.35,4313.50,1559.73,18466.75,4705.62,9322.53,1477.82,59803.38,N
07/17/2021,14:00,18391.79,2341.72,4379.57,1629.80,19211.90,4937.33,9762.15,1597.08,62251.35,N
07/17/2021,15:00,18833.01,2416.81,4402.42,1692.89,19799.24,5102.78,10120.20,1698.31,64065.66,N
07/17/2021,16:00,19104.24,2469.36,4458.17,1728.58,20258.62,5219.51,10429.16,1772.39,65440.04,N
07/17/2021,17:00,19225.68,2506.12,4471.82,1763.86,20516.98,5279.64,10681.20,1829.58,66274.87,N
07/17/2021,18:00,19120.39,2520.58,4464.07,1776.58,20551.92,5233.98,10793.76,1877.84,66339.12,N
07/17/2021,19:00,18692.29,2469.42,4431.24,1720.90,20132.57,5090.77,10690.26,1865.37,65092.83,N
07/17/2021,20:00,17938.03,2364.41,4403.20,1600.57,19383.07,4875.41,10347.15,1807.26,62719.10,N
07/17/2021,21:00,17259.28,2259.37,4354.55,1494.67,18547.64,4655.66,9864.01,1740.31,60175.48,N
07/17/2021,22:00,16698.87,2162.71,4371.50,1418.30,17839.20,4511.82,9483.79,1623.04,58109.23,N
07/17/2021,23:00,15934.77,2020.13,4319.63,1330.63,16777.88,4262.00,8884.15,1499.33,55028.53,N
07/17/2021,24:00,15104.75,1899.51,4189.82,1257.48,15776.40,4005.90,8234.99,1454.73,51923.57,N
