OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
05/29/2021,01:00,11477.40,1412.10,3425.71,744.97,10468.66,3601.03,5665.35,1195.74,37990.96,N
05/29/2021,02:00,10797.53,1330.88,3384.38,674.03,9849.50,3372.71,5334.00,1026.79,35769.81,N
05/29/2021,03:00,10397.75,1265.94,3431.04,637.45,9317.59,3222.66,5080.48,1025.20,34378.11,N
05/29/2021,04:00,10264.18,1242.92,3505.41,613.12,9057.25,3144.17,4955.60,869.55,33652.21,N
05/29/2021,05:00,10159.99,1252.71,3488.94,617.57,8871.88,3072.77,4869.52,1042.11,33375.49,N
05/29/2021,06:00,10110.06,1238.34,3478.25,618.05,8846.08,3005.46,4873.39,1105.79,33275.41,N
05/29/2021,07:00,10079.55,1277.80,3452.83,620.56,8984.14,3016.09,4967.56,1066.34,33464.88,N
05/29/2021,08:00,10231.36,1308.61,3448.01,644.79,9333.76,3051.17,5148.33,1141.35,34307.38,N
05/29/2021,09:00,10850.50,1419.03,3483.69,721.09,10058.03,3231.09,5436.73,1112.45,36312.60,N
05/29/2021,10:00,11686.55,1536.51,3521.53,743.48,10907.74,3457.25,5701.37,1194.16,38748.59,N
05/29/2021,11:00,12567.80,1646.39,3627.77,790.37,11779.81,3437.37,6001.65,1228.63,41079.80,N
05/29/2021,12:00,13365.84,1732.40,3675.00,796.37,12623.81,3438.50,6420.15,1311.81,43363.89,N
05/29/2021,13:00,13955.99,1799.48,3731.36,869.00,13489.70,3403.37,6839.08,1356.93,45444.92,N
05/29/2021,14:00,14689.62,1934.68,3813.95,931.56,14227.81,3430.80,7263.44,1415.09,47706.95,N
05/29/2021,15:00,15400.31,2138.70,3863.55,999.92,14805.13,3586.54,7698.08,1483.14,49975.37,N
05/29/2021,16:00,16007.78,2208.30,3876.66,1030.30,15253.85,3827.19,8117.46,1623.38,51944.92,N
05/29/2021,17:00,16472.09,2250.90,3881.72,1061.15,15613.21,4030.44,8489.58,1721.62,53520.71,N
05/29/2021,18:00,16543.07,2201.57,3879.87,1141.63,15666.34,4126.30,8718.66,1745.43,54022.86,N
05/29/2021,19:00,16231.93,2148.68,3899.01,1146.61,15338.67,4126.94,8749.26,1688.63,53329.73,N
05/29/2021,20:00,15583.96,1965.66,3898.85,1068.20,14700.59,4005.74,8503.66,1600.91,51327.57,N
05/29/2021,21:00,14978.77,1839.63,3866.95,1021.24,14059.34,3854.47,8119.57,1560.97,49300.95,N
05/29/2021,22:00,14539.44,1856.06,3884.72,991.88,13579.78,3765.23,7880.75,1505.95,48003.81,N
05/29/2021,23:00,13777.38,1684.08,3861.74,964.60,12772.63,3597.12,7403.61,1422.50,45483.65,N
05/29/2021,24:00,12999.36,1618.69,3755.66,915.43,11833.15,3422.98,6887.42,1363.73,42796.44,N
