OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
07/10/2020,01:00,13352.60,1805.88,3984.96,1070.11,16125.03,4049.52,8355.35,1668.31,50411.75,N
07/10/2020,02:00,12641.29,1697.31,3905.64,1025.86,15113.42,3836.63,7758.01,1580.83,47558.98,N
07/10/2020,03:00,12163.87,1601.47,3813.02,982.58,14260.48,3688.77,7356.88,1518.09,45385.17,N
07/10/2020,04:00,11866.74,1551.97,3762.82,946.07,13675.63,3590.56,7106.38,1450.16,43950.32,N
07/10/2020,05:00,11816.26,1531.47,3742.27,928.50,13366.98,3534.43,6993.91,1382.15,43295.98,N
07/10/2020,06:00,12013.98,1545.86,3735.63,925.81,13429.23,3543.30,7053.48,1328.72,43576.01,N
07/10/2020,07:00,12165.88,1601.08,3699.21,910.93,13564.44,3599.48,7193.78,1332.46,44067.26,N
07/10/2020,08:00,12446.13,1670.78,3650.71,940.16,13934.93,3640.82,7346.45,1365.57,44995.54,N
07/10/2020,09:00,13395.66,1810.65,3698.78,1048.33,14977.28,3876.15,7736.65,1427.44,47970.95,N
07/10/2020,10:00,14531.80,1964.45,3800.38,1150.28,16277.40,4216.31,8283.34,1526.95,51750.91,N
07/10/2020,11:00,15784.89,2142.74,3976.68,1249.91,17701.35,4586.38,8911.93,1573.31,55927.20,N
07/10/2020,12:00,16918.21,2286.24,4186.52,1346.51,19181.54,4937.17,9627.88,1597.69,60081.76,N
07/10/2020,13:00,17912.39,2389.46,4296.46,1433.98,20605.63,5262.10,10384.42,1691.37,63975.82,N
07/10/2020,14:00,18730.08,2543.58,4311.28,1513.25,21729.00,5513.16,11112.70,1880.44,67333.47,N
07/10/2020,15:00,19285.36,2655.00,4286.55,1552.01,22492.01,5668.43,11702.77,2074.53,69716.65,N
07/10/2020,16:00,19356.57,2662.06,4205.41,1530.76,22866.76,5723.59,12110.97,2201.31,70657.44,N
07/10/2020,17:00,19367.90,2716.47,4170.79,1508.03,22962.77,5720.16,12352.76,2236.45,71035.32,N
07/10/2020,18:00,19259.59,2731.72,4144.74,1468.30,22548.47,5661.97,12491.67,2260.26,70566.71,N
07/10/2020,19:00,18790.09,2675.79,4118.62,1443.84,21927.37,5553.66,12476.30,2263.92,69249.58,N
07/10/2020,20:00,18208.73,2555.63,4147.31,1386.27,21020.23,5327.60,12088.27,2258.80,66992.83,N
07/10/2020,21:00,17501.63,2449.66,4155.40,1307.20,20008.76,5058.09,11509.75,2165.60,64156.10,N
07/10/2020,22:00,16872.99,2338.55,4099.42,1258.46,19232.11,4909.29,11061.95,2122.11,61894.88,N
07/10/2020,23:00,15965.06,2217.50,4082.13,1199.17,17937.90,4618.33,10388.11,1998.85,58407.05,N
07/10/2020,24:00,14961.48,1996.81,4094.60,1097.88,16703.33,4288.51,9584.71,1792.29,54519.61,N
