OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
04/01/2020,01:00,9315.98,1171.50,3397.75,709.41,8904.56,2727.57,4556.73,1351.67,32135.17,N
04/01/2020,02:00,8961.62,1136.54,3393.37,704.74,8531.98,2545.35,4287.77,1268.99,30830.36,N
04/01/2020,03:00,8739.45,1122.53,3452.00,690.96,8351.79,2437.26,4123.63,1212.50,30130.11,N
04/01/2020,04:00,8630.97,1120.59,3455.51,686.21,8357.11,2363.71,4039.53,1175.45,29829.07,N
04/01/2020,05:00,8670.36,1154.92,3444.44,704.46,8541.93,2328.63,4067.56,1197.07,30109.37,N
04/01/2020,06:00,8843.94,1222.00,3372.92,725.34,9088.26,2364.07,4211.56,1285.30,31113.40,N
04/01/2020,07:00,9243.17,1325.68,3388.24,761.17,9849.25,2464.53,4502.42,1347.93,32882.40,N
04/01/2020,08:00,9499.36,1389.75,3388.52,787.51,10431.66,2512.67,4734.83,1385.73,34130.03,N
04/01/2020,09:00,9773.30,1420.10,3398.79,799.65,10695.08,2562.40,4854.25,1395.43,34899.00,N
04/01/2020,10:00,10100.74,1414.99,3427.72,801.32,10834.43,2701.30,4932.92,1393.16,35606.58,N
04/01/2020,11:00,10404.62,1407.46,3410.99,830.86,10885.59,2910.60,4991.64,1427.44,36269.21,N
04/01/2020,12:00,10659.12,1396.58,3444.89,858.17,10941.83,3138.16,5085.28,1445.97,36970.02,N
04/01/2020,13:00,10877.39,1398.21,3474.80,838.89,11036.61,3359.55,5242.17,1475.31,37702.92,N
04/01/2020,14:00,11109.02,1396.35,3525.24,857.28,10978.19,3572.88,5387.99,1446.94,38273.89,N
04/01/2020,15:00,11304.67,1396.61,3546.10,874.21,10944.78,3751.55,5583.37,1456.85,38858.14,N
04/01/2020,16:00,11436.76,1403.04,3582.41,813.92,10901.14,3898.00,5833.35,1500.47,39369.10,N
04/01/2020,17:00,11549.82,1431.25,3639.12,789.78,10955.05,3970.64,6128.88,1553.68,40018.22,N
04/01/2020,18:00,11567.23,1448.28,3650.53,820.09,11074.54,3951.84,6397.95,1547.20,40457.65,N
04/01/2020,19:00,11300.73,1456.26,3638.10,827.11,11157.99,3840.87,6537.43,1561.55,40320.05,N
04/01/2020,20:00,11002.74,1443.44,3600.03,808.51,11140.09,3672.93,6399.54,1565.91,39633.18,N
04/01/2020,21:00,11057.78,1473.52,3630.03,825.37,11349.04,3668.86,6412.21,1596.29,40013.11,N
04/01/2020,22:00,10694.56,1407.36,3605.64,802.67,10965.84,3530.84,6130.04,1578.98,38715.94,N
04/01/2020,23:00,10183.17,1307.59,3566.16,757.78,10301.33,3302.70,5665.48,1499.38,36583.59,N
04/01/2020,24:00,9598.07,1223.85,3525.75,712.50,9486.04,3053.41,5136.94,1396.01,34132.57,N
