OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
04/20/2021,01:00,9563.21,1184.68,3607.31,413.36,9376.65,2516.03,4817.62,1066.38,32545.23,N
04/20/2021,02:00,9267.19,1150.31,3607.20,393.52,8986.49,2401.47,4592.92,1034.79,31433.88,N
04/20/2021,03:00,9116.48,1133.42,3621.77,350.61,8737.96,2341.14,4478.24,1031.44,30811.07,N
04/20/2021,04:00,9091.46,1133.48,3611.70,338.09,8672.72,2312.38,4441.25,1062.15,30663.24,N
04/20/2021,05:00,9235.78,1173.98,3675.69,404.53,8905.37,2330.84,4517.69,984.78,31228.65,N
04/20/2021,06:00,9652.76,1230.39,3784.91,469.70,9520.81,2489.73,4787.70,955.69,32891.69,N
04/20/2021,07:00,10302.82,1370.09,3771.67,536.50,10627.51,2748.75,5330.92,1134.38,35822.64,N
04/20/2021,08:00,10614.76,1454.98,3693.11,561.82,11218.68,2793.32,5648.93,1289.54,37275.15,N
04/20/2021,09:00,10841.88,1451.97,3652.06,590.66,11396.37,2816.65,5688.62,1384.03,37822.24,N
04/20/2021,10:00,11092.09,1397.83,3663.60,662.88,11526.43,2902.45,5698.12,1254.85,38198.26,N
04/20/2021,11:00,11350.56,1439.51,3668.09,663.81,11631.28,2996.82,5720.64,1188.52,38659.22,N
04/20/2021,12:00,11618.68,1467.69,3727.12,590.07,11600.57,3145.18,5779.61,1181.93,39110.86,N
04/20/2021,13:00,11873.78,1479.12,3731.28,486.90,11575.68,3321.88,6004.86,1236.60,39710.11,N
04/20/2021,14:00,12182.68,1495.70,3736.03,503.33,11436.71,3556.42,6243.92,1214.78,40369.58,N
04/20/2021,15:00,12542.92,1524.16,3799.81,527.99,11304.34,3761.35,6567.93,1188.08,41216.57,N
04/20/2021,16:00,12958.55,1534.26,3803.07,555.37,11215.15,3947.84,6880.90,1118.79,42013.91,N
04/20/2021,17:00,13292.29,1557.98,3811.57,564.17,11164.84,4053.24,7090.03,1102.33,42636.46,N
04/20/2021,18:00,13443.18,1559.40,3716.52,557.99,11212.53,4062.84,7193.98,1103.82,42850.26,N
04/20/2021,19:00,13162.81,1522.89,3612.55,539.68,11212.25,3957.68,7096.15,1118.47,42222.48,N
04/20/2021,20:00,12728.21,1484.92,3850.49,504.36,11340.40,3777.49,6771.86,1107.60,41565.32,N
04/20/2021,21:00,12562.59,1537.92,3991.69,555.04,11838.00,3722.34,6671.30,1125.10,42003.96,N
04/20/2021,22:00,11980.14,1500.02,3996.18,543.41,11794.55,3585.45,6358.30,1163.49,40921.55,N
04/20/2021,23:00,11217.49,1400.67,3966.87,509.09,11243.71,3330.64,5813.00,1107.35,38588.83,N
04/20/2021,24:00,10436.50,1326.93,3944.67,477.37,10589.38,3053.77,5275.92,1032.03,36136.56,N
