OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
05/26/2020,01:00,10591.29,1161.98,3049.88,624.11,8902.81,3248.46,5278.25,1021.34,33878.11,N
05/26/2020,02:00,10061.19,1117.02,3026.91,596.32,8405.29,3051.35,4941.70,955.75,32155.52,N
05/26/2020,03:00,9632.71,1062.50,2981.39,583.25,8115.28,2876.70,4713.25,937.55,30902.62,N
05/26/2020,04:00,9335.26,1058.29,2954.00,582.44,7986.84,2815.37,4567.08,930.53,30229.81,N
05/26/2020,05:00,9272.15,1056.63,2939.72,587.77,8087.29,2765.75,4533.71,929.80,30172.84,N
05/26/2020,06:00,9485.85,1111.20,2973.48,608.01,8476.40,2755.13,4658.91,917.19,30986.18,N
05/26/2020,07:00,9860.82,1120.00,2987.97,653.17,9077.46,2824.50,4924.12,945.24,32393.30,N
05/26/2020,08:00,10170.58,1180.34,2992.32,692.64,9583.28,2851.88,5207.06,985.02,33663.12,N
05/26/2020,09:00,10616.40,1335.89,3034.41,756.85,10140.42,2941.52,5605.74,999.40,35430.63,N
05/26/2020,10:00,11267.35,1421.19,3080.48,811.85,10723.94,3132.17,5918.22,1032.84,37388.04,N
05/26/2020,11:00,12116.11,1523.69,3101.54,857.65,11225.82,3341.61,6282.05,1103.12,39551.60,N
05/26/2020,12:00,12908.34,1618.90,3148.93,882.29,11587.48,3576.19,6757.42,1148.50,41628.04,N
05/26/2020,13:00,13802.12,1724.62,3208.58,876.68,11899.94,3767.78,7139.15,1222.89,43641.75,N
05/26/2020,14:00,14696.19,1821.09,3275.57,870.06,12158.11,3901.97,7569.43,1327.88,45620.31,N
05/26/2020,15:00,15341.10,1884.41,3350.82,978.62,12367.45,4050.66,7970.49,1342.06,47285.62,N
05/26/2020,16:00,15673.31,1908.54,3411.55,937.03,12473.02,4273.89,8278.90,1394.94,48351.16,N
05/26/2020,17:00,15840.40,1894.34,3468.63,934.49,12551.63,4449.02,8410.57,1410.91,48959.99,N
05/26/2020,18:00,15708.42,1883.28,3478.50,963.80,12692.78,4478.33,8493.60,1415.11,49113.84,N
05/26/2020,19:00,15062.50,1853.81,3483.22,976.25,12756.61,4395.60,8439.23,1398.87,48366.09,N
05/26/2020,20:00,14252.88,1768.36,3503.99,904.28,12505.11,4236.36,8157.55,1382.31,46710.85,N
05/26/2020,21:00,13758.69,1673.86,3484.13,869.67,12277.50,4071.01,7740.64,1364.06,45239.56,N
05/26/2020,22:00,13237.23,1653.59,3369.02,849.42,12092.28,3963.93,7384.11,1349.51,43899.11,N
05/26/2020,23:00,12236.59,1518.65,3311.84,792.75,11245.34,3671.41,6758.32,1227.87,40762.79,N
05/26/2020,24:00,11300.40,1349.10,3228.79,711.00,10233.78,3340.50,6025.71,1125.51,37314.78,N
