OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
09/30/2020,01:00,9466.64,1103.49,3474.35,721.60,9146.48,2477.51,4887.44,952.83,32230.32,N
09/30/2020,02:00,9135.20,1023.14,3492.14,720.60,8666.72,2365.45,4608.16,891.15,30902.57,N
09/30/2020,03:00,8914.63,1008.98,3490.22,723.89,8363.25,2281.30,4436.00,885.24,30103.53,N
09/30/2020,04:00,8861.42,1012.50,3470.18,734.79,8214.84,2233.98,4340.20,884.45,29752.37,N
09/30/2020,05:00,8967.94,1029.37,3438.87,735.69,8330.76,2214.03,4412.02,953.61,30082.29,N
09/30/2020,06:00,9343.07,1084.38,3410.30,750.08,8846.97,2276.54,4590.64,1030.76,31332.75,N
09/30/2020,07:00,9915.63,1210.37,3454.87,793.26,9702.93,2436.88,5022.27,1071.16,33607.37,N
09/30/2020,08:00,10155.68,1238.59,3501.37,780.28,10189.62,2533.64,5321.72,1056.21,34777.11,N
09/30/2020,09:00,10405.21,1234.68,3528.54,783.75,10509.17,2605.45,5412.45,1003.39,35482.63,N
09/30/2020,10:00,10818.56,1257.81,3576.82,856.22,10911.42,2716.19,5527.05,948.66,36612.74,N
09/30/2020,11:00,11287.10,1336.31,3628.58,894.91,11449.88,2868.83,5676.53,971.26,38113.39,N
09/30/2020,12:00,11776.35,1411.79,3679.09,946.98,12108.57,3086.90,5934.05,1032.02,39975.75,N
09/30/2020,13:00,12297.66,1439.27,3733.95,986.29,12859.83,3347.10,6283.13,1089.75,42036.99,N
09/30/2020,14:00,12901.86,1610.07,3810.23,1035.04,13854.25,3633.11,6673.97,1147.56,44666.08,N
09/30/2020,15:00,13529.78,1691.13,3874.34,1090.76,14830.12,3877.76,7108.09,1206.68,47208.65,N
09/30/2020,16:00,14104.29,1799.72,3941.54,1155.40,15823.26,4056.97,7544.58,1285.54,49711.30,N
09/30/2020,17:00,14428.45,1844.72,3995.31,1191.18,16538.68,4143.04,7909.87,1348.75,51400.01,N
09/30/2020,18:00,14405.91,1856.15,3996.45,1204.00,16685.12,4129.29,8100.88,1387.60,51765.40,N
09/30/2020,19:00,13894.06,1777.86,3934.98,1137.32,16041.09,3971.25,7972.48,1448.86,50177.89,N
09/30/2020,20:00,13361.99,1722.77,3874.74,1067.27,15201.26,3775.28,7641.06,1385.41,48029.77,N
09/30/2020,21:00,12895.77,1631.12,3828.70,1041.66,14426.17,3646.69,7315.64,1310.91,46096.66,N
09/30/2020,22:00,12238.69,1524.32,3742.74,971.01,13362.44,3415.22,6818.59,1240.32,43313.33,N
09/30/2020,23:00,11424.34,1364.71,3631.44,893.44,12158.97,3155.52,6192.64,1198.61,40019.69,N
09/30/2020,24:00,10604.95,1276.46,3580.03,830.06,10967.98,2880.57,5564.20,1132.32,36836.56,N
