OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
01/16/2021,01:00,11044.12,1849.44,3825.07,933.36,12918.53,3450.04,6909.88,1578.91,42509.35,N
01/16/2021,02:00,10849.23,1839.59,3831.95,916.05,12754.21,3443.41,6824.40,1568.48,42027.31,N
01/16/2021,03:00,10788.66,1829.19,3851.52,910.13,12754.48,3448.45,6828.80,1549.44,41960.67,N
01/16/2021,04:00,10774.10,1856.76,3835.56,916.58,12964.15,3513.18,6890.06,1616.27,42366.66,N
01/16/2021,05:00,10910.43,1917.18,3850.02,949.34,13344.12,3619.33,7036.30,1646.43,43273.15,N
01/16/2021,06:00,11167.84,1931.71,3866.62,987.95,13999.75,3773.99,7312.19,1701.11,44741.18,N
01/16/2021,07:00,11579.70,2040.80,3906.92,1068.53,14842.97,3981.70,7785.35,1749.40,46955.38,N
01/16/2021,08:00,11930.03,2132.13,3963.18,1117.55,15543.60,4142.03,8181.85,1737.53,48747.89,N
01/16/2021,09:00,12017.22,2125.34,3922.82,1115.24,15707.37,4143.81,8264.34,1759.97,49056.10,N
01/16/2021,10:00,11957.53,2067.18,3862.19,1113.89,15110.94,3934.26,7815.44,1635.01,47496.44,N
01/16/2021,11:00,11722.26,1958.40,3827.10,1057.50,14395.22,3583.68,7223.41,1465.57,45233.13,N
01/16/2021,12:00,11399.90,1823.17,3808.10,988.72,13533.55,3256.52,6670.40,1315.90,42796.24,N
01/16/2021,13:00,11120.28,1712.26,3851.11,926.28,12785.30,3018.26,6228.45,1148.35,40790.29,N
01/16/2021,14:00,10780.18,1602.74,3866.51,875.08,12023.46,2866.76,5892.63,1028.98,38936.34,N
01/16/2021,15:00,10475.18,1511.66,3847.92,813.55,11407.04,2765.03,5674.90,1011.36,37506.65,N
01/16/2021,16:00,10272.63,1484.78,3770.44,828.58,11146.49,2684.74,5594.97,1046.29,36828.92,N
01/16/2021,17:00,10204.85,1456.01,3742.79,842.39,11289.71,2667.38,5662.40,1107.32,36972.86,N
01/16/2021,18:00,10474.40,1583.93,3666.91,868.61,11967.35,2732.20,5935.51,1249.43,38478.33,N
01/16/2021,19:00,11092.92,1711.87,3757.74,894.14,12531.29,2972.75,6446.44,1306.81,40713.95,N
01/16/2021,20:00,11279.54,1822.03,3862.98,899.96,12616.45,3080.43,6585.50,1237.90,41384.78,N
01/16/2021,21:00,11350.81,1837.30,3846.18,895.20,12545.82,3126.64,6638.27,1302.75,41542.97,N
01/16/2021,22:00,11356.90,1840.15,3848.56,885.84,12286.63,3157.91,6653.01,1311.16,41340.15,N
01/16/2021,23:00,11211.35,1795.45,3870.79,873.59,11966.67,3145.19,6586.56,1306.28,40755.86,N
01/16/2021,24:00,11049.79,1730.82,3906.33,853.39,11690.95,3100.45,6417.01,1282.15,40030.89,N
