OperDay,HourEnding,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,TOTAL,DSTFlag
05/23/2021,01:00,11330.58,1342.34,3800.80,699.22,10584.52,3227.25,6136.72,1230.13,38351.57,N
05/23/2021,02:00,10956.30,1279.39,3704.57,675.90,9926.30,3045.62,5790.19,1227.95,36606.22,N
05/23/2021,03:00,10678.69,1213.36,3654.43,683.03,9485.94,2904.57,5546.29,1216.57,35382.87,N
05/23/2021,04:00,10451.73,1181.20,3673.91,668.03,9267.13,2810.07,5391.68,1190.91,34634.67,N
05/23/2021,05:00,10318.38,1185.64,3725.42,652.00,9202.87,2750.83,5284.72,1133.60,34253.47,N
05/23/2021,06:00,10292.38,1179.09,3693.45,644.34,9231.92,2738.61,5231.71,1110.68,34122.18,N
05/23/2021,07:00,10319.90,1178.29,3560.47,637.37,9294.17,2720.13,5303.55,1144.54,34158.42,N
05/23/2021,08:00,10384.81,1241.32,3549.72,657.45,9532.57,2748.73,5386.03,1232.98,34733.61,N
05/23/2021,09:00,10807.11,1317.50,3589.55,718.97,10201.85,2963.29,5715.42,1320.32,36634.02,N
05/23/2021,10:00,11321.96,1369.22,3614.97,756.04,10894.50,3229.21,6126.58,1461.31,38773.79,N
05/23/2021,11:00,11842.12,1490.22,3679.46,753.54,11537.90,3518.26,6476.38,1513.98,40811.86,N
05/23/2021,12:00,12256.99,1569.61,3765.30,796.87,11975.18,3806.34,6695.22,1503.34,42368.85,N
05/23/2021,13:00,12432.34,1598.68,3866.60,808.55,12232.98,4034.57,6868.07,1525.82,43367.62,N
05/23/2021,14:00,12469.10,1641.55,3907.30,886.37,12319.56,4220.23,6881.24,1556.43,43881.78,N
05/23/2021,15:00,12324.99,1652.84,3949.40,874.82,12503.34,4373.64,6856.32,1658.31,44193.68,N
05/23/2021,16:00,12282.90,1698.38,3926.36,911.82,12690.66,4498.05,6845.02,1724.89,44578.09,N
05/23/2021,17:00,12354.63,1693.91,3975.86,923.38,12791.66,4502.10,6903.72,1744.16,44889.43,N
05/23/2021,18:00,12408.58,1711.24,4015.43,885.74,12855.78,4456.32,7001.81,1753.95,45088.84,N
05/23/2021,19:00,12381.63,1701.13,4027.93,881.94,12726.45,4381.50,7012.81,1704.70,44818.07,N
05/23/2021,20:00,12414.00,1657.70,3978.75,877.74,12539.98,4217.48,6988.75,1657.65,44332.04,N
05/23/2021,21:00,12608.05,1658.29,3935.28,887.21,12593.43,4093.49,7052.85,1632.82,44461.41,N
05/23/2021,22:00,12555.29,1611.19,3916.02,887.43,12518.61,3995.55,6996.40,1622.68,44103.18,N
05/23/2021,23:00,12156.55,1479.81,3893.78,823.62,11850.35,3739.80,6657.34,1525.26,42126.51,N
05/23/2021,24:00,11571.87,1419.83,3810.99,763.80,10911.51,3436.93,6117.14,1438.55,39470.60,N
